 	voglio	che	Maria	venga	domani	</S>
a31	0.2682457	0.21341361	0.05536402	0.30452746	0.06892079	0.08952839
a35	0.15767299	0.11054826	0.013162267	0.60377014	0.04213838	0.07270803
a31	0.20232698	0.1727626	0.028901298	0.31657228	0.118490994	0.16094589
a37	0.19878069	0.12772718	0.011967678	0.53187764	0.054428373	0.075218484
a31	0.22880091	0.14590384	0.009877316	0.559093	0.0223888	0.0339361
a11	0.30196658	0.15462792	0.003870518	0.51556313	0.010224936	0.013746825
a31	0.25848594	0.07962397	0.0051013227	0.6334535	0.011207775	0.012127449
a20	0.2072074	0.061586343	0.005246704	0.6997694	0.011857382	0.014332776
a13	0.15784508	0.051645976	0.007604409	0.758075	0.011426391	0.013403086
a20	0.11030783	0.055592984	0.02262919	0.7470406	0.029393287	0.035036094
a31	0.118121386	0.082852215	0.04642424	0.6182906	0.060954183	0.07335735
a18	0.13524164	0.08725994	0.060272478	0.5741213	0.06733748	0.07576716
a31	0.16988681	0.13138472	0.095695905	0.40524662	0.09771682	0.100069106
a36	0.18141808	0.1545178	0.1408729	0.23737974	0.14207433	0.14373715
a31	0.1875583	0.16246568	0.14813103	0.20524086	0.14826968	0.14833443
a20	0.17234823	0.1654521	0.16296108	0.17300567	0.16305096	0.16318192
a31	0.17416707	0.16543551	0.16192667	0.17457105	0.16194902	0.16195069
a20	0.16784899	0.16649453	0.16604206	0.16750337	0.16604978	0.16606131
a31	0.16906166	0.16635999	0.165379	0.1684349	0.16538255	0.1653819
</S>	0.16704592	0.16661498	0.16647276	0.16691372	0.16647474	0.16647787
