 	vengono	vestiti	dai	genitori	</S>
a31	0.16040832	0.14656524	0.26548448	0.25494248	0.17259948
a46	0.05883739	0.05926064	0.32708916	0.4372281	0.11758469
a18	0.03736986	0.03936576	0.29673523	0.52764755	0.098881595
a31	0.023076957	0.031488284	0.39281276	0.4888933	0.063728645
a11	0.009140406	0.0124325575	0.43521464	0.50142264	0.04178971
a31	0.012970623	0.018579666	0.41818348	0.5084985	0.041767746
a39	0.009642544	0.01194113	0.43309325	0.494234	0.051089097
a31	0.015000759	0.01652621	0.44173524	0.47029665	0.05644118
a35	0.017178994	0.018025821	0.45207393	0.45867765	0.054043602
a31	0.026540704	0.026744535	0.45472616	0.43471673	0.057271816
a18	0.033292282	0.033571005	0.41745374	0.44526437	0.070418686
a0	0.038469534	0.038600333	0.42929888	0.42150778	0.07212348
a31	0.09551699	0.09523204	0.26660487	0.4271057	0.11554041
a37	0.07919663	0.07919841	0.29073885	0.4386663	0.11219972
a20	0.100367986	0.10014985	0.26608446	0.40982464	0.12357307
a31	0.14287208	0.14261238	0.22692415	0.3355972	0.15199426
a41	0.16012277	0.16007821	0.20971954	0.29937053	0.170709
a20	0.1758064	0.17573708	0.20704298	0.2611899	0.18022364
a31	0.1903646	0.19030796	0.20507388	0.2228829	0.1913707
a20	0.19506909	0.19506207	0.20070215	0.21291445	0.19625226
a39	0.19388342	0.19386882	0.20120858	0.21628207	0.19475709
a46	0.19542916	0.1953943	0.20307899	0.21050243	0.19559504
a41	0.1997298	0.19972919	0.20019273	0.2005736	0.19977467
</S>	0.19991247	0.19991258	0.20007306	0.20017086	0.19993104
