 	forse	non	li	ha	a	casa	</S>
a28	0.19996612	0.1483272	0.16325615	0.14329334	0.12549993	0.16540581	0.054251567
a10	0.22567014	0.090241574	0.196232	0.17833662	0.13198455	0.14428818	0.03324701
a31	0.1709871	0.12135103	0.16385627	0.15564772	0.14638095	0.15242217	0.0893547
a21	0.17033745	0.111784175	0.16670965	0.15415461	0.1418385	0.14300765	0.11216799
a37	0.16786961	0.13547511	0.15816519	0.14831558	0.14179069	0.14392826	0.10445555
a31	0.18479328	0.1438727	0.16533534	0.14871094	0.13740243	0.14331055	0.07657485
a37	0.23824474	0.12804613	0.20551749	0.15105599	0.11026472	0.1355084	0.031362556
a31	0.31736955	0.108542964	0.19571275	0.11676059	0.08618978	0.13688335	0.038541026
a37	0.3801443	0.067216404	0.20027943	0.118335344	0.07905693	0.12954332	0.025424253
a31	0.2978755	0.08005213	0.16388024	0.13831253	0.11784562	0.13678099	0.06525299
a21	0.29167742	0.06836943	0.14019017	0.13618007	0.13322261	0.16850474	0.061855603
a31	0.18793662	0.09918162	0.13822491	0.1346928	0.15469645	0.19534117	0.08992645
a20	0.15247251	0.118508674	0.13020687	0.13287862	0.15225473	0.19522	0.11845853
a31	0.16061324	0.13665749	0.14525715	0.13978519	0.13916938	0.14566071	0.1328569
a37	0.14450425	0.14128207	0.1421865	0.14194162	0.1428333	0.14620556	0.14104669
a33	0.14566839	0.14215021	0.14324315	0.14248084	0.14225133	0.14255682	0.14164926
</S>	0.14378236	0.14263266	0.1429603	0.14272892	0.14266366	0.14275783	0.14247428
