 	la	casa	la	costruirono	i	muratori	</S>
a31	0.14106978	0.11175967	0.056016974	0.17065842	0.17950962	0.21020561	0.13077988
a17	0.047003802	0.033941746	0.021809714	0.14929989	0.17858455	0.50159556	0.06776471
a39	0.087279305	0.077631995	0.058324784	0.17185773	0.17658097	0.28261656	0.14570867
a3	0.10892896	0.092323	0.06556647	0.16351996	0.16597606	0.24595529	0.15773024
a35	0.13323872	0.09905395	0.054035127	0.16031049	0.16056238	0.24336606	0.14943323
a31	0.14851041	0.080578476	0.029787797	0.1671558	0.16449387	0.28577814	0.123695485
a24	0.06871412	0.023300031	0.010138921	0.17195134	0.19103442	0.4771675	0.057693604
a31	0.07635894	0.028427444	0.0137426695	0.18926305	0.19557123	0.43316936	0.06346731
a39	0.033113483	0.0109777795	0.0054275547	0.18032725	0.22051671	0.508105	0.041532274
a31	0.02052949	0.011467989	0.007995935	0.113180526	0.1609677	0.66557544	0.020282837
a24	0.019368947	0.008419368	0.005338634	0.13396421	0.20006572	0.6126322	0.02021091
a31	0.020958219	0.01099091	0.0076259854	0.09839742	0.14345725	0.70206887	0.016501369
a28	0.019118462	0.010508583	0.0077954754	0.08981336	0.1474448	0.7067695	0.018549759
a45	0.021267233	0.01282552	0.009515083	0.0793465	0.12314891	0.7337413	0.020155493
a31	0.043841667	0.028694633	0.025041053	0.08143829	0.119773574	0.6702447	0.030966016
a20	0.028523251	0.01967221	0.017260194	0.062499657	0.094814785	0.75231063	0.024919324
a31	0.035577368	0.02595994	0.022303201	0.06342383	0.087914616	0.73617643	0.028644636
a8	0.047757026	0.036239665	0.03287486	0.069317676	0.08973137	0.6844847	0.039594643
a31	0.0562493	0.04269609	0.039054845	0.07522822	0.09459043	0.6468568	0.04532432
a20	0.082945734	0.06747631	0.06414187	0.093265735	0.10551034	0.5164562	0.07020375
a18	0.08586217	0.0684853	0.06397564	0.096273094	0.10507948	0.50904137	0.07128299
a31	0.12544325	0.10400287	0.098705485	0.12375158	0.12773766	0.31862947	0.1017296
a11	0.11709318	0.10637645	0.10475057	0.120254375	0.12776321	0.31583202	0.107930206
a27	0.13606113	0.12048611	0.11789407	0.13119884	0.13284484	0.24125572	0.120259315
a31	0.14586525	0.12879066	0.1258288	0.13878132	0.1403571	0.1934828	0.12689401
a0	0.13689296	0.13382702	0.13342276	0.1376647	0.14002606	0.18391433	0.13425215
a31	0.14363585	0.13981174	0.13932967	0.14153899	0.14175066	0.15434639	0.13958664
a18	0.14191394	0.14102328	0.14091149	0.14183238	0.14223982	0.15099101	0.1410881
a31	0.14369094	0.14133832	0.14105059	0.14223595	0.14213498	0.148331	0.14121819
a46	0.14273494	0.14233766	0.14228937	0.14258613	0.14266603	0.14504534	0.14234054
a14	0.14271487	0.14229149	0.1422399	0.14255083	0.14261271	0.14528234	0.14230792
a8	0.14350301	0.14239363	0.14226177	0.14272009	0.14259885	0.14422075	0.14230189
a31	0.14280713	0.14262944	0.14260785	0.1427349	0.14277054	0.14382273	0.14262736
</S>	0.14280257	0.1427218	0.14271185	0.14278369	0.14280531	0.14344889	0.14272588
