 	deve	essere	bianco	</S>
a31	0.16656403	0.0810318	0.5461744	0.20622976
a11	0.039870378	0.020522827	0.890337	0.049269795
a31	0.03454204	0.02385387	0.86798877	0.0736153
a37	0.019618468	0.013208806	0.93949175	0.027681002
a31	0.020509025	0.01471359	0.9339942	0.030783186
a37	0.018118719	0.012224849	0.9441273	0.025529055
a31	0.016638085	0.011165382	0.9495681	0.022628484
a20	0.01761082	0.011641292	0.94460624	0.026141683
a31	0.018556062	0.012938133	0.9504933	0.01801249
a0	0.031573452	0.026299607	0.90390277	0.038224243
a31	0.03919274	0.03308217	0.8931178	0.03460733
a20	0.1322361	0.12970538	0.6012509	0.13680767
a18	0.17991701	0.17633934	0.46708196	0.17666167
</S>	0.2338683	0.2330435	0.30009267	0.23299558
