 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.053595517	0.08104891	0.06601042	0.061271854	0.076537	0.07679211	0.07696726	0.075593345	0.0756822	0.07404017	0.07409812	0.072099574	0.07725902	0.05900454
a23	0.0330797	0.099901654	0.035654884	0.021530062	0.10549263	0.039227616	0.13270414	0.02682871	0.028126163	0.059054095	0.07709177	0.05238506	0.24859221	0.040331364
a31	0.03609449	0.12691642	0.049137764	0.031911526	0.096000046	0.04846341	0.0774214	0.041313376	0.037455913	0.06081501	0.07100588	0.05646531	0.20285776	0.06414172
a7	0.030938623	0.11466994	0.03756939	0.020918153	0.10603079	0.041122843	0.119582504	0.030697165	0.029748306	0.06270467	0.08007727	0.06065398	0.2120361	0.053250242
a10	0.034494966	0.122792415	0.044059783	0.027335482	0.09588229	0.043595243	0.08368105	0.036286663	0.033386063	0.064579144	0.07737528	0.056658834	0.22033282	0.059539985
a38	0.029827321	0.12370574	0.038245875	0.02121133	0.09976813	0.040332366	0.10624847	0.032301072	0.031113487	0.06746589	0.083264135	0.06238276	0.20786436	0.05626907
a10	0.028011503	0.14375292	0.04116709	0.029074878	0.07402232	0.045322843	0.07179554	0.042496897	0.040842693	0.07315094	0.08361092	0.061112925	0.19921778	0.0664207
a11	0.027568515	0.14056377	0.03715375	0.021583105	0.08847545	0.04093291	0.089427784	0.035879463	0.034715537	0.072575875	0.0859244	0.06346302	0.20086834	0.0608681
a31	0.024800431	0.1539009	0.040253736	0.030388553	0.066471085	0.045562956	0.07158174	0.043237496	0.0425866	0.076546215	0.08659283	0.059006996	0.19633205	0.062738396
a13	0.024612736	0.14780378	0.0436623	0.01612955	0.13573663	0.05015672	0.12056097	0.03604346	0.03423047	0.06210224	0.0756692	0.06626774	0.13634938	0.05067485
a31	0.018462367	0.16907594	0.04358979	0.016398199	0.11596535	0.050730575	0.09915013	0.042059556	0.042314496	0.067229845	0.07478548	0.073890194	0.13604687	0.050301213
a0	0.025835417	0.13021766	0.06617898	0.02369686	0.13780461	0.066860095	0.11438936	0.047835737	0.040785905	0.052386545	0.06400642	0.06815106	0.114448376	0.04740304
a31	0.014630183	0.13396849	0.047724485	0.015148268	0.15013455	0.06696996	0.12835991	0.04623456	0.04088479	0.052096877	0.062207364	0.06512634	0.14168708	0.03482711
a39	0.015283166	0.14133601	0.05022295	0.0150475865	0.15475613	0.06643779	0.12347074	0.04828125	0.042202797	0.051698375	0.06098064	0.06460103	0.13323307	0.032448485
