 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.15202138	0.1214301	0.12850657	0.14362662	0.042620905	0.10815695	0.19275542	0.04343861	0.06744356
a20	0.1439015	0.11961631	0.10786795	0.16427352	0.028151767	0.09861853	0.25385442	0.033788208	0.04992781
a28	0.1513675	0.13172564	0.1299165	0.14505981	0.04910118	0.10876851	0.15410653	0.050900966	0.07905331
a31	0.18471555	0.14248528	0.14505036	0.16286172	0.025938608	0.09063344	0.17611328	0.026734313	0.045467503
a39	0.24823384	0.13545525	0.10604084	0.14209396	0.0087549975	0.046614297	0.2909599	0.008285532	0.0135613885
a24	0.2163764	0.08162987	0.076160125	0.12713431	0.01684262	0.03850124	0.41108644	0.015072674	0.01719625
a31	0.17174146	0.082822606	0.095663734	0.14616628	0.03310806	0.056461513	0.3414609	0.034983262	0.037592202
a17	0.12995867	0.056012545	0.06439815	0.12902018	0.02081845	0.047704376	0.49836823	0.027012533	0.02670693
a31	0.089194976	0.07618138	0.086885385	0.13661183	0.05587711	0.10063333	0.32252795	0.06970994	0.062378105
a39	0.10195849	0.07659084	0.07889253	0.103417106	0.058701985	0.0785864	0.37937912	0.06214685	0.06032667
a41	0.11894824	0.10322799	0.1047091	0.1092082	0.08641307	0.09196346	0.21209519	0.08695807	0.08647668
a31	0.11129466	0.10210833	0.10339666	0.10702028	0.09590977	0.10045288	0.1870939	0.09665174	0.0960718
a33	0.11042611	0.10840302	0.10857599	0.10901927	0.10741583	0.10802016	0.13317928	0.10750538	0.10745498
a31	0.111234955	0.11065331	0.110708065	0.11074042	0.11038252	0.11048223	0.11501577	0.110396	0.11038679
</S>	0.1112866	0.11097044	0.110993765	0.110999525	0.110817134	0.11085538	0.11243771	0.1108207	0.11081878
