 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
a48	0.11625884	0.09920305	0.08859948	0.07829145	0.078206435	0.07784738	0.07711431	0.078967914	0.07691028	0.08503412	0.07523267	0.06833409
a31	0.08906997	0.05305944	0.030916773	0.02879403	0.05095878	0.12042694	0.12845752	0.17105989	0.15394168	0.12665214	0.038249616	0.0084132105
a0	0.10238909	0.07897372	0.037736252	0.048190042	0.08946643	0.11893927	0.11581852	0.1157282	0.10905484	0.13089785	0.04725666	0.0055492185
a37	0.13565198	0.08913185	0.047197126	0.044423934	0.073067576	0.096766874	0.09827842	0.10279113	0.09893464	0.14647391	0.0593282	0.007954395
a25	0.1655471	0.09687157	0.06080816	0.050780628	0.06317828	0.07875566	0.078043096	0.08702024	0.07881656	0.16805184	0.05379195	0.018334929
a31	0.1592928	0.09426428	0.06165292	0.049587335	0.06268933	0.07932676	0.07997784	0.08750101	0.0817944	0.16277964	0.060227357	0.020906232
a3	0.13839018	0.09395575	0.062209703	0.0539429	0.07500454	0.09037325	0.08918788	0.09586685	0.08950503	0.13230188	0.055618875	0.023643114
a20	0.17082754	0.10315322	0.07431824	0.05580766	0.059903026	0.07029395	0.069064565	0.08002067	0.06982257	0.15498152	0.057120632	0.03468645
a24	0.19006905	0.10949822	0.07459003	0.05555367	0.058627605	0.0661693	0.06543515	0.0728292	0.066380434	0.14303379	0.060613148	0.03720032
a18	0.1593258	0.1028585	0.07618065	0.06662908	0.07125358	0.07566234	0.074921764	0.07768158	0.07528439	0.10761136	0.07008285	0.04250813
a31	0.14677101	0.079840735	0.043117326	0.04652165	0.07088586	0.09630716	0.09657171	0.10127947	0.100156285	0.13095535	0.0673889	0.02020455
a28	0.205633	0.07214482	0.025784697	0.02530364	0.050560445	0.09143931	0.094000734	0.10591619	0.10143783	0.17022249	0.048259977	0.009296896
a37	0.15960474	0.056150284	0.027576242	0.027032463	0.045411255	0.10189825	0.10586664	0.1322788	0.12452282	0.16811824	0.037820634	0.0137195755
a31	0.11030263	0.054383885	0.036698047	0.03903126	0.052757677	0.10680418	0.111317284	0.14860721	0.13605691	0.13985571	0.03996836	0.024216851
a20	0.11550306	0.045294587	0.023916205	0.03187723	0.0544307	0.12022708	0.1176986	0.14597973	0.12865597	0.1683661	0.033732813	0.014317909
a13	0.09538046	0.05912171	0.044632677	0.059071362	0.08409547	0.11107772	0.09918717	0.119910054	0.104465984	0.1437831	0.045899995	0.03337426
a20	0.07921508	0.06887057	0.06183637	0.08212986	0.110950716	0.10430039	0.08939613	0.088662766	0.082702264	0.115556605	0.061261658	0.055117566
a31	0.076725416	0.07226565	0.06815326	0.08453927	0.11334146	0.09991083	0.08614287	0.08213984	0.07880833	0.1067589	0.06724767	0.06396654
a44	0.08106369	0.077249676	0.075556375	0.0797733	0.09285102	0.08864891	0.084386475	0.087360755	0.08545699	0.09683432	0.07654426	0.07427421
a31	0.08224327	0.08088836	0.080230035	0.082210176	0.088495225	0.08558502	0.083494514	0.08413485	0.083446406	0.08907003	0.080511175	0.07969092
a23	0.08326494	0.08215282	0.081742056	0.082370885	0.08482854	0.08412704	0.08346769	0.08439521	0.08399516	0.08619906	0.082032286	0.08142429
</S>	0.08397777	0.08296837	0.08265528	0.0828596	0.083902024	0.08354666	0.0832422	0.083471194	0.0833479	0.08481456	0.0828281	0.08238629
