 	mi	si	gonfiò	il	dito	</S>
a31	0.3613595	0.26519543	0.06668008	0.16749823	0.0568002	0.08246655
a11	0.31778565	0.22419246	0.03831643	0.3130303	0.020373762	0.086301394
a31	0.30335212	0.21973166	0.03374221	0.30123338	0.03989355	0.10204711
a15	0.46502566	0.23283507	0.014771633	0.2364285	0.01771209	0.03322707
a31	0.60263926	0.1974683	0.021166796	0.11830831	0.028521614	0.031895753
a0	0.5840261	0.22476982	0.0114363795	0.15207487	0.011713493	0.015979318
a46	0.63038087	0.17264439	0.013556867	0.14335047	0.017779246	0.022288263
a31	0.57552457	0.13224494	0.034900546	0.12589554	0.059614215	0.07182016
a18	0.6130303	0.1244118	0.031222196	0.13625552	0.03420473	0.060875453
a31	0.34746823	0.13726105	0.087710835	0.17268473	0.09562787	0.15924732
a24	0.44294226	0.13785848	0.08786893	0.14127642	0.08731318	0.10274069
a28	0.2826911	0.15637773	0.13338748	0.1551952	0.13298766	0.13936086
a13	0.20842148	0.16789928	0.1495684	0.16519232	0.14963171	0.15928693
a20	0.18629819	0.16301288	0.15396972	0.16528152	0.15543064	0.17600705
a17	0.17057605	0.16112301	0.1582969	0.1678578	0.16007537	0.18207093
a39	0.16565579	0.16392128	0.16341628	0.16764942	0.16427346	0.17508376
a20	0.16490906	0.16352586	0.16302267	0.16797747	0.16402137	0.17654355
a31	0.1645158	0.1634511	0.16302188	0.16813646	0.16404234	0.17683247
a41	0.16636637	0.16594702	0.16583994	0.16688702	0.16606164	0.16889799
a8	0.16671894	0.1665196	0.16647968	0.1666882	0.16652173	0.16707185
a37	0.16672483	0.16663487	0.16662107	0.16665909	0.16662896	0.16673122
a8	0.1667128	0.16665061	0.16663952	0.16665983	0.16664334	0.16669391
</S>	0.16670503	0.16665708	0.16664888	0.16666026	0.16665088	0.16667786
