 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.29965883	0.08705303	0.13026333	0.21691361	0.20468004	0.061431114
a31	0.25267652	0.06997364	0.11451079	0.19025294	0.32460162	0.047984447
a8	0.2304341	0.0984952	0.1282724	0.17226508	0.29251918	0.07801402
a31	0.3484464	0.045865927	0.0736734	0.18948795	0.29129207	0.05123429
a15	0.48763067	0.025169097	0.03883625	0.13441585	0.27776042	0.036187652
a13	0.53583795	0.04365994	0.04964573	0.10060917	0.21055974	0.059687417
a24	0.50414187	0.056222156	0.060201515	0.10191019	0.21067247	0.06685185
a31	0.5447944	0.05001118	0.056594152	0.12348996	0.15882795	0.06628232
a18	0.5697315	0.052346207	0.05484184	0.094897404	0.14255264	0.08563035
a31	0.43329605	0.088904075	0.09004634	0.11405879	0.1439202	0.1297746
a20	0.38916394	0.10706518	0.108784854	0.12498471	0.1520234	0.11797787
a11	0.22908577	0.15046805	0.15079279	0.1541716	0.16145658	0.15402523
a8	0.19155297	0.15983678	0.1598896	0.16125695	0.16446882	0.1629948
a31	0.17294969	0.164935	0.1649542	0.16536254	0.16603376	0.16576473
a8	0.16926536	0.16597204	0.16598913	0.16617122	0.1664461	0.1661561
a31	0.16731386	0.16650759	0.16651012	0.16654155	0.16658217	0.16654475
</S>	0.16717035	0.16653523	0.16653894	0.16656867	0.16663805	0.16654876
