 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.16183664	0.21216951	0.16331479	0.026615081	0.15851696	0.17363924	0.10390773
a20	0.098492615	0.387738	0.13558306	0.006938836	0.1330209	0.1987159	0.03951061
a31	0.08969327	0.44223365	0.16200873	0.006522352	0.11730167	0.11023744	0.07200282
a37	0.065569334	0.47882304	0.16234793	0.0035116046	0.124586925	0.12819539	0.036965765
a31	0.064686075	0.5059824	0.19369216	0.003090502	0.100939766	0.11851916	0.013089863
a30	0.056899693	0.43192375	0.17431739	0.0031258895	0.11674941	0.20932068	0.007663168
a13	0.045524593	0.46613613	0.12224723	0.0042175893	0.10829774	0.24491088	0.008665894
a20	0.049220745	0.44876975	0.14460976	0.00317013	0.11558559	0.23081017	0.007833807
a41	0.036329538	0.5544456	0.12890862	0.0031733096	0.08648469	0.18303576	0.007622468
a33	0.024003474	0.75179213	0.08502523	0.004235553	0.03683982	0.08763263	0.010471214
a31	0.020116515	0.76006687	0.045698646	0.011219169	0.0423604	0.09414867	0.026389757
a41	0.016363442	0.8050669	0.034086306	0.008321142	0.030772626	0.0905824	0.014807227
a0	0.035485405	0.643099	0.04879653	0.029614436	0.06967161	0.12465495	0.048678044
a31	0.067831755	0.35858402	0.07976589	0.06405444	0.1320574	0.19824156	0.09946492
a24	0.07955737	0.38833883	0.08538727	0.07523466	0.09205082	0.19906728	0.0803638
a31	0.11861587	0.21402057	0.120543614	0.1167212	0.12326492	0.18836173	0.11847212
a20	0.13094345	0.19558723	0.13288262	0.12961647	0.13155814	0.1493946	0.1300175
</S>	0.13770384	0.17363012	0.13936697	0.1365644	0.13711116	0.13902265	0.13660093
