 	devo	pulire	l	albero	</S>
a39	0.18371317	0.2008332	0.18795292	0.25918618	0.1683146
a31	0.053808436	0.12218429	0.16557646	0.5300364	0.1283944
a35	0.07285246	0.120619476	0.1467889	0.5142827	0.14545648
a31	0.10394536	0.13617355	0.18447977	0.37311402	0.2022873
a20	0.058299378	0.1011235	0.13218775	0.5784907	0.12989868
a31	0.056600247	0.10660454	0.13311069	0.59954184	0.10414267
a37	0.017354963	0.06877149	0.08233057	0.7970953	0.034447614
a1	0.014306776	0.056349996	0.070621714	0.8304053	0.028316282
a20	0.02123846	0.048614018	0.05781498	0.8378558	0.034476742
a31	0.034503732	0.054441616	0.06598919	0.78981584	0.055249594
a39	0.02176119	0.047398206	0.053008333	0.8412142	0.036618043
a10	0.02968472	0.053536728	0.056384683	0.8235948	0.036799144
a29	0.031497445	0.06558806	0.07220339	0.7906755	0.040035594
a46	0.061924763	0.07790444	0.07722321	0.7135041	0.06944353
a31	0.09243638	0.101825766	0.10422853	0.5845162	0.11699306
a20	0.07894231	0.09292102	0.09254586	0.64998734	0.08560354
a13	0.14793	0.15491849	0.15205936	0.39497873	0.15011342
a20	0.15726708	0.16056924	0.16161181	0.3513411	0.16921075
a31	0.1498435	0.15294188	0.15782039	0.3648848	0.17450944
a11	0.16630912	0.17009224	0.1698978	0.3232803	0.17042062
a17	0.18944427	0.19022398	0.19021904	0.23850459	0.19160807
a20	0.19261011	0.19295053	0.19320515	0.22662771	0.19460645
</S>	0.18980671	0.19014363	0.1907304	0.23623459	0.19308466
