 	lo	ho	finito	di	fare	</S>
a8	0.31010967	0.15859853	0.07051593	0.17979003	0.13492098	0.14606488
a31	0.20353408	0.12291886	0.047688607	0.20407172	0.18093227	0.2408545
a20	0.1555697	0.1133439	0.05517171	0.21271795	0.21110187	0.25209486
a24	0.33813208	0.08124564	0.04221672	0.22161412	0.15052658	0.16626492
a18	0.49008977	0.07804671	0.06877699	0.1523687	0.10852734	0.102190554
a31	0.4279198	0.10253986	0.08857683	0.16693135	0.11370437	0.10032781
a20	0.3494743	0.085931726	0.08230536	0.19136178	0.15041634	0.14051047
a10	0.27579942	0.09150521	0.088308424	0.19458188	0.17568788	0.17411716
a20	0.24022289	0.09243477	0.08737645	0.19153742	0.19023001	0.19819842
a7	0.17909522	0.100902446	0.09834803	0.18524876	0.20756167	0.22884382
a31	0.15028672	0.10219045	0.102941826	0.18752737	0.21703781	0.24001591
a20	0.1660147	0.124499545	0.123721205	0.15213567	0.18442903	0.24919981
a18	0.16195524	0.15039946	0.14984672	0.15759113	0.1690157	0.21119174
a24	0.15633836	0.15017466	0.14985748	0.15789345	0.17048725	0.21524878
a46	0.14578661	0.14215158	0.14227648	0.15713164	0.17606194	0.23659171
a31	0.16251105	0.16115691	0.16116498	0.16342956	0.16745774	0.18427978
a33	0.16616327	0.16576591	0.16576062	0.16608295	0.16673668	0.16949052
a8	0.16662446	0.16650732	0.16650335	0.16656104	0.16666706	0.16713673
</S>	0.16666418	0.16659915	0.16659598	0.16662076	0.16666348	0.16685642
