 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.13875023	0.11527338	0.079939805	0.10392127	0.16387995	0.11624413	0.18237393	0.09961736
a0	0.096054904	0.05118782	0.034529172	0.04888056	0.19106023	0.06610582	0.45727783	0.054903712
a31	0.09977945	0.07767384	0.062735334	0.08064977	0.17226978	0.10650105	0.29570806	0.10468274
a17	0.0910335	0.047422998	0.033645175	0.04667552	0.20253432	0.0717117	0.44048214	0.066494614
a20	0.09724639	0.053158585	0.024292465	0.043178923	0.19093369	0.06614734	0.46360284	0.06143979
a31	0.10257545	0.050254002	0.01557891	0.03194877	0.20465513	0.051896963	0.50174475	0.041346066
a37	0.12381827	0.036314815	0.007914949	0.02170444	0.3152207	0.0587175	0.40017974	0.036129575
a15	0.07386164	0.017415248	0.0059196865	0.011120428	0.31416684	0.028116725	0.5328051	0.016594354
a46	0.047833096	0.01860495	0.009132449	0.013360899	0.19910969	0.022973374	0.67258644	0.016399054
a24	0.062557526	0.026613666	0.013295257	0.01943672	0.18378237	0.031487804	0.6409989	0.021827817
a31	0.112856366	0.043867536	0.020170802	0.03150145	0.2229433	0.052369595	0.48176363	0.034527346
a18	0.07391328	0.026013406	0.012365282	0.019326672	0.19765855	0.035626676	0.6109797	0.024116434
a11	0.07281827	0.03461017	0.022215582	0.028205292	0.18510686	0.043398988	0.5834218	0.03022304
a35	0.07032477	0.041254945	0.02857746	0.036101244	0.1688016	0.05289965	0.5628456	0.039194778
a31	0.088166974	0.04434902	0.03207503	0.0402304	0.20715202	0.060774233	0.48446319	0.04278911
a13	0.06799755	0.036463242	0.029439852	0.033693187	0.1630659	0.047651697	0.5853467	0.03634188
a11	0.09848666	0.07053914	0.062861376	0.067115754	0.15451114	0.08128577	0.39682353	0.06837667
a31	0.10433131	0.08092723	0.07255387	0.07820659	0.15007211	0.09701585	0.33679503	0.080097966
a46	0.095894225	0.07274084	0.068356395	0.07038242	0.14130688	0.07745559	0.4020215	0.07184214
a31	0.12214347	0.10873941	0.10616628	0.10716989	0.13391472	0.11064412	0.20377496	0.10744711
a24	0.11726097	0.10416992	0.102014326	0.10255657	0.13073201	0.104185686	0.23561597	0.1034646
a35	0.12163985	0.115045324	0.11396551	0.11431772	0.13131836	0.115178205	0.17423792	0.114297085
a31	0.12547505	0.12259934	0.12206073	0.12228299	0.12636186	0.12310303	0.13577454	0.122342475
a46	0.12414073	0.121878944	0.12151728	0.12161157	0.12631154	0.12188815	0.1409223	0.12172944
a31	0.12522162	0.12442385	0.12429609	0.12432213	0.12529166	0.124401584	0.1277155	0.12432758
</S>	0.124930374	0.124151334	0.12403141	0.12405178	0.1252693	0.124105446	0.12935661	0.12410375
