 	le	melanzane	vogliono	girate	</S>
a20	0.1972836	0.18986927	0.20929712	0.21685834	0.18669173
a31	0.13783774	0.11949408	0.22893046	0.38511956	0.12861826
a39	0.15303937	0.14498727	0.21915188	0.35423303	0.12858842
a41	0.14153527	0.12906066	0.22135104	0.380798	0.12725501
a18	0.10411638	0.08266394	0.24583367	0.4714235	0.09596242
a28	0.0752373	0.06149817	0.23017977	0.5582137	0.074871056
a13	0.07253776	0.06170605	0.21366026	0.5963807	0.055715267
a14	0.08553794	0.07907959	0.18594618	0.56958646	0.07984978
a39	0.10565966	0.10099749	0.18324162	0.5216559	0.088445336
a31	0.1232151	0.118808486	0.18489052	0.43322897	0.13985693
a6	0.110092476	0.10656143	0.19468057	0.49552774	0.093137786
a20	0.15759276	0.15555356	0.18578467	0.31407768	0.18699133
a31	0.16719814	0.16613434	0.18683846	0.26978412	0.21004497
a46	0.16939364	0.16877864	0.19474915	0.29009205	0.1769865
a18	0.19580513	0.19565596	0.19851229	0.20995161	0.20007503
a24	0.19765486	0.19758913	0.19880578	0.20387952	0.20207068
a31	0.19611916	0.19610038	0.19738074	0.20194615	0.20845358
a17	0.1986664	0.19864242	0.19936621	0.20199068	0.20133425
a11	0.19972047	0.19971448	0.19984244	0.20035088	0.20037174
a20	0.19953568	0.19952919	0.19969274	0.2003909	0.20085154
a24	0.1987369	0.19872887	0.19910286	0.20062529	0.20280603
a31	0.19666068	0.19667777	0.19747463	0.2002238	0.20896305
a37	0.19830325	0.19831105	0.19871119	0.20029323	0.2043813
a31	0.19937181	0.19937254	0.19952925	0.20015691	0.20156945
a20	0.19985826	0.19985652	0.19991758	0.2001478	0.20021988
a31	0.19987792	0.19987582	0.19992234	0.20011322	0.20021065
</S>	0.19990745	0.19990474	0.19997442	0.20022349	0.1999899
