 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.4876060935	0.507351145	0.00357905215	0.001457671818	4.22145465e-06	7.1593457e-07	4.01829115e-07	7.7249165e-07
n	0.171624270833	0.783127248333	0.0426794169833	0.00252218823933	4.170056915e-05	3.58213065667e-06	5.00286298333e-07	1.14177368333e-06
è	0.0626031301977	0.863281916111	0.0645042256611	0.00751171517978	0.00191693495972	3.13062888856e-05	0.000122362482059	2.84018010278e-05
r	0.0221171597192	0.72905981537	0.170840581887	0.0735815860599	0.00370186351991	0.000269730934295	0.000176294877353	0.000252949750343
t	0.0090526093064	0.386673942457	0.499215873962	0.10095956202	0.00314955480664	0.000544165531432	8.57558507843e-05	0.000318523329448
i	0.00373484216213	0.149641519819	0.515418524654	0.326217970673	0.00404618920221	0.000545501203811	0.000216240498595	0.000179199222483
s	0.00146793799071	0.0574041919397	0.534308641551	0.402197903558	0.00387025939074	0.000378344674604	0.000246915420198	0.000125749640828
t	0.00354485287357	0.0252523346466	0.793830167184	0.172640749853	0.00378644775358	0.000716250038201	0.000107335054066	0.000121796320276
e	0.00424772640452	0.0115621363822	0.571168180395	0.395219505284	0.0152462700512	0.0016761532794	0.000564814844689	0.000315207423425
s	0.00179940539484	0.00462967840073	0.473822544798	0.497120138428	0.0194729113504	0.00203855682647	0.00070283406823	0.000413949461142
e	0.00662023127828	0.00377380624024	0.442729261599	0.386670176143	0.149811002783	0.00553929354216	0.00311427047608	0.00174199005371
t	0.00898314875943	0.00344258330008	0.2639055672	0.473222872048	0.227752820928	0.0149080465141	0.00416145502536	0.00362355235124
t	0.00859594258648	0.00124282622303	0.195794816733	0.338519661349	0.404886893643	0.0301695831714	0.00485233854179	0.0159379719171
à	0.0147850655288	0.00142175004401	0.070235175411	0.147117727783	0.677264984548	0.0459825987238	0.0181333685139	0.0250593233057
e	0.0138132296429	0.001568352058	0.0296811597703	0.0873125405943	0.778678148183	0.0475140462413	0.0224642441713	0.0189682621019
v	0.0079427010143	0.000707430816	0.0260627633901	0.248815254865	0.627965596061	0.0607479410804	0.0116959898238	0.0160623283673
ò	0.0255922816714	0.00139605732533	0.0235917577967	0.297709803188	0.39527795202	0.140223143693	0.0895674683746	0.0266415537891
s	0.0297815446405	0.00156270245511	0.0101671137989	0.233004182629	0.35446905734	0.209822687898	0.116259603292	0.0449330929297
t	0.0102145478168	0.00054753703157	0.00461637992963	0.20958625431	0.27117107578	0.356652462633	0.0692305615973	0.0779811309766
e	0.00445812525893	0.000636178843723	0.00207699680654	0.0701197031967	0.146088999593	0.498411760878	0.178006287199	0.100201915326
m	0.015632456553	0.000809497674574	0.0521621259688	0.0253483445922	0.0581318251977	0.502940606959	0.195018700733	0.149956433442
a	0.0239708791843	0.00171141165152	0.0683838876429	0.0103695972951	0.0244958274659	0.376722873986	0.326128851911	0.168216674481
r	0.0143506169281	0.00189984551051	0.0253051205343	0.0041788451627	0.010336411322	0.333001812995	0.398303580637	0.212623764827
è	0.0060637581427	0.000842809363503	0.0109235035171	0.00211493232757	0.006101342874	0.297873347665	0.443279390212	0.232800930276
o	0.00247560459423	0.000589991901168	0.00368781715003	0.000765684325857	0.008430436958	0.136164568222	0.645073863404	0.202812068759
</S>	0.00140426316712	0.000493898120584	0.00190002103302	0.000450284827928	0.011441829979	0.093586172611	0.659554031702	0.231169534379
