 	la	casa	la	costruirono	i	muratori	</S>
o	0.57940905	0.4193392115	0.00070272625	0.00052730869	1.69962186e-05	3.9066692e-06	8.0971872e-07
s	0.42373665	0.571203913833	0.00429906081667	0.00070248809	5.08711732667e-05	3.30372123333e-06	3.71633907333e-06
p	0.327554155333	0.662217437944	0.00878516893889	0.00137234836333	6.39745813222e-05	2.46758341111e-06	4.42870636778e-06
ì	0.136986409778	0.850555779315	0.010969071313	0.00145540161111	3.02675066741e-05	1.17529283704e-06	1.89682478259e-06
t	0.157532855926	0.788647393105	0.0415160674377	0.010376814727	0.00155743518489	0.000112698452346	0.000256751709911
i	0.148756002075	0.745808407702	0.0873269441459	0.0154690315757	0.0021302702283	0.000161883551449	0.000347442364637
o	0.051232872925	0.612654429234	0.312172821382	0.0224301718586	0.0011978874761	0.00016792216115	0.000143842759546
f	0.0239494264417	0.328441466411	0.583708020461	0.0549925179529	0.00790594372537	0.000363493680383	0.000639074183182
a	0.0156324347139	0.221236068804	0.638069263487	0.112656549318	0.0112258506751	0.000383801380128	0.000795996511061
b	0.0089235874713	0.139365883101	0.672077964496	0.160572416439	0.0173064956584	0.000521774513376	0.00123185858702
b	0.0045982030671	0.0515722668337	0.547543288165	0.373743428813	0.0194885963528	0.00101094413779	0.00204326886234
r	0.00183600700903	0.0191444807112	0.341826162722	0.624138776271	0.0102891406843	0.000983513299263	0.00178192498745
i	0.055283274413	0.0113508720371	0.336872097574	0.515209945424	0.0786611143281	0.00109284225309	0.00152986486248
k	0.073578542271	0.0078439154457	0.395259642525	0.396357808475	0.122550566109	0.00178745028436	0.00262209422083
è	0.025300421667	0.00341333631523	0.339808600842	0.499485176158	0.127135820036	0.00175212382812	0.00310454964028
t	0.00861375656567	0.00168975126508	0.308000820281	0.530345522053	0.136280226679	0.00414530407604	0.0109246190134
s	0.00292140717622	0.000709155895027	0.25367801076	0.462208607351	0.25043771556	0.00695703559201	0.0230880343378
a	0.00313149497974	0.000318106671676	0.100420866487	0.28843036645	0.552266991853	0.0287348540973	0.0266973004459
n	0.00318993066225	0.000175748410159	0.033868552309	0.108445540483	0.766191763951	0.0442123726991	0.0439161258153
e	0.00159458718975	6.80247063197e-05	0.0116162009797	0.045163041011	0.81490733465	0.065962076233	0.0606887892718
e	0.00207338476325	0.000105103058773	0.0039162955199	0.0155448352537	0.750474878217	0.148592284078	0.0792932670906
f	0.00171784948108	0.000110933252158	0.0014501887133	0.0060333959179	0.634000999406	0.204116591359	0.15257007903
a	0.00136124238703	7.31555649527e-05	0.000621568504433	0.0027946225193	0.517227813135	0.30129466712	0.176626921343
b	0.00124305711434	6.40708439842e-05	0.000400680191478	0.00152432791977	0.428466881045	0.356880002373	0.211420962114
b	0.00042849446244	3.06866386614e-05	0.000331499657159	0.00135541380659	0.273559127015	0.460119620791	0.264175167371
r	0.000143402969307	2.28695208871e-05	0.000195751529053	0.00190322886886	0.106762026672	0.600757173597	0.290215569124
i	0.00193635859927	0.000103470751629	0.000618959726351	0.00235809452295	0.0658845965573	0.594560607866	0.334537929708
k	0.00253880273176	0.000122637262876	0.000721774279784	0.00155454349432	0.0500942181858	0.589439762622	0.355528276569
a	0.00674367230925	0.000328109446625	0.000832145964261	0.00144860305144	0.0354032113953	0.628643864207	0.32660038219
t	0.00814260703775	0.000396235719808	0.000852513954254	0.00134501139615	0.0244029357984	0.691456821402	0.27340384073
ù	0.00389225871392	0.000760145330869	0.000881322217585	0.00139025737772	0.0177448095995	0.744060483801	0.231270693577
r	0.00253151442464	0.00090159670029	0.00101126245253	0.00145561698591	0.0178339681998	0.7719252046	0.204340841192
i	0.0202873095615	0.0095038702901	0.0128479643308	0.0115336555886	0.0359685193999	0.702886334867	0.206972380397
</S>	0.0392209332807	0.0185249251451	0.0250070506654	0.0222439597943	0.0538969647	0.637222567434	0.203883630199
