 	credo	che	stanno	ancora	svegli	</S>
p	0.97514705	0.0233894845	0.00108346235	0.000348375034	2.97016609e-05	1.94253302e-06
i	0.94570606	0.0527711675	0.00138808208333	0.000123151061167	1.06127267667e-05	9.58073736667e-07
s	0.711293146667	0.276531909167	0.0114679245278	0.000657467847556	4.36174097889e-05	5.90505629556e-06
t	0.451508598889	0.529659086389	0.0175986606759	0.00115641388252	6.84545425963e-05	8.75434009852e-06
è	0.338230332963	0.639581628796	0.0213713977253	0.000755382297507	5.47561991988e-05	6.50554903284e-06
o	0.188037471154	0.744927376265	0.0665466059084	0.000414573722502	6.57543337329e-05	8.21411767761e-06
k	0.075986203218	0.783600242088	0.131185305303	0.0085210881275	0.000609924504578	9.71879762259e-05
a	0.0359635697393	0.591671214029	0.356653561768	0.0137983390425	0.00175026373486	0.000162998492075
s	0.0146380597798	0.433231621343	0.512664763923	0.0360121056808	0.00269888051162	0.000754518764025
t	0.00548246436993	0.306543712781	0.473186621308	0.20001561656	0.00986246143721	0.00490908458801
è	0.00255784653331	0.106215810594	0.598977463769	0.254822942187	0.0305082231457	0.006917752196
o	0.0043131885111	0.041892242198	0.752900021256	0.152578040729	0.0407456640486	0.00757090006533
n	0.0043464037677	0.0195047602327	0.641300867085	0.284171003576	0.0413249463495	0.00935203568844
e	0.00479646268657	0.00758025723757	0.343077780695	0.502136867859	0.127542672116	0.0148659475628
a	0.00628815722886	0.00325980140586	0.145578565232	0.576391089286	0.199081210705	0.0694011825209
n	0.00345819259395	0.00178971214062	0.0714120794107	0.677969129762	0.156443843568	0.0889270318403
k	0.00115608821428	0.000605519415373	0.0269068901036	0.580540109921	0.145781151189	0.245010191613
ò	0.000663150346727	0.000216178928291	0.00976092851787	0.41649902664	0.259590880396	0.313269797204
r	0.000502615738909	0.00014121455943	0.00522931755596	0.571767665547	0.283328403465	0.139030744401
a	0.000590968726303	0.000150417076477	0.00348115658532	0.476520276182	0.396088897822	0.123168240134
a	0.0011544623421	0.000239043642159	0.00136298696177	0.178443819394	0.447075525941	0.371724146711
t	0.0009275258217	0.000223342698053	0.00059666156059	0.136676719465	0.360511815314	0.501063958904
s	0.000315751737067	7.7698002951e-05	0.000232521552197	0.131679828488	0.315459421771	0.552234809635
ù	0.000300302667856	0.000153076693917	0.000660332609399	0.0668145428293	0.224305873924	0.707765903212
n	0.000302684954952	0.000204794884639	0.000885677346466	0.0434043809431	0.306711994641	0.648490494404
n	0.000113016360651	9.69810910463e-05	0.000389032375489	0.0429705023144	0.348030471547	0.608399991468
i	0.000399932730217	0.000278478946515	0.000449123075163	0.0300962207715	0.211513089182	0.757263130489
t	0.000576159666739	0.000383341745505	0.000485460270054	0.0421248735905	0.135448151727	0.820981993496
i	0.0197970932122	0.00876019309517	0.00793140190168	0.0509471418635	0.106958703576	0.805605481165
</S>	0.0391811201061	0.0172598650476	0.0155882269508	0.0370057369318	0.061383396288	0.829581690582
