 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.8969737	0.07667516	0.0222179251	0.00403590336	8.96568525e-05	2.848691125e-06	1.320394685e-06	3.46388475e-06
ì	0.915439536667	0.0747645866667	0.00830879353333	0.00144316218667	3.84219808333e-05	1.782502225e-06	1.48195551833e-06	2.22424201667e-06
m	0.916870552222	0.0655689072222	0.00553520504444	0.00689613205556	0.00305309301194	0.000493462669742	0.000463108672706	0.00111953591294
m	0.902958160741	0.0655998474074	0.0118949434481	0.0124590803519	0.00430629330398	0.000662886318581	0.000617814411335	0.00150094803431
e	0.59734226558	0.337435952469	0.044438800816	0.017531649784	0.00226962570133	0.00025204682486	0.000210995953212	0.00051864164177
r	0.229879775527	0.459199844156	0.262195153605	0.0453743932613	0.00288485653378	0.00014551283162	8.65732667373e-05	0.00023390121759
i	0.099667778109	0.445602388052	0.396229491202	0.0553170980871	0.00289515027793	0.00010208514254	4.66202732458e-05	0.00013937699653
e	0.0338447954263	0.679986586017	0.251325247067	0.033271416029	0.00144090265931	5.375404818e-05	2.07811890486e-05	5.64738126767e-05
v	0.0126108279321	0.563399038672	0.272535979022	0.14404380501	0.00678034801977	0.000220218774727	8.54158066495e-05	0.000324328420726
ò	0.00596744107737	0.229967005891	0.550835333007	0.194371493337	0.0164349600066	0.000984380614909	0.00091563444555	0.000523722213575
e	0.00284656095912	0.137764454964	0.595154324336	0.228003146112	0.0319861000022	0.00223141470497	0.00131527114852	0.000698715621192
n	0.00128417470971	0.100987147321	0.324548370112	0.486021358704	0.0772708066674	0.00510480173499	0.00169505604951	0.00308829100706
è	0.0067070934599	0.037825394407	0.128756345704	0.443261063901	0.285939132222	0.0378896955783	0.0477950136832	0.0118262760024
c	0.0085104660133	0.014374928969	0.053533414168	0.2731882323	0.450076854074	0.0750288451928	0.0816274112277	0.0436598663341
h	0.00283819943123	0.00529271668633	0.019313076956	0.221967985433	0.435410818025	0.105686785064	0.0945643270759	0.114926115445
o	0.00295151951054	0.00188276377211	0.00695060711867	0.0960490763777	0.326995417675	0.190369475021	0.160122349025	0.214678801815
t	0.00299114666835	0.000843237570703	0.00266319362622	0.0334940226926	0.210913007558	0.28653534834	0.174536396342	0.288023660605
i	0.00180725735428	0.000455159550234	0.00133274608541	0.0125869802075	0.133948478653	0.407570759447	0.189689945447	0.252608703535
k	0.00142240376876	0.000248001453411	0.000658467351803	0.00447392725917	0.0470577268843	0.396787693149	0.209200498482	0.340151274512
à	0.00207561430692	0.000255231781137	0.000641257883934	0.00186218276639	0.0175440326614	0.276093387716	0.342917442827	0.358610844837
m	0.00228222376714	0.000325703037046	0.000562346171311	0.000843696768797	0.0089453280538	0.238920072572	0.379778897609	0.368341734946
i	0.0180537884205	0.00365149100235	0.00336802570044	0.0082376179696	0.0116696950179	0.167170933191	0.272497482536	0.515350958315
</S>	0.0349654757103	0.00695717100118	0.00642530035022	0.0159697164848	0.014670464009	0.108133740095	0.284390091268	0.528488049157
