 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.93346411	0.0614413325	0.003447502	0.00148587802	9.68982085e-05	4.6059045e-05	1.178567505e-05	1.6345283e-06	3.00322934e-06	1.0696538e-06	5.44172185e-07	5.61809035e-08	1.42366495e-07	1.417747575e-08	5.05638965e-09	2.5952953e-09	6.6974655e-09
a	0.79507204	0.1933947975	0.00972564133333	0.00162643560667	0.0001121749595	4.26087156667e-05	1.49903820167e-05	2.94112193333e-06	6.53841011333e-06	1.17273695667e-06	5.15720297e-07	5.14952911667e-08	8.04849054667e-08	1.15119794167e-08	3.34409924333e-09	1.59651833333e-09	5.46989843333e-09
n	0.553566253333	0.422581365833	0.0209098807778	0.00246556320222	0.000283172253167	0.000127551519222	3.27335643389e-05	9.82887681111e-06	1.53095637044e-05	5.17695187556e-06	2.80980416767e-06	1.83084893722e-07	9.10481656222e-08	3.35816393056e-08	7.45422477444e-09	6.68621701111e-09	5.36063280778e-08
o	0.291060196778	0.680673455278	0.0244944162593	0.00322904466741	0.000319559174722	0.000151407379874	3.53129257796e-05	1.07963020037e-05	1.55117610015e-05	6.35180946052e-06	3.56656209036e-06	2.22360798307e-07	9.43134154674e-08	3.99849509352e-08	8.72447481881e-09	8.20492945704e-09	6.89640709826e-08
n	0.121014327926	0.841582795093	0.0315488984198	0.00491694582247	0.000527917848574	0.000313258690091	5.36878412599e-05	1.26890174012e-05	1.65533861005e-05	7.97534898884e-06	4.17127773125e-06	3.18037866502e-07	2.81621545416e-07	7.04655231451e-08	1.95520415003e-08	2.2179237939e-08	9.87012052842e-08
ì	0.055669703642	0.875674941698	0.0518593291399	0.0156533152742	0.000662275876191	0.000372703779364	6.37953110866e-05	1.34223200504e-05	1.66870586002e-05	8.52360189495e-06	4.37698521442e-06	3.50481789034e-07	3.45222871472e-07	8.06796508417e-08	2.32170518801e-08	2.6845151163e-08	1.08649609748e-07
s	0.021806020214	0.891737567233	0.0619362277133	0.0234880800914	0.000634205552064	0.000203491472455	0.000151607801029	1.27307559335e-05	1.11671381001e-05	9.17231953032e-06	8.49848970881e-06	6.13200063211e-07	1.88646170157e-07	6.05637700739e-08	4.736985534e-08	3.42066889043e-08	3.05185421236e-07
e	0.0102023573047	0.663132749078	0.266371639238	0.0552677806971	0.00381554315069	0.000644150787485	0.000409113343676	4.32144416445e-05	8.91752247e-05	1.23354078434e-05	1.03322504696e-05	7.95710154404e-07	2.52747013386e-07	6.47983276913e-08	5.880647378e-08	3.88164060681e-08	3.89033677079e-07
t	0.0040075010349	0.398422779693	0.465296136413	0.0997964735657	0.0207159720502	0.00910735279583	0.00172257928123	0.000301022798548	0.0002282004349	0.000214295737281	0.000154003920723	1.09951872181e-05	1.49067331378e-05	2.43486552356e-06	1.08587874993e-06	5.50635178456e-07	3.65994384903e-06
e	0.00279547194497	0.251860644231	0.475118512138	0.210123757855	0.0385169963501	0.0154233982653	0.00378284819374	0.000592137799516	0.00121000689497	0.00032593336576	0.000205196300574	1.48342986394e-05	1.99977059793e-05	3.27929781785e-06	1.43461932898e-06	7.34014588819e-07	4.79544543301e-06
