 	li	vestono	i	genitori	</S>
t	0.98017547	0.018804575	0.00095360325	6.145487e-05	4.9273223e-06
u	0.927615256667	0.0717338326667	0.000583623773333	5.9348312e-05	7.99370496667e-06
s	0.863448805556	0.135132104222	0.00129373298111	0.000104651169333	2.07438169889e-05
i	0.573553524519	0.424506344741	0.00178061596037	0.000134299153111	2.5209380663e-05
n	0.28580761084	0.702020748247	0.0115861359868	0.000481305247704	0.000104204479554
d	0.27030563028	0.658724849416	0.0628655696623	0.00467981124923	0.00342419081318
ì	0.180293991427	0.730375883139	0.0788465022208	0.00593863184974	0.00454498048773
n	0.064115406809	0.875825381046	0.0550152297403	0.00329417984991	0.00174977596924
n	0.0240110699363	0.839425647015	0.129023053247	0.0056483480833	0.00189191901308
o	0.00980818064543	0.573443215672	0.397679481082	0.0150964293611	0.00397272953769
n	0.00440397374848	0.285764878557	0.675246977027	0.0255403031204	0.00904388327923
e	0.00580678811616	0.138711260186	0.802757402342	0.0411234843735	0.0116010320931
i	0.0100445183721	0.0528166942953	0.824538594114	0.0888138647912	0.0237862783644
g	0.0083317117907	0.0206541063318	0.818433914705	0.11495693493	0.0376233067881
e	0.00901998826357	0.0100505506439	0.820006971568	0.133001261643	0.0279212442627
n	0.00832670223619	0.0039422765813	0.735838473856	0.159928927214	0.0919636420876
i	0.00403725829373	0.0018851713271	0.526011281285	0.309032729071	0.159033564029
t	0.00260576106124	0.00114770378903	0.389489613762	0.43218532969	0.17457160801
ò	0.00116077669708	0.000871177609677	0.275962535587	0.555142116563	0.166863399337
r	0.000693948675693	0.00107164536989	0.217481012862	0.662315472188	0.118437903112
i	0.000442876155231	0.00080238925663	0.187421760954	0.666330670729	0.145002287704
</S>	0.000482851977616	0.000582231028315	0.096696140477	0.712563385364	0.189675383852
