 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.86734753	0.112732129	0.01680433735	0.0025269963735	0.000570413362	1.496989388e-05	2.04297258e-06	1.267816475e-06	2.62394589e-07
ò	0.927538943333	0.0628490863333	0.00854856335	0.0008589534475	0.000196131138333	6.67347254667e-06	7.8519227e-07	4.93851808333e-07	3.35542535667e-07
z	0.889202347778	0.0708783261111	0.03267105445	0.0026117863565	0.00360979185578	0.000773347509516	0.000100247211447	8.75255978694e-05	6.55732184786e-05
i	0.679649139259	0.246511532037	0.06419218315	0.0035139271855	0.00476487740526	0.00103095565684	0.000133670740049	0.000116555788026	8.71403342429e-05
m	0.353122010753	0.325444564012	0.289042104383	0.0238136421285	0.00751444158842	0.000814558505947	0.000143621572916	6.44264247453e-05	4.06037761643e-05
i	0.130420013918	0.250002634671	0.573919631461	0.0361269523762	0.00855702682281	0.000753124955316	0.000148417092172	4.70119536451e-05	2.51768502648e-05
n	0.047355823806	0.244844971557	0.63328439382	0.0557712557921	0.0174190035676	0.00106372567177	0.000169572181924	5.15407666117e-05	3.96941462983e-05
o	0.025053263102	0.180308518519	0.708363364607	0.063883235264	0.0208751357892	0.00123737425726	0.000180279679975	5.37920875039e-05	4.50221731661e-05
m	0.017495855634	0.0899241955063	0.760110388202	0.0969454784213	0.0335411065297	0.00156427041909	0.000245045672658	0.000104020254468	6.9645404122e-05
i	0.00780841081133	0.0419991661688	0.802700512734	0.107989430807	0.0374350107432	0.00160787670136	0.000262114737219	0.000120081739606	7.73650336007e-05
l	0.00391573205378	0.0240431509229	0.723379600911	0.160177524936	0.0838734821477	0.00346657729545	0.00054741405874	0.000428473481319	0.000167971230094
ì	0.00333273960126	0.0273600561743	0.66802074697	0.192815361645	0.102431341383	0.00462501876515	0.000668114476247	0.000542964687106	0.000203608252698
s	0.00316702266709	0.0274691032914	0.754075882323	0.132083567215	0.0777911611277	0.00412880758838	0.000458668215416	0.000579886322369	0.000245902896899
i	0.00413630322236	0.0148104988305	0.503162298108	0.317320129072	0.146865937043	0.0117698608628	0.000934176505139	0.00065586310079	0.0003449584223
a	0.00650977920745	0.0098079474435	0.176238844879	0.470715799691	0.276466452348	0.0547699389543	0.00457476490171	0.000451661060263	0.000464858040767
t	0.00439678139058	0.0039458177995	0.0592836717863	0.400457226564	0.439180617449	0.0777466463181	0.0104875016339	0.00329851735342	0.00120327731359
ù	0.00412847165163	0.00241247258483	0.0203029996454	0.293608202188	0.551415772483	0.109305758773	0.0124114122113	0.00468828221781	0.00172665820453
t	0.00403884960938	0.00189937799361	0.00782235494847	0.222108254063	0.615798490828	0.127808314591	0.0124771417371	0.00489462650594	0.00315256443484
t	0.00134682412881	0.000633891173603	0.00340012666382	0.181493981354	0.654226543609	0.11658857653	0.025185066579	0.00872584150198	0.00839909014495
o	0.000604522609787	0.000232298411601	0.00114326423861	0.0991221857847	0.610050894536	0.22533045551	0.046412062193	0.00748039410066	0.00962390664832
p	0.000359833405262	0.000102651265534	0.000410352502537	0.0378382992616	0.635599764845	0.255931861837	0.048377638731	0.0114457679669	0.00993383381611
r	0.000122822399611	3.92913356447e-05	0.000172011840846	0.0161709875539	0.573725721615	0.262936590612	0.0831249142437	0.0281684586556	0.0355391829387
à	0.000629660395727	0.000219458507348	0.000175283900282	0.0073400902513	0.343884853872	0.401586393537	0.172154374748	0.0267591448185	0.0472507386462
m	0.000799850355042	0.000279330848449	0.000189733970094	0.0042296085171	0.337015831291	0.392646837846	0.173794058249	0.0580516668728	0.0329930845487
m	0.000311079901481	0.00013011136215	0.000150258226698	0.0024342927057	0.28984552243	0.230600727282	0.18071174275	0.235307588958	0.0605086988496
a	0.00116537862716	0.000198117987383	0.000158636908899	0.00141743195857	0.105871685343	0.119289713761	0.398801737583	0.260383202319	0.112714139617
m	0.00148411373239	0.000196766322461	0.000111007489633	0.00111526730952	0.0395195553143	0.0685481019203	0.408486339194	0.219881386773	0.260657483206
e	0.00162723503413	0.000388163067487	0.000143068833211	0.00091102556984	0.0163287152881	0.0315757269734	0.225968733065	0.222146470924	0.500910881069
t	0.00160320125904	0.000440800387696	0.00014410224237	0.00046232463428	0.00604366784603	0.0239856826578	0.176972807688	0.276172118975	0.514175300356
i	0.00365441413401	0.00152081469443	0.00139604482876	0.00157325602243	0.00396158218201	0.0224824755526	0.135190825896	0.395600596325	0.434619963452
n	0.00433662400484	0.00188043531284	0.00181285438459	0.00193745265948	0.00291874288067	0.0108969752509	0.0870414572987	0.509211955442	0.379963424484
A	0.00816424529511	0.00419764018565	0.00458363806986	0.00124987867183	0.00165202714689	0.0049205311503	0.0422852954329	0.643987768481	0.288958888161
n	0.00943745562127	0.00496929037017	0.00550716484115	0.00102908588561	0.00132623076896	0.00381614051677	0.062212282811	0.634176052827	0.27752626272
n	0.00314716711026	0.00165691715288	0.00183687014415	0.000358388973637	0.00057654835032	0.00280497641892	0.0674505237703	0.634847097609	0.28732149424
a	0.00219707388369	0.00140365127216	0.00246460942728	0.00508549767465	0.00682805385744	0.0139510575863	0.0759453040901	0.470832567203	0.421292181413
</S>	0.00282032514184	0.00197826888608	0.00400986221364	0.00998826533733	0.0133610139287	0.0264463637931	0.114835872045	0.277146035601	0.549414005707
