 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.95536145	0.0437453655	0.000869506085	2.205189575e-05	1.24668632e-06	3.90092595e-07	6.84937345e-08
a	0.898229466667	0.0965220631667	0.00522199575167	2.485044775e-05	1.45587892e-06	1.88817025e-07	5.86400011667e-08
t	0.587227380556	0.394945774389	0.0173712835839	0.000439108147917	1.063376994e-05	3.43005992167e-06	2.38650832039e-06
ì	0.214014403185	0.765351404796	0.0200105361946	0.000598871000639	1.65499726467e-05	4.91776187389e-06	3.25217432346e-06
ì	0.0747097255483	0.855005798265	0.0695280430649	0.00071667818488	1.75048595489e-05	1.49529141913e-05	7.22186422449e-06
c	0.0283027670028	0.852831562755	0.113555791022	0.00471163856163	0.000213374777516	0.00029831918973	8.64415414082e-05
h	0.0312395610009	0.741109787585	0.203719847007	0.0210247618539	0.00156180010584	0.000979155963243	0.000365030503803
e	0.0289651423236	0.425594971195	0.515955745669	0.0262600919513	0.00189423029195	0.000936795541081	0.000393065808934
p	0.0101962106312	0.181260300398	0.755263945223	0.0500188536504	0.00195261725398	0.000790623333694	0.000517516853978
o	0.00488670474373	0.091960403466	0.824167278408	0.0744354712168	0.00310293308466	0.000788177567898	0.000659074324659
l	0.00275177849124	0.0415580031553	0.807397216136	0.137265507072	0.00672236312822	0.0026082654793	0.00169689791489
e	0.00917494174041	0.0260019117184	0.790767482045	0.160363799024	0.00823853064274	0.0033700053931	0.00208337280496
m	0.0113465169135	0.0203961449061	0.792874327348	0.162401853008	0.00763404414758	0.00324362213103	0.00210351613499
ì	0.0524074933045	0.017501347302	0.660103359116	0.242244957669	0.0190847277159	0.00558880644368	0.003069331145
s	0.0661317854015	0.014942360234	0.654440336372	0.234285309223	0.0210613204386	0.00632838351456	0.002810494715
o	0.0228857642005	0.00826727554467	0.510837051457	0.430651226408	0.0175828666795	0.00630636313819	0.00346945743833
n	0.00830474894217	0.00568676075822	0.194810024152	0.730895998803	0.0382974575598	0.0145910642127	0.00741400561278
t	0.00277806896406	0.00196815770364	0.074136936984	0.709734289601	0.13409060252	0.0328286537376	0.0444633208709
a	0.00161108612935	0.00113266670878	0.0254580702947	0.666782376534	0.208652024173	0.0337585159125	0.062605272957
ò	0.00142911407645	0.00112514723626	0.0087079004649	0.654168938845	0.218711448058	0.0519800899708	0.0638773669857
l	0.000693507553817	0.000666783492087	0.0032908088883	0.590045212948	0.216151186019	0.119590676657	0.0695618239952
i	0.000887886946272	0.000372352764029	0.00141165597943	0.398900704316	0.341547492006	0.140985325552	0.115894572998
t	0.000969353205424	0.000266426386676	0.000494780757143	0.194419214772	0.480075660669	0.150036438517	0.173738120999
i	0.000956643325141	0.000133607182892	0.000190897959714	0.116082844257	0.494086883556	0.140291839506	0.248257307
n	0.000964203085047	8.30991106307e-05	8.6838349338e-05	0.045420067419	0.482002264519	0.142377916502	0.329065659
a	0.00122424353835	6.24780445436e-05	8.8215082546e-05	0.021177514573	0.420487961506	0.153826548834	0.403133076333
d	0.00130457790478	9.32950515145e-05	9.0385527182e-05	0.00908533995767	0.282924187169	0.269180106278	0.437322132111
d	0.000459836255693	7.76880421715e-05	3.85983520607e-05	0.00468431038589	0.12000955639	0.472020118759	0.40270992737
o	0.000916220080664	0.00010644716239	3.18842740202e-05	0.0020975330953	0.0541676294633	0.50246852292	0.440211792457
m	0.00108752919455	0.000120501826797	2.62250188067e-05	0.0014903479651	0.0358670774878	0.479387174307	0.482021154152
à	0.0302189933658	0.00693316368827	0.00108138051707	0.0093069940217	0.0399751834959	0.434779968102	0.477704341384
d	0.0400076975686	0.0100935950294	0.00151100709236	0.0117607092406	0.036618154332	0.545095566034	0.354913307128
a	0.0260337543029	0.0060142417098	0.00224792098412	0.0112386623135	0.093049837944	0.507380142011	0.354035455709
</S>	0.0319172251514	0.0056352852049	0.00362182889206	0.0163200181568	0.165404438972	0.308846001006	0.468255202855
