 	avete	cucinato	le	verdure	</S>
i	0.984350185	0.0149561465	0.0005701927	9.974525591e-05	2.3764027e-05
m	0.693058555	0.300734349167	0.00610330342333	7.921806591e-05	2.4597218e-05
a	0.542285865	0.446029626389	0.0115422648078	7.26395397133e-05	6.9622439e-05
r	0.4598888511	0.52034874213	0.0194523126026	9.95051309811e-05	0.000210572123
è	0.158782063133	0.766490447377	0.0702102142009	0.000111204990994	0.00440602099767
t	0.060179173711	0.763673515792	0.163042808067	0.000521758704331	0.0125827193326
s	0.0248926236703	0.782355638597	0.178938619356	0.00113222643478	0.0126808823109
a	0.00933815035677	0.574339704866	0.397037103119	0.00090260767826	0.0183824353036
t	0.00355526590559	0.221392075955	0.697672267706	0.0494410022594	0.0279393807679
o	0.0176970343885	0.097951114985	0.666708589235	0.0667299710198	0.150913290589
l	0.0224905734462	0.0493243306617	0.578908563078	0.156740900607	0.192535622196
a	0.0711251171321	0.0201317747206	0.397162451026	0.186692040802	0.324888566065
l	0.087254520994	0.00838707387353	0.209084147009	0.316565540867	0.378708675355
à	0.0302826154813	0.00349520628784	0.13052579427	0.358988865876	0.476707491785
c	0.0112654396038	0.00143814400928	0.0836480933567	0.389767820879	0.513880460595
h	0.00378005220788	0.00073376077146	0.0670682750922	0.721392873626	0.207025013532
a	0.0188787144992	0.000799567108853	0.0226739670041	0.570674202542	0.386973547844
n	0.0239157627401	0.000828209557951	0.00781308279837	0.528062925514	0.439380007948
a	0.297945446154	0.00333433207432	0.00287574686312	0.521209197838	0.174635314649
</S>	0.583926593077	0.00624372428716	0.00182988363156	0.284539862919	0.123460037325
