 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.8965627	0.091405555	0.01108761105	0.0008118875	0.000129546213	2.31600945e-06	2.1555334e-07	1.38976722e-07	4.6366778e-08
ò	0.886528513333	0.097711794	0.01515057635	0.000530239146667	7.659686348e-05	1.95714096e-06	2.10700636667e-07	8.34602996667e-08	3.4544889e-08
t	0.635388407778	0.122052780333	0.228985082783	0.0124379745289	0.00077584189164	0.000270030567797	2.44932147356e-05	5.34193212609e-05	1.1992497894e-05
t	0.237141303926	0.436609153444	0.303354846928	0.020400358843	0.00200576386388	0.000367672823599	3.30855590119e-05	7.1627926987e-05	1.62157286313e-05
i	0.0883628499753	0.733385271148	0.164384551643	0.0120257943477	0.00166833195096	0.000131589957733	1.16461044506e-05	2.432455487e-05	5.6641819521e-06
è	0.0352776947918	0.729495073716	0.224362153881	0.0102264695159	0.000575446741987	4.8342702611e-05	4.51621886353e-06	8.269575931e-06	2.0413425057e-06
t	0.0126749784973	0.608444547905	0.353910404627	0.0218309258386	0.002540675476	0.00045257783537	5.68528029878e-05	7.9797986977e-05	9.26678761523e-06
t	0.0048266772991	0.645768255968	0.306866571542	0.0307887086129	0.0108819948253	0.00064636477179	8.03213709959e-05	0.000120691705659	2.04744802051e-05
a	0.0022856181997	0.596576801989	0.286831967181	0.102132350871	0.0117486793084	0.000313712755263	3.6241740332e-05	5.79885061197e-05	1.66687534684e-05
s	0.0013121306701	0.486391433996	0.322266545727	0.150777553624	0.0382757651361	0.000794784523088	9.57446867773e-05	5.27893282732e-05	3.32631175561e-05
e	0.00791119576023	0.377800373332	0.235966745242	0.328266431208	0.0487682963787	0.00107056526436	0.000124223505592	5.16082729911e-05	4.06073820187e-05
o	0.0191851729201	0.146123981211	0.165420671747	0.647503643736	0.0209159506596	0.000734596344787	7.7352443864e-05	1.9497321097e-05	1.91858308396e-05
G	0.01547809138	0.0638977695037	0.201071800582	0.613144871245	0.102340330753	0.00256795214826	0.000562467623288	0.000728796052232	0.000207925822613
i	0.0365809635333	0.0382841535012	0.201267735527	0.589028980415	0.129784458918	0.00311285664942	0.000705507083096	0.000965283349777	0.000270077499438
o	0.0536069085111	0.0171301800671	0.0801728118423	0.794140593472	0.052120709306	0.00210292771647	0.000303343986365	0.000324209542959	9.84065883793e-05
v	0.0278702776227	0.0063377242557	0.0389991699474	0.723909087824	0.192771890769	0.00622749657216	0.00138758661212	0.00191403194165	0.00058283373946
à	0.0369244319932	0.00516346651857	0.0518601913158	0.636422835941	0.25656045359	0.00805724169072	0.00175144768404	0.00248523965055	0.000774748228153
n	0.0399616170477	0.00437495113619	0.120004480439	0.681515128647	0.143792509863	0.00681356973024	0.00119615867468	0.00189583868685	0.000445790414384
n	0.0133430173712	0.00151951483606	0.11550696628	0.498724602882	0.357099885288	0.00865309957675	0.00155706322489	0.00256945869562	0.00102641166146
i	0.0190695690957	0.00158188940602	0.03979448466	0.406831527627	0.489594041763	0.0366659955256	0.00322825977496	0.00185556894854	0.00137864813715
e	0.0327528583652	0.00171471658867	0.01445475747	0.351633489209	0.482470127254	0.102699855175	0.0114023952583	0.00103674659951	0.00183505116238
A	0.0291777127884	0.000687819377223	0.00494215015667	0.158655306403	0.595105325751	0.174780105058	0.0277006260861	0.00311464989984	0.00583632945413
n	0.0162115978086	0.000237322963408	0.00209348090222	0.228869472134	0.522385431917	0.166089353019	0.0344179300287	0.0218550985333	0.00784030958471
n	0.0054046280839	8.4624265876e-05	0.00109506066328	0.240236368445	0.592724017306	0.0990535383397	0.0257898693429	0.0277682706111	0.00784355796157
