 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.9250408	0.0738047295	0.00101403037	0.000103913343	2.816538e-05	7.4753345e-06	6.98150275e-07	1.35490025e-07	6.0871658e-08	7.120054e-09	9.38293785e-10	9.7584907e-10	1.27013255e-09
o	0.6003802638	0.396525163167	0.00297640005667	9.56015563333e-05	1.8081489e-05	3.88225391333e-06	4.60552871667e-07	9.70560496667e-08	4.98892067667e-08	5.59193073333e-09	6.08902911667e-10	4.50465091e-10	9.59182283333e-10
c	0.212627519733	0.774138487722	0.0125326691189	0.000590452505444	9.90669403333e-05	8.93735605111e-06	2.19540618722e-06	2.92571981222e-07	3.83878129689e-07	1.47410633111e-08	1.52046196389e-09	5.04811951333e-10	3.11943572778e-09
h	0.110355071244	0.850668812574	0.0289807787063	0.00851082740181	0.00121953301344	0.000223410352684	3.21366758957e-05	6.08583357707e-06	3.01478877656e-06	2.3450523777e-07	5.4831722988e-08	2.97088150504e-08	5.75321269093e-08
r	0.0855411830813	0.871562454191	0.0298585192354	0.0111518395006	0.00154085866248	0.000292190493895	4.08302794986e-05	7.93667762569e-06	3.73451863885e-06	3.05371601257e-07	7.28276466627e-08	3.92693185835e-08	7.76243246364e-08
ò	0.0504583983604	0.874424451397	0.0639883794118	0.0095382302002	0.00135883687883	0.000190910100965	2.75442206995e-05	1.03730326419e-05	2.58124642628e-06	2.53523835752e-07	3.35079718876e-08	1.43702404945e-08	4.10934415455e-08
n	0.0557300561201	0.767779683799	0.151217046471	0.0183298110667	0.00542434442628	0.00107833631699	0.000361206500233	4.44678625473e-05	3.07482919754e-05	2.98015922525e-06	4.71228374629e-07	3.39649370898e-07	5.66793941515e-07
o	0.0556643134067	0.4738380866	0.332510652157	0.116649735356	0.0183868858088	0.002310647239	0.000521723873411	6.95065325158e-05	4.26282816585e-05	4.01984763175e-06	6.22198823876e-07	4.49905214299e-07	7.74438527172e-07
k	0.0200214340022	0.1851950082	0.564885867386	0.184753731785	0.0367209746029	0.00624254377967	0.0018203347978	0.000151878502505	0.000172306074886	1.75121794339e-05	6.04388350696e-06	5.62733439543e-06	6.76261935572e-06
a	0.00941085450073	0.0857139354	0.615079389129	0.235718763928	0.043848089201	0.00757579159322	0.00222621606593	0.000168572992835	0.000212684345629	2.17931442946e-05	7.84051008992e-06	7.35179312128e-06	8.72521184191e-06
m	0.00535579943358	0.0441220571333	0.588282463043	0.282664787976	0.062753178067	0.0125001200311	0.00368317155531	0.000259687532945	0.000313641872543	3.16402089149e-05	1.07622366176e-05	9.56642102989e-06	1.31363356706e-05
b	0.00257387454453	0.0168838069778	0.424166674348	0.397126695992	0.125064522689	0.0268270260104	0.00571804285177	0.00105974211098	0.000474535014181	5.70727746383e-05	1.60327488725e-05	1.19042562433e-05	2.00829242235e-05
è	0.00818144198151	0.0208293582593	0.241249404783	0.519178578664	0.17046327423	0.0344279146701	0.00401497851726	0.00128950358033	0.000295482184727	4.24812867128e-05	9.69132276083e-06	5.5865059311e-06	1.23437862745e-05
n	0.0106450638938	0.0271538507531	0.359926061594	0.409895789555	0.156493828077	0.0304065402234	0.00424197090575	0.000890801616777	0.000277674328242	4.28264074043e-05	8.16160905694e-06	7.8977495937e-06	9.57859862483e-06
n	0.00574880103127	0.014959825351	0.393978457198	0.327260019852	0.192982659359	0.0495078200745	0.0130218326353	0.00137474761893	0.00101818110941	9.68631258014e-05	1.54553796856e-05	1.28103528646e-05	2.25529405416e-05
i	0.00519023184376	0.006028537617	0.208247823733	0.321173979951	0.36665545312	0.0697187446915	0.0177495602118	0.00361640893964	0.0014420733698	0.000129664511934	1.50480225619e-05	8.62816272153e-06	2.38355671805e-05
t	0.00379411089659	0.00267920015033	0.0719731774777	0.313454593317	0.501758484373	0.0641717662305	0.0334760454039	0.00559082617988	0.00264714658993	0.000281933303978	5.57014511873e-05	3.98832006738e-05	7.71029033935e-05
i	0.0027430019142	0.000962123984777	0.0250228753872	0.223382603772	0.580128828124	0.0882355987435	0.056480988468	0.0180902077266	0.00427397186331	0.000455740617993	7.51264497291e-05	5.07748412246e-05	9.81121497978e-05
n	0.0024408785814	0.000390215301459	0.00842328630373	0.127560110591	0.623762109375	0.114572102914	0.0893431994893	0.0246990069089	0.00737235205444	0.000837769922664	0.00020616934591	0.000144666680075	0.000248091771933
a	0.00179952653713	0.000174460873686	0.00287652333224	0.0881229445303	0.615440536458	0.115392790971	0.12331661983	0.0414195376363	0.00964931635148	0.00106783820755	0.000258137885303	0.000178323603025	0.000303475605978
d	0.00155913929571	0.000117795807895	0.00107627234175	0.0379020325101	0.518321955486	0.238234590324	0.139652759943	0.0477440050454	0.0118339251172	0.00167596630252	0.000603175051768	0.000554551524008	0.000723860030659
r	0.000581272930747	5.7214704065e-05	0.00047386439325	0.0177889535034	0.324155711829	0.426689496775	0.167580549981	0.0377141875151	0.0180448107057	0.00326461960084	0.00119637498392	0.000895675208003	0.00155728871022
