 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.86118778	0.11590112	0.0211753628	0.00162795494765	9.998169525e-05	4.4891702635e-06	2.7712554295e-06	5.38704811e-07
s	0.859486643333	0.11908514	0.0204005298	0.000932741414317	8.82171219167e-05	4.18297359683e-06	1.95270089617e-06	5.75650511e-07
ò	0.834798317778	0.14309157	0.0213173184	0.000702160318306	8.42950085056e-05	4.07314244728e-06	1.68101876272e-06	5.90791468e-07
z	0.736148352593	0.2282237	0.0291590866	0.00461923431964	0.00168584808404	8.44529170641e-05	6.30020284516e-05	1.6334699087e-05
i	0.455420020864	0.40400649	0.130819108867	0.00726075410655	0.00227028083468	0.000117520166021	8.37464521172e-05	2.20773621957e-05
m	0.210951564621	0.325907876667	0.442985196289	0.0184362027022	0.00154640741823	0.000111139159007	4.39638280057e-05	1.76408722319e-05
i	0.0758406531403	0.154591553556	0.742123868763	0.0259234905674	0.00135872206608	0.000114787926336	3.05506168886e-05	1.63993884106e-05
m	0.0264223845134	0.0866217491853	0.799509099588	0.0815344375225	0.00530084261536	0.000423279405445	0.000102573958516	8.56667621369e-05
i	0.0101285817711	0.0441837980618	0.836293039863	0.101863111841	0.00673600213845	0.000557948811815	0.000127061010972	0.000110460704046
l	0.00432748513037	0.0289277916873	0.748779803288	0.18740854328	0.0275438409795	0.00175110061394	0.000891600051791	0.000369849424682
ì	0.00306551928346	0.0270794292291	0.671333341096	0.25039509776	0.0435327169932	0.00286692157131	0.00120937726726	0.000517625904894
s	0.00272598957782	0.0253547319764	0.741550613699	0.177276249253	0.0477348543311	0.0024933980571	0.00179199537242	0.0010721505983
i	0.00395467957594	0.0144063075588	0.505945484566	0.371376549751	0.0933232834437	0.00668736185237	0.00240254102414	0.00190373969943
a	0.00767934669198	0.0104283656196	0.174993545545	0.50532388325	0.258357684481	0.0374787202841	0.00238902197471	0.00334941273314
t	0.00606823521086	0.00433908148753	0.058788608505	0.446352961083	0.39683732816	0.0650716367614	0.0159399554916	0.00660219491105
s	0.00202409409723	0.00145172590194	0.0198855196297	0.364223040361	0.473344776053	0.0808056555871	0.0328553668305	0.0254098329703
è	0.00094020856249	0.000605428892413	0.00678169765457	0.19346036412	0.589874795351	0.148195635196	0.0262761111435	0.0338657833234
t	0.000579476514197	0.000323099789438	0.00248453888486	0.125096625373	0.639630295117	0.169778446732	0.0319894269145	0.0301181001078
ù	0.000517379548099	0.000298737341779	0.000980241308287	0.0916993501243	0.563925438372	0.246528893911	0.0413578636382	0.0546921007026
o	0.000579504026033	0.000306191260593	0.000386630874762	0.0336200887748	0.409230796124	0.45184181797	0.0296225305461	0.0744124515675
m	0.000413897775344	0.000131498305198	0.000168351425587	0.0133243761583	0.269135162041	0.46087951599	0.111434650182	0.144512555189
e	0.00253850478178	0.000548526093399	0.000166417393862	0.00588696960277	0.13842829168	0.316832071997	0.167769248394	0.36782997173
t	0.00311190130453	0.000675273006133	0.000145810979954	0.00232690811759	0.0768853682267	0.254963567332	0.226599444465	0.435291730577
i	0.00185602167878	0.000650536277044	0.000456769648651	0.00149882960586	0.0559210204089	0.194852035777	0.347669948155	0.397094883526
n	0.00143695327893	0.000642004021048	0.000559171592917	0.00102978055029	0.0200321618696	0.104080746592	0.492291996052	0.379927241175
A	0.00344774737898	0.00204927610238	0.00120871544101	0.00063132019843	0.00733762128987	0.0480704225307	0.625963035351	0.311291893725
n	0.00411757177533	0.00251805176482	0.00142587717057	0.000511827446143	0.00320083786329	0.0515274998436	0.64718895845	0.289509397908
n	0.00137403612683	0.00083980248361	0.00047713976429	0.000197202279381	0.0014360132321	0.0502361438479	0.700462139483	0.244977499303
a	0.000968969761667	0.000579044192513	0.000919576405297	0.00301259754379	0.00637210518837	0.0561774418493	0.526489466494	0.405480766434
</S>	0.00125071713083	0.000737713746257	0.00159967800265	0.00592393627189	0.0120146440942	0.0860236359246	0.299636583247	0.592813083217
