 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.4681950225	0.463879795	0.065146014215	0.0027461458575	2.74476605e-05	4.677208e-06	6.0807522e-07	2.43186895e-07	3.2143366e-08	1.02148227e-08	1.545602855e-08	2.721600335e-08
n	0.166054957167	0.686722131667	0.142442438072	0.0045497419525	0.000174429965833	4.12797563333e-05	1.12692173067e-05	3.36680809833e-06	3.11563201e-07	4.88082022333e-08	2.41169911833e-08	3.203497445e-08
ì	0.0580414353123	0.522692780556	0.410690386024	0.00598997165083	0.00249720594194	6.42186494444e-05	1.82375461022e-05	5.22215169944e-06	4.73174547e-07	6.00486294111e-08	1.79398124944e-08	1.855221515e-08
c	0.0343630133608	0.358216136852	0.590111395341	0.0132364208836	0.00374925534731	0.000238419087148	5.56242090341e-05	2.27675922331e-05	4.778983629e-06	1.2598192518e-06	7.10411841265e-07	2.30441065383e-07
h	0.0353904251203	0.402329985617	0.532515965114	0.0249386812945	0.00336957548244	0.00108633223905	0.000263826873011	8.0699927411e-05	1.73777482097e-05	4.79954208393e-06	1.77201458042e-06	5.32027071794e-07
a	0.0209117796068	0.276766295106	0.652182421705	0.0456772774315	0.00288802326081	0.00117954614435	0.000289412505004	8.1127588837e-05	1.72856492366e-05	4.80306277798e-06	1.47348754014e-06	5.24374737265e-07
n	0.0071262529756	0.098686314602	0.817668173902	0.0718435678105	0.00300356372027	0.00124103501278	0.000308628139001	0.000106064659312	1.21997585789e-05	2.64211300933e-06	9.52717860047e-07	5.73387859088e-07
d	0.0062769298652	0.039353934734	0.577276768634	0.184350285937	0.13768908844	0.0367065003376	0.0144345664363	0.0028343339531	0.000726733067526	0.00021733687267	6.92451265867e-05	6.42677518864e-05
ì	0.00617168003507	0.0148641224113	0.218282192545	0.410844215312	0.27287592948	0.0515786117792	0.0201752340121	0.0037368573877	0.00100382913584	0.00028961731839	9.17119326956e-05	8.60325626955e-05
s	0.00260169922502	0.00682603510377	0.194168413182	0.537428725104	0.216064401493	0.0298195559264	0.0096601019707	0.0026733438659	0.000542697458613	0.000119806120297	5.10664947319e-05	4.41888409652e-05
o	0.00197153997501	0.00430174266792	0.174236594727	0.503194581701	0.271014958831	0.0354215023088	0.0069482672569	0.0023531743753	0.000423864992871	6.43992647657e-05	3.7838604444e-05	3.15254816551e-05
n	0.00176649299167	0.00222129306931	0.0713228425757	0.4546277939	0.35805902961	0.0878977774363	0.0170161595856	0.0062356085451	0.00065550190429	8.96593329219e-05	6.15774610147e-05	4.6219805885e-05
t	0.00263242869722	0.000924041958437	0.0338460760519	0.297305463633	0.401916986537	0.193878999145	0.0513080381952	0.0155931468484	0.00188683103476	0.000351086150974	0.000143296430338	0.000213574117295
