 	dovevo	comprare	il	pane	</S>
ì	0.994723495	0.0049721553	0.0001655895585	0.0001067952417	3.202616955e-05
c	0.972823041667	0.0252255156333	0.0008587202485	0.0002954582417	0.000797289396217
h	0.963008070556	0.0344611492111	0.0011096358695	0.000360510594733	0.00106058374207
a	0.972278656852	0.024309456737	0.0022454482765	0.000547371699078	0.000619037357357
n	0.715885145617	0.276622721912	0.00576641775883	0.000776854299693	0.000948876919119
a	0.355842895206	0.610758353971	0.0298418899196	0.0021059612999	0.00145093567304
a	0.175164591402	0.715378281324	0.0992180879732	0.00713706309997	0.00310201402435
f	0.068963780514	0.808950167108	0.109867117658	0.00770588103332	0.00451308300812
o	0.0315589905513	0.787010745703	0.169532560886	0.00764038534444	0.00425734006937
r	0.0191496501838	0.678066181901	0.217655831629	0.0207483121148	0.0643800744231
à	0.0073929553946	0.4510307093	0.38189548521	0.0544531807049	0.105227728141
s	0.00340721318153	0.387682318433	0.47393390507	0.061342959235	0.0736336527137
o	0.00912202144384	0.359686892144	0.369170318357	0.165927452078	0.0960933409046
t	0.0109442173613	0.133945822048	0.482614632786	0.223828932693	0.148666436968
o	0.0103970566671	0.0576881395813	0.402275947595	0.338385366231	0.191253525656
t	0.0103948390224	0.0200694610924	0.243984652532	0.43221385541	0.293337168552
s	0.00384005744747	0.0075040635388	0.178628991177	0.41777651847	0.392250349517
o	0.00189339628916	0.00251635042527	0.0628734267257	0.543682106157	0.389034716506
m	0.0258311032631	0.00114881288942	0.0227465871086	0.517663628719	0.432609875502
ì	0.0472613100877	0.000699901599807	0.00926182060287	0.457697889573	0.485079085167
</S>	0.0446962885439	0.000371963239904	0.00549266435143	0.480040024786	0.469399067584
