 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.984132495	0.0137692187	0.00188591535	0.000198666043	1.1345121e-05	1.31109585e-06	5.14050275e-07	5.0302319e-07
m	0.710925328333	0.277997532033	0.0108095864167	0.000253147443	1.19025776667e-05	1.20958338333e-06	3.43983795e-07	8.7432574e-07
à	0.365778849444	0.614051354011	0.0196814174722	0.000373445764333	0.000109426662556	3.68354082778e-06	5.72854385e-07	1.18605734667e-06
n	0.279077049815	0.674528471337	0.0449287841574	0.00100770877144	0.000239887724185	4.20389492759e-05	4.575943395e-06	0.000171444261616
a	0.178125337272	0.690097523779	0.128695993052	0.00236991879048	0.000401705731395	6.8868563092e-05	8.27437079833e-06	0.000232340243539
m	0.0685808577573	0.75990205126	0.166446341017	0.00447235759683	0.000443497743798	4.59325230307e-05	6.06846649944e-06	0.000102878170846
u	0.0293081565191	0.578004675087	0.359604507006	0.0314950375323	0.0014133298146	7.68045063436e-05	2.00424127331e-05	7.74774169487e-05
i	0.0121453014064	0.235704180862	0.679381839002	0.0671714638441	0.00510182637153	0.000332735435448	5.21049872444e-05	0.00011061258565
p	0.00625182700213	0.125465894787	0.740779873001	0.116836174615	0.00842148595718	0.000629626551816	9.70778144148e-05	0.00151808022855
u	0.010165386234	0.0931047792623	0.764685604334	0.122244839538	0.00724440561906	0.000521158167272	9.80699448049e-05	0.00193577027218
l	0.010283743478	0.0476462854208	0.772109501445	0.158364977846	0.00810724800635	0.000714379282424	0.000150325028268	0.00262352728673
ì	0.00455923515933	0.0263970919403	0.729784890482	0.214616422615	0.0203057786688	0.00115038226081	0.000258691629423	0.00292745816224
z	0.00232461403978	0.0145406867801	0.787389720161	0.165734780872	0.0234246265563	0.0020431039536	0.000323742666474	0.00421869078741
z	0.000873239239927	0.0102781018934	0.706590773387	0.251986830291	0.0193750975188	0.00308956978453	0.000406266968825	0.00740013092914
e	0.00342862558664	0.00382138714447	0.396606777129	0.480176396764	0.0959925215063	0.0108323422615	0.00131960744628	0.00782235674305
t	0.00423082442655	0.00139115499682	0.14391909171	0.669519525588	0.142591487169	0.0167244804205	0.00220307561543	0.0194203913477
o	0.00211727697318	0.00048234233494	0.0548353819033	0.575081368529	0.304251889056	0.0339596778068	0.00427893787181	0.0249931987826
s	0.00141628783439	0.00017550537498	0.0186646938678	0.44641416951	0.420614576352	0.0518822826023	0.0080620882906	0.0527704732609
p	0.000479012242863	6.76617525933e-05	0.00668930848927	0.34399835317	0.445223192117	0.0756052195341	0.0325974304302	0.0953398544203
ì	0.00672938880235	5.69257391311e-05	0.00257001788309	0.150659341057	0.539994230706	0.150693859845	0.0597172668101	0.0895789381401
t	0.00881498199812	5.71848345437e-05	0.00130329748103	0.178341700352	0.434825156902	0.173803793282	0.04889470127	0.15395914938
i	0.00322658423004	3.99731586812e-05	0.00075280345701	0.168256852784	0.282506118967	0.274430364427	0.0798872094233	0.190900099793
k	0.00138903114201	7.15181952271e-05	0.000851596949003	0.065853738928	0.170065569656	0.332943961476	0.116178053141	0.312646549931
à	0.00188650011267	8.96034917424e-05	0.000882996099668	0.0302676481093	0.0811105232187	0.290238603825	0.236542491047	0.35898167331
i	0.00215654329422	7.04327189141e-05	0.000355191543223	0.0113053612364	0.0436203210729	0.341402611275	0.392539957016	0.20854962777
m	0.000898006738073	6.47462129714e-05	0.000179661611074	0.00523416204547	0.022946681391	0.273630717092	0.341181695672	0.35586432259
è	0.00536535979602	0.000267312612657	0.000334639307025	0.00520523958182	0.014258054497	0.134276772364	0.402163115224	0.43812950753
r	0.00702295849867	0.000611155174219	0.000763661302342	0.00493231659394	0.0106093127657	0.0869810141213	0.507856478408	0.381223135843
i	0.0128665983996	0.00346516950474	0.00338019563411	0.0124468882646	0.0248313625219	0.0728111593738	0.439675232803	0.430523411948
</S>	0.0218984346998	0.00617317550237	0.00576848831705	0.0211967371323	0.043710741261	0.0588167566869	0.403941766402	0.438493905974
