 	è	che	stanno	ancora	alzati	</S>
è	0.92551515	0.0587896075	0.01544442643	0.00021556512	2.1825493e-05	1.33960595e-05
n	0.763437843333	0.2023833605	0.0337012761433	0.000239136893333	2.87256686667e-05	0.000209645482833
a	0.454416864444	0.3729095435	0.171058427714	0.000944300737778	0.000111047466222	0.000559848594278
s	0.186571142081	0.558865281167	0.252340195905	0.00158941117926	0.000124485612074	0.000509488053093
t	0.0647903332937	0.769583873722	0.163028385302	0.00230840485975	6.2849418358e-05	0.000226141554698
a	0.0234309387312	0.574755879574	0.396451395101	0.00474416945325	0.000366461420453	0.000251163000233
s	0.00816885556707	0.293447634858	0.6645390317	0.0325189578178	0.000510436213484	0.000815063216744
ù	0.00598333354569	0.194823420286	0.687700957233	0.105365292606	0.00255899694449	0.00356797327225
n	0.00528334160856	0.109146972095	0.747973749078	0.126088340869	0.00379367374816	0.00771389009075
e	0.00488736729619	0.0765483406983	0.627466666359	0.236789893623	0.0269822480161	0.0273254513636
a	0.0115262084321	0.0327059128994	0.35958381212	0.451245551208	0.0693373693387	0.0756010971212
n	0.0106944399007	0.0148151901331	0.164474440373	0.654207237069	0.0662226814462	0.0895859623737
k	0.00358103901273	0.00534620027937	0.0595588824043	0.58116688569	0.113386775482	0.236960204125
ò	0.00194809906008	0.00181200580146	0.0200751978948	0.37327785523	0.309338505161	0.293548329708
r	0.00151718440336	0.000860491090487	0.0094816801116	0.54582883841	0.29805477372	0.144257009903
a	0.00412067875112	0.000618553380162	0.00594003420387	0.49906780947	0.367194446573	0.123058474968
o	0.015513497917	0.000553617093387	0.00211931206796	0.18493066049	0.635963252191	0.160919658323
r	0.015839723281	0.000547769331129	0.00103208773265	0.105057387497	0.535026557397	0.342496472774
t	0.00530654721513	0.000295787712943	0.000617756998883	0.0799963871657	0.319099339132	0.594684210925
ì	0.00874099388451	0.000210830850214	0.000346177577628	0.0397991123886	0.321438146377	0.629464753642
</S>	0.0148266509423	0.000272791190107	0.000381021338814	0.0300665541943	0.377907823189	0.576545151821
