 	lo	posso	finire	di	fare	</S>
t	0.9582968	0.04155230925	0.0001344910465	7.5597626e-06	1.596976635e-06	7.31463585e-06
o	0.633493937	0.366207793083	0.0002596442655	1.37102078667e-05	4.47285701167e-06	2.04745526167e-05
s	0.260301876	0.737904144361	0.0016811675885	4.91312679556e-05	9.61232267056e-06	5.40789122056e-05
ò	0.130373098333	0.867168611454	0.0022231721195	6.46619053185e-05	6.54031978902e-05	0.000105058930735
z	0.323439235778	0.670675433818	0.00520296106317	0.000151493237773	0.000132281319297	0.000398582763578
o	0.387102377659	0.584406004606	0.0272259273544	0.000579282725924	0.000148100703099	0.000538302337859
s	0.136654762286	0.680205081535	0.177352669118	0.00297623654197	0.0005117661977	0.00229948862929
p	0.0694223814287	0.425254040512	0.451860223039	0.0221430958473	0.0074076819659	0.0239125838098
i	0.0407177343762	0.169795546837	0.718528974346	0.0309046526158	0.0101003966553	0.0299526795366
c	0.0157993750254	0.0668372589457	0.871182144782	0.0217238458719	0.0056757418851	0.0187815931122
c	0.0064862271718	0.0314854033152	0.601777946594	0.0588442429573	0.0737130649617	0.227693070704
è	0.00220201679593	0.0131714272584	0.502244227198	0.0789743723191	0.111211617654	0.292196314235
t	0.000748131018977	0.0050089756728	0.753934429066	0.052082879773	0.0599593805513	0.128266218745
s	0.000372134864659	0.00225357140093	0.664213356355	0.110909090924	0.0693941955171	0.152857676248
i	0.00319369763489	0.000985408193643	0.372415225452	0.303194523641	0.110951825172	0.209259325416
t	0.00406270702496	0.000582257294548	0.239180888484	0.396592541214	0.107182775057	0.252398838472
s	0.00140611668499	0.000223908693283	0.170508148395	0.382814713738	0.184709065019	0.260338046157
è	0.00215182275833	0.000390500966194	0.0624106996983	0.301235931246	0.29121873834	0.342592282052
k	0.00239159538748	0.000465367310731	0.0379936512328	0.207489363749	0.25695285278	0.494707160684
à	0.00455751726386	0.00040850488891	0.0261132470443	0.15272772125	0.32718745426	0.489005560228
m	0.00528477643562	0.000385488872303	0.0158843379814	0.0746060550833	0.35551733142	0.548321993409
i	0.00956784915954	0.00156621801677	0.0144276263271	0.0531325696944	0.343210003807	0.578095691136
</S>	0.0164842790798	0.00291587000838	0.0119288651636	0.0499570998472	0.420295291904	0.498418535568
