 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.490419319	0.505356693	0.0027374911	0.0014490843775	3.380284e-05	2.766252005e-06	3.865679825e-07	2.44808457e-07	1.558892135e-07
n	0.174017598	0.780890747667	0.0423962538	0.00259110312583	9.08611616667e-05	1.20057145017e-05	8.79666870833e-07	2.84044449e-07	1.999581645e-07
è	0.0643495345333	0.868025249222	0.0598727402667	0.00713481970861	0.000377733877222	0.000212428402501	2.45482451569e-05	2.534552213e-06	3.578133015e-07
r	0.0223977057111	0.744688516407	0.107392565756	0.121962608903	0.00306954610907	0.000351514380834	6.6537061719e-05	3.90647923043e-05	3.19098443005e-05
t	0.00885322583703	0.397891428802	0.413457841919	0.168341592968	0.0105887333697	0.000691252340278	7.80577852397e-05	5.26916647681e-05	4.51867481002e-05
i	0.00365985760234	0.153731972934	0.459654337306	0.369625654323	0.0112632134566	0.00185050798009	0.00016433293308	2.8273190256e-05	2.18647083667e-05
s	0.00144449629078	0.0598291053113	0.496506602435	0.433932938774	0.00625286501887	0.00182261474336	0.000179138199693	1.72790404187e-05	1.49369454556e-05
e	0.000883393596927	0.0254801531038	0.492442955812	0.470098966925	0.00794610620629	0.00287198313112	0.000238791925231	2.00016161396e-05	1.76108494852e-05
s	0.000847420548976	0.0108959999346	0.461974923604	0.502782938975	0.0189689234021	0.00415778537704	0.000311414475077	2.59129760465e-05	3.46440048284e-05
i	0.00793754539966	0.00749482121153	0.457606883201	0.432649916325	0.074156253134	0.0184809421257	0.00144970777169	0.000120138130349	0.000103757815943
t	0.0107087210332	0.00613157999384	0.264799453067	0.518181425442	0.170258524378	0.0272710187086	0.00215122575723	0.00021346180345	0.000284555941981
t	0.00904746391107	0.00216779471328	0.187845735889	0.315390786481	0.442588024793	0.0360098562362	0.00463476548574	0.00110918383448	0.00120634941399
à	0.017587139637	0.00244780982976	0.0709201768297	0.189793556827	0.662015441598	0.0478603407454	0.00630636676191	0.00157388931149	0.00149527315133
a	0.0361595922123	0.00556976740992	0.0737744056099	0.239023828942	0.561314060533	0.0649195155818	0.0151213675206	0.0017949481705	0.00232255529711
n	0.0325859864308	0.00490509937097	0.07004531227	0.241693339647	0.555506766844	0.0698935958606	0.0194949415069	0.0024785302235	0.00339649263237
k	0.0109683379369	0.00164158298849	0.0245795809367	0.150929612082	0.610260155615	0.110542933954	0.0474471048356	0.0213911663412	0.0222395816108
ò	0.00386243889897	0.000586560689997	0.00839924653557	0.052765844994	0.615388941872	0.206462027985	0.0568102419452	0.0279551037804	0.0277696240703
r	0.00160380525299	0.000307260229999	0.00377423852186	0.159271007098	0.620500437291	0.169397760995	0.0229236017484	0.0110561432268	0.0111657787568
a	0.004927793551	0.00180060901333	0.00557554124062	0.194692513133	0.473056259097	0.165776128665	0.0945078946828	0.0319975857089	0.0276657017856
e	0.009057381517	0.00272970833778	0.00647380748021	0.0652092244843	0.253086919699	0.249009039555	0.291469011561	0.059811811903	0.0631531005952
n	0.00633310078233	0.00141461161563	0.00349553072674	0.0218496861581	0.2009746599	0.259722926518	0.343622697187	0.075881792301	0.0867050068651
è	0.0271386075374	0.00376876887491	0.00132012927891	0.00737945310937	0.179997811967	0.219629608839	0.302931802396	0.1473582191	0.110475612288
p	0.0339473680367	0.0045624803543	0.00101282252964	0.00489579860312	0.0800494976557	0.125165636946	0.309053467465	0.241492063033	0.199820867429
r	0.0114112617198	0.0015598540841	0.00122318070988	0.00413762536104	0.0465381882186	0.0576428456487	0.224352605822	0.322172074344	0.330962369143
ò	0.0053135345566	0.00433841143137	0.00146707263663	0.00168960180368	0.0248767034062	0.0313587022162	0.112623805941	0.384164254781	0.434167936381
n	0.00318797041107	0.00523627362522	0.00122791433888	0.000770317492893	0.0103371102854	0.0130301431054	0.0559134119803	0.39623252826	0.51406434546
t	0.00108523115256	0.00174787318637	0.000449065130293	0.000269273424631	0.00401374294513	0.00839240706847	0.0421477949934	0.462931176087	0.47896343182
o	0.00101548467419	0.00196701922532	0.000468336247431	0.000218197523544	0.00232707834838	0.0106352666895	0.0333945043311	0.478831385362	0.471142747273
</S>	0.0014559498871	0.00305807261266	0.000709545693715	0.000299213246772	0.00224925967419	0.0111900728447	0.0255930936656	0.422357532681	0.533087303637
