 	questo	muro	vuole	uno	specchio	</S>
c	0.95502997	0.044604106	0.00031646705	4.54373975e-05	2.32199706e-06	1.598092265e-06
ì	0.83705674	0.161577375333	0.00132518719	2.89849141667e-05	8.39815759333e-06	3.220122365e-06
t	0.60136077	0.367360085111	0.0274038925967	0.000955335718056	0.000220738945864	0.00269914214845
t	0.556468163333	0.40310417837	0.0352774808656	0.00126918657135	0.000284489146155	0.00359650632782
o	0.442040820111	0.515652476123	0.0404732002885	0.00045902160245	0.000116020619585	0.00125845984094
t	0.180327484037	0.745206975374	0.0706028234295	0.00322682001415	7.52057465283e-05	0.00056065726698
ì	0.0871371310123	0.844449558458	0.0638849411432	0.00414901761672	5.49482865094e-05	0.000324387272327
c	0.0383223586708	0.851424236153	0.102085340381	0.00654495481757	0.000193502349836	0.00142958417411
h	0.190582656557	0.694295642051	0.105504905127	0.00761197830586	0.000236474003945	0.00176832274137
o	0.237316815719	0.658144694017	0.100330620042	0.00313463323529	0.000142465615315	0.000930775497123
t	0.0800627510497	0.564016831339	0.298047780014	0.0557577461784	0.000530359448438	0.00158454873237
è	0.0369616149599	0.379120867113	0.498448240005	0.0782918353928	0.00345670518281	0.00372079731079
l	0.02249726302	0.247152166038	0.618330480002	0.0953050451309	0.0069026647276	0.00981239777026
i	0.0102064518733	0.0931697090127	0.769596813334	0.10262200071	0.00886414957587	0.0155408462568
è	0.00727466725777	0.0367572050176	0.604794697778	0.257433285903	0.020940558192	0.0727995574189
n	0.00364283696009	0.0124736830092	0.284457455926	0.567763478634	0.034704303064	0.0969582081396
a	0.0132990633942	0.00481250199307	0.140472893509	0.567504576211	0.113516059021	0.160394885047
n	0.0165229487494	0.00222942557569	0.0498840833697	0.588621715404	0.147216237674	0.195525571682
j	0.0107891372011	0.00110541670323	0.0177902808232	0.581818971801	0.093360260558	0.295135917227
a	0.012986640067	0.00074035664241	0.00647836548307	0.2957768766	0.363044133519	0.320973594742
l	0.00847263352067	0.00028798054547	0.00271593173636	0.303832434867	0.47075738784	0.213933577247
ì	0.00642792733856	0.000344613305157	0.00155478411212	0.303907131922	0.39618603928	0.291579492416
</S>	0.00857744216928	0.000507453052578	0.00093240675606	0.152688546411	0.49507906964	0.342215111208
