 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.96942655	0.0246213	0.0048101896	0.00082867149	0.0002407533735	1.1454866e-05	5.2110701e-05	8.18401915e-06	2.67394075e-07	4.2133197e-07	5.44594555e-08	3.173874755e-08	3.157024775e-08
ù	0.967584393333	0.0299457093333	0.00202319437333	0.0003236860559	9.51613516e-05	5.46036387333e-06	1.86929624633e-05	3.40511222333e-06	1.55501015667e-07	1.60950561467e-07	2.24251165e-08	1.10807780933e-08	1.26203765167e-08
r	0.824220227778	0.141104260444	0.0277218200644	0.0049594955512	0.00135128795197	0.000359961511831	1.53324256178e-05	0.000247172813148	9.62945076256e-06	5.47199101196e-06	6.53120083167e-07	9.06838495241e-07	3.83565012427e-06
u	0.475338439259	0.464741786815	0.0499955530215	0.0071867348504	0.00186376600732	0.00050021386061	1.68155628726e-05	0.000328779385749	1.33212885542e-05	7.29161631065e-06	9.11754521056e-07	1.21484128375e-06	5.16176527142e-06
k	0.19339690242	0.646507872272	0.0975218126738	0.0479388312835	0.0102112855591	0.0016995894102	0.000248779558624	0.00227812704328	0.000108606877151	6.66546907435e-05	5.10829160035e-06	3.82336437992e-06	1.25832386538e-05
a	0.08414901214	0.714613507424	0.120642490891	0.0618257422278	0.013139104853	0.0021136412934	0.000334642643541	0.00292846605809	0.000140651364384	8.64661240145e-05	6.55872326678e-06	4.68796197597e-06	1.50216167886e-05
s	0.0372243065467	0.811863585808	0.106364426964	0.0328889015426	0.00844523261767	0.0011399466878	0.000455412171847	0.00148601106303	7.80112067947e-05	3.93114551048e-05	3.64823898893e-06	1.99892294132e-06	9.19477183353e-06
ì	0.0182650736822	0.601156648603	0.333689885655	0.0349477228475	0.00913209627256	0.00117550419593	0.000515334037282	0.00102301598201	5.89456089316e-05	2.42107651016e-05	2.98501396298e-06	1.15701520377e-06	7.41434701118e-06
t	0.0100383620474	0.486116702868	0.435951201885	0.0501341376158	0.0131356071575	0.00227312526531	0.000320394852427	0.00187669812167	5.33311046439e-05	5.60343551005e-05	4.22618812099e-06	5.52409152459e-06	3.46527497371e-05
a	0.00405864756913	0.389312311089	0.477300907295	0.0928937125386	0.0284472050525	0.00468378808844	0.000879081644142	0.00223216840056	6.4307785548e-05	7.02240937002e-05	5.93054504033e-06	7.15436147486e-06	4.45486733124e-05
m	0.00257685972304	0.140825688496	0.615540102432	0.170172700846	0.0564201926842	0.00645278036281	0.00351730734805	0.00409096966019	0.000263679760849	8.98270732334e-05	1.09132556801e-05	4.80363522495e-06	3.41599978375e-05
i	0.0117932633743	0.056000911532	0.570587767477	0.251892133615	0.0916298608947	0.0067159588876	0.00622197148268	0.0046843756234	0.000331820263616	9.41824369445e-05	1.285431656e-05	4.04867162165e-06	3.08636885125e-05
a	0.0145973732914	0.019213318744	0.365111456492	0.329925014538	0.200557713632	0.0388071907292	0.0272682199942	0.0031818780778	0.00107844439787	0.000169375261515	5.512156752e-05	4.77282765388e-06	3.01574970708e-05
f	0.0054030299238	0.006558634828	0.157996257831	0.441277171513	0.274067454544	0.0557922205764	0.0395554333314	0.0160935811593	0.00191966443262	0.000794757820505	0.000143294792507	7.93723055513e-05	0.000319159574024
o	0.0086549266346	0.002329493676	0.0958925276103	0.506419313838	0.290244974848	0.0467577888588	0.0271920644438	0.0196074389864	0.00135875550421	0.000898534258502	0.000141701415502	0.000102415004017	0.000400071924008
r	0.00973268321993	0.000862273392	0.0591957108701	0.492506337946	0.324670068283	0.0504305266196	0.0363438114813	0.0228957529288	0.00154823822807	0.000951459771167	0.000220221559834	0.000122280020172	0.000520648674003
à	0.00466210351504	0.000868134777333	0.0394478726234	0.384761545982	0.411070196094	0.0855404942065	0.0436835148271	0.0261077223096	0.00180969955936	0.00105114809039	0.000291022096611	0.000133212942057	0.000573371289334
s	0.00297195471225	0.000873663955778	0.0304119448745	0.333183365327	0.450626878698	0.104129844736	0.032905738609	0.0399307997699	0.00167438320312	0.00193362256346	0.000260015932204	0.000190337632686	0.000907486361111
o	0.00111466701132	0.000327279966593	0.0224238159115	0.254908446442	0.391403969566	0.171577728245	0.100830595536	0.0503079289233	0.00274921140104	0.00267578745449	0.000386874944068	0.000220397260895	0.00107328483037
l	0.000495393723773	0.000134402771864	0.00799996015717	0.121716326814	0.392306393189	0.207242069415	0.157972695179	0.0966329219744	0.00560809880035	0.00677812941816	0.000920519348023	0.000562666870298	0.00163038192012
a	0.000622263861258	6.71941079547e-05	0.00318313933939	0.0746814550047	0.32573935773	0.249143436472	0.209947161726	0.116757998658	0.00752914843345	0.00843906780605	0.00134102281601	0.000697267143433	0.00185148834004
m	0.000665142802153	3.55294466516e-05	0.00119317832346	0.0330320897349	0.24701476591	0.272787445491	0.268273177242	0.150346357553	0.0102088579778	0.0103626962687	0.00199307150534	0.00108178606781	0.00300595441335
è	0.00682073054912	0.000440303173884	0.000665169931153	0.0187437072116	0.17908892597	0.259736605164	0.308160389081	0.191844985851	0.0139751956593	0.0124970225562	0.00315982413511	0.00128866151594	0.00357854208778
n	0.00887186635737	0.000572213744295	0.000379361341718	0.0104473667039	0.173398032657	0.268130968388	0.276298987694	0.22341352195	0.0135020958864	0.0148501503187	0.00301550247837	0.00147503409865	0.00564493544593
t	0.00295814377016	0.000193954327752	0.000141406789673	0.00736312673463	0.165812600886	0.186856392796	0.275545583898	0.28322913065	0.0284230546288	0.0295673851062	0.00651322135946	0.00341297323288	0.00998303314864
e	0.00108687806009	7.7717945904e-05	5.0026805991e-05	0.00257406837154	0.0640224582287	0.175357637599	0.403726971299	0.24412007355	0.0505494735429	0.0356735240354	0.0110764477865	0.00342074617763	0.00826393788288
e	0.0014886429467	0.000211273841968	4.66191403303e-05	0.00091812254718	0.0228493815429	0.1527564792	0.332370373766	0.17354245985	0.177383541181	0.0840165416785	0.0389472775955	0.00378390382588	0.0116853531276
s	0.00152759515457	0.000244433034989	4.46111507768e-05	0.000349278791393	0.00836845608097	0.0853459804	0.166365116589	0.171632645283	0.26562354706	0.18455980056	0.0673987491985	0.0156031332753	0.0329366510425
a	0.00063533426719	0.000115072325996	5.21411022589e-05	0.000191279819464	0.00342453178032	0.0502323051333	0.0923674075297	0.199635261761	0.226710935687	0.262998710187	0.0937947030662	0.0246720067584	0.0451702990142
l	0.00033625581273	7.1944584332e-05	5.39262649196e-05	0.000145414869821	0.00163631849344	0.0281489637111	0.0607969091766	0.311659607254	0.163092761896	0.252593980062	0.0947012266887	0.0310159952528	0.0557466883381
l	0.000116222430517	2.59777927107e-05	2.27500701399e-05	0.000122797153274	0.000964702661147	0.0135809129037	0.0521029730589	0.329928549085	0.079636244632	0.202542656687	0.106890454563	0.101445636751	0.112620106113
i	0.00102977922278	5.88883131702e-05	4.220153438e-05	0.000270098677758	0.000831925637049	0.0078423797679	0.0640847476863	0.258121423028	0.0563257222107	0.191684715562	0.164366678188	0.12960722825	0.125734198704
m	0.00133465882833	6.96946335801e-05	4.553921486e-05	0.000294076013919	0.00082801091235	0.0069401217893	0.0675155942288	0.354353781009	0.0568977624036	0.192657308521	0.146313077729	0.0815299110833	0.091220449568
o	0.00116950069684	0.00011099007705	0.000104372446353	0.00067954304264	0.00101299430412	0.00566888272977	0.0751939630763	0.313775212003	0.0479296924679	0.20444842284	0.143556337576	0.108268342694	0.0980817331893
n	0.00111482901695	0.000125143360617	0.000124015579718	0.00078992066888	0.00087888820404	0.00324442564326	0.0675977766921	0.196242555668	0.040308799156	0.218221567613	0.165871502525	0.159768710898	0.145711854396
ò	0.000920164756983	0.000303344135139	0.000364939447506	0.000796562544293	0.000677824904013	0.00234093938109	0.0367102018974	0.133828270889	0.037726218052	0.235547472538	0.165797347508	0.206185716966	0.178800974799
m	0.000857058669994	0.00036708457888	0.000447129253169	0.000815282314764	0.000730557234671	0.00228217716036	0.0242088547991	0.228845189296	0.0266833610173	0.223990677513	0.123649935169	0.180792438989	0.186330234933
à	0.002732471841	0.00118372636013	0.00136671358839	0.00362991437159	0.00215785354489	0.00375288578679	0.0642221350997	0.255672174299	0.0202496986724	0.160682462504	0.0711780810563	0.231029719663	0.182142148311
i	0.00532133411367	0.00317232725338	0.00339708409613	0.00593740692386	0.0033555403483	0.00431065662893	0.0893957456999	0.0894157550663	0.0324459782241	0.116422080835	0.101391780352	0.356232689888	0.189201606104
</S>	0.00561017855684	0.00416811312669	0.00428814129807	0.00505895616193	0.00297070842415	0.00306158456446	0.06464203385	0.0473192261832	0.041871687112	0.110523105417	0.128230655176	0.370882859944	0.211372733052
