 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.4887837355	0.5070791535	0.00296655322	0.0011607628484	6.9803435e-06	2.2825103e-06	1.918313725e-07	2.7349047e-07
n	0.173209918167	0.7834052845	0.04105073074	0.0022532909828	7.24666148333e-05	7.64708903333e-06	2.23236536167e-07	3.99844643333e-07
è	0.0641030416723	0.871494614833	0.05807260858	0.00588336866093	0.000366195561611	5.20246243444e-05	2.21985995841e-05	5.98220911444e-06
r	0.0223910507741	0.754314291611	0.12139246786	0.0938131582203	0.00779671027054	0.000187106401448	3.30730118614e-05	7.21853737048e-05
k	0.017817369858	0.433352445204	0.379021389287	0.153344889407	0.0146023420902	0.00168314640048	7.30234792871e-05	0.000105395691235
e	0.0155338397127	0.192953225401	0.385148171429	0.392181389802	0.0118570220301	0.00212532856016	0.000137011333096	6.39721084117e-05
s	0.00554674539757	0.075864953967	0.464601452143	0.446089636601	0.0068953837767	0.000865813040053	0.000100131668632	3.58581738039e-05
e	0.00238922969919	0.0309789039557	0.485035693048	0.471257048867	0.0097369273589	0.000484131223351	7.88996138107e-05	3.9181004268e-05
s	0.00157939433306	0.0125113834519	0.463324256683	0.500836776289	0.019213268453	0.00235833905778	7.83641702702e-05	9.82639714227e-05
e	0.0114176420444	0.00999925448397	0.458164703561	0.402858138763	0.110449706484	0.00609647968593	0.000543693162423	0.000470443403808
s	0.0157863280148	0.00894118463799	0.300632429187	0.433989122921	0.213594222161	0.0250860632286	0.000776870987474	0.00119380716794
e	0.0463606473383	0.00594661268933	0.240486338396	0.265422176307	0.39478439072	0.0428804540762	0.00173855796249	0.00238083912265
t	0.0555994793128	0.00483924083978	0.103098971465	0.220867444102	0.540487483573	0.0694247553587	0.00222168756416	0.00346096387422
t	0.0212616055376	0.00163442833293	0.0529366400217	0.179832994501	0.536571594524	0.187544061786	0.00413723649805	0.0160814509581
à	0.0143854444125	0.00102033992064	0.0196551529739	0.0671128596337	0.643855574841	0.225245857262	0.00712182496602	0.0216029643194
s	0.0100743615122	0.00082770335788	0.00900521475797	0.237410408211	0.60157166828	0.124549468421	0.00507535732201	0.0114858549065
t	0.00404095211207	0.000292158946127	0.00388372626932	0.290011931737	0.47929662276	0.201979535474	0.005517329974	0.0149777714355
e	0.00457504703736	0.00110677335788	0.00609309793977	0.0992267928123	0.51074359092	0.312479418491	0.023412931658	0.0423623554785
a	0.00618353577912	0.00178642761929	0.00946982547992	0.0338671844041	0.45354823364	0.361602796164	0.0482772295527	0.0852647684928
n	0.00429494620637	0.00100565736983	0.00625019749331	0.011602468568	0.304407481213	0.548152848721	0.0431623495176	0.0811240848309
k	0.00157874565279	0.0003359498062	0.00239763480577	0.003994794206	0.165666248738	0.593639059574	0.0969010728392	0.135486530277
ò	0.0053635535216	0.00165419905492	0.000854686881257	0.00138258695867	0.0717277919127	0.562167606525	0.20204755428	0.154802045426
r	0.00667119800387	0.00212089980664	0.000714759131752	0.00352160372622	0.128546934638	0.628639645508	0.161267308193	0.0685177004753
a	0.00309745536462	0.00135133275721	0.000690797793917	0.00420870074207	0.142833481646	0.508377168503	0.255532659498	0.0839084568251
m	0.00281234098821	0.00107794404574	0.00526856114797	0.00170726794736	0.0560592943153	0.515887942834	0.293901598499	0.123285102275
a	0.0036209534294	0.00153799887525	0.00677126441932	0.00087528368312	0.0263517358718	0.455359112945	0.371786178166	0.133697517425
r	0.0032148584098	0.00170157485042	0.00316422117644	0.000442202061707	0.0102402452573	0.340318936315	0.435805866055	0.205112112475
è	0.00182383016993	0.00139275190881	0.00194468819548	0.000312973543902	0.00571733445243	0.306320058105	0.448406562018	0.234081804158
o	0.00121774480998	0.0016299456696	0.000702611733827	0.000191335847967	0.00358334911748	0.137325928702	0.603517820673	0.251831248053
</S>	0.00081769973499	0.0013562186348	0.000409081164914	0.000184603138983	0.00267519075874	0.094760659351	0.598980360337	0.300816154026
