 	la	donna	pulisce	la	casa	l'	uomo	no	</S>
e	0.576089575	0.422542991	0.00128201575	6.98635075e-05	1.36540643e-05	1.654309363e-06	1.4951397e-07	3.79111e-08	3.4076562e-08
j	0.272714531667	0.704536517	0.02253075605	0.000188120344167	2.71968763e-05	2.659716263e-06	1.24087463333e-07	2.8165914e-08	6.24204993333e-08
i	0.170264337222	0.773858972333	0.0552274770167	0.000564271671389	8.08886971e-05	3.93505355433e-06	9.27645477777e-08	1.89898374e-08	6.70771678778e-08
n	0.124772344407	0.771746337444	0.0980652373389	0.0044053142238	0.0008565068357	0.000140177809985	3.84615537593e-06	1.6458413112e-06	8.62808941073e-06
è	0.0654145178023	0.806449779148	0.119834139113	0.0067622311746	0.0013266709319	0.000193545586995	5.35933352531e-06	2.21784369507e-06	1.15494362436e-05
k	0.0328099245008	0.713874653049	0.214463139704	0.0186675464915	0.0064491098973	0.00200976863933	0.00596542542774	0.00457492835182	0.00118552943585
a	0.0138520851003	0.41732813435	0.505798079901	0.0345096054972	0.0101608534324	0.00271805482978	0.00795569621891	0.00609950220561	0.00157800114595
p	0.0100115917334	0.175077033117	0.7294645633	0.0657238451657	0.0114430596108	0.00286088865993	0.00272162052264	0.00207686770687	0.000620511935983
u	0.00990360174447	0.0818900903723	0.798959624433	0.0924989983886	0.0116544646703	0.00307879448664	0.00097668705488	0.000735909079123	0.000301827860461
l	0.00608470308149	0.0395875603574	0.792240304811	0.13908191613	0.0168147380234	0.00477635332888	0.00056965200896	0.000471112053208	0.000373706715287
i	0.0074539063605	0.0188438783525	0.78268779827	0.16493520871	0.0195639826745	0.00529941174296	0.000435345270653	0.000383055568803	0.000397465806762
z	0.00700674832017	0.0113010841842	0.779515749423	0.17080669957	0.0250175575582	0.00526105088099	0.000305902174551	0.000258374727334	0.000526885103921
z	0.00259320596006	0.00419280461907	0.513001951474	0.292613416523	0.174040495853	0.0115403419603	0.00075569102485	0.000310027615778	0.000952127767974
è	0.00287922350669	0.00158680333069	0.256576598825	0.506516882174	0.217832969284	0.0129047911534	0.000787974098283	0.000202035652593	0.000712765232658
i	0.00398101903556	0.00169823434356	0.175693898608	0.641907494058	0.163010427095	0.0125213905511	0.000793243656094	8.77312681977e-05	0.000306588270886
o	0.00335234817852	0.00190180384785	0.079380346336	0.509653071353	0.383221635698	0.0192998931837	0.0027947866187	7.78126627326e-05	0.000318331880295
s	0.00209757355784	0.00099122741595	0.027330988332	0.390289523784	0.486845648566	0.0782674643946	0.00784777173957	0.00257596820424	0.0037538448001
p	0.00070521284308	0.000344480936117	0.00952527939733	0.344437617928	0.504400752855	0.114711628132	0.0130049572465	0.00515162673475	0.0077184342667
ì	0.00534859793983	0.000489421209506	0.00334004199244	0.257321302643	0.622849564285	0.0903018293773	0.0110922749822	0.00354074217825	0.00571622635557
t	0.00689689478994	0.000582391313169	0.00198873445748	0.334109447548	0.508002304762	0.0929175131258	0.0240512318941	0.0172555989928	0.0141959137185
i	0.00289834983998	0.00031317860439	0.00149234902483	0.287115794849	0.490741518254	0.141035574375	0.0365133976314	0.0219528988776	0.0179369777395
o	0.00314322321333	0.000322797714797	0.000523321867277	0.100828447183	0.566650989418	0.193570361458	0.110391829544	0.00908449497253	0.0154845467465
à	0.00268976714111	0.000288630376266	0.000202159747092	0.034586625901	0.378573831806	0.176510760486	0.336511306515	0.0184693611242	0.0521675705822
n	0.000960904341403	0.000186110010089	8.5858919364e-05	0.0132667635737	0.182008473935	0.174184403495	0.433057705505	0.107147942041	0.0891018601941
t	0.000321511225501	0.000117226275346	4.12342611447e-05	0.0062066883579	0.105897190312	0.288281107832	0.318550065168	0.15425887068	0.126326103398
r	0.000115792564167	0.000124585983765	2.03631020716e-05	0.00352838185263	0.081913631104	0.485396089277	0.189855668389	0.0978399808933	0.141205502466
e	0.000714986956389	0.000689764951255	5.36464400239e-05	0.00280400741754	0.0646378370347	0.493657403092	0.23973379613	0.0584467932978	0.139261768822
p	0.00092613804813	0.00109700438375	8.3958700008e-05	0.00165829810585	0.0338005266116	0.290009797697	0.270423757377	0.162748066766	0.239252429607
o	0.00203457907871	0.000744728007917	9.97883000027e-05	0.00116039913528	0.0131555408039	0.140594355899	0.261949191126	0.219162605589	0.361098779869
d	0.00240094859124	0.000492388582639	8.52267456676e-05	0.000686661505093	0.00578142306797	0.0699073582997	0.246555650375	0.251122385196	0.422967939956
è	0.0218695960954	0.00219658219421	0.000387425400889	0.0036233692617	0.0218443894893	0.0726688307666	0.132693200125	0.255684948399	0.489031646652
g	0.0283444854513	0.00305263946474	0.000507939206963	0.00450065344223	0.0269336723998	0.0675722729222	0.112182543375	0.3310116528	0.425894145551
g	0.00946089501757	0.00177148461158	0.000207134468988	0.00168271349574	0.0092173232366	0.0343254983074	0.0844565537917	0.465085010933	0.39379340185
h	0.00316566122696	0.000894972741527	8.23190204627e-05	0.000768307491913	0.0034550717122	0.0253646564358	0.0433157505972	0.393727363644	0.529225907283
e	0.00422505251575	0.00134662959484	0.000581205977621	0.0035166234973	0.0171541346707	0.0439477594786	0.0364825168657	0.246130225548	0.646615872428
</S>	0.00686562475787	0.00223400209742	0.00111968018881	0.00657884374865	0.0322991273354	0.0681136497393	0.0415276684328	0.140347969274	0.700913466214
