 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.4768322735	0.506636248	0.016468573435	5.8821579e-05	3.64493025e-06	1.85511795e-07	1.20598142e-07	2.617725e-08	9.9134462e-08
n	0.1674486865	0.802006396	0.030174126145	0.000320759333	4.657854675e-05	2.78488021833e-06	4.41791430667e-07	5.13835586667e-08	1.39101834e-07
ì	0.06011078458	0.713351865333	0.224808249382	0.00163907077767	7.56258965833e-05	1.35463464061e-05	7.04500733556e-07	6.49242035556e-08	9.9461738e-08
c	0.0724167942733	0.618036388444	0.306105633127	0.00313620279256	0.000261836496528	2.73312681354e-05	8.89968853452e-06	4.84127705519e-06	2.10884837933e-06
h	0.150634338091	0.671964646148	0.169914199042	0.00575077773085	0.00162238704551	7.59197413785e-05	2.54711341782e-05	7.8542070184e-06	4.44738262644e-06
e	0.12450024167	0.445101604383	0.415081971014	0.0131842162436	0.0019530811885	0.00014472560046	2.59400877261e-05	4.3423036728e-06	3.90542774215e-06
t	0.04202050763	0.241346747128	0.679860613671	0.0306319727479	0.00583987043617	0.00022160534682	6.0641862242e-05	3.90289969093e-06	1.41449560474e-05
o	0.0145236734433	0.169542576276	0.75255202789	0.0555237015826	0.00738300961206	0.000382140535607	7.18908760807e-05	3.66270263031e-06	1.73103328158e-05
r	0.0107675086144	0.062917629992	0.754003689297	0.137083622194	0.0340316256707	0.000784859465202	0.000253308130694	2.53884361434e-05	0.000132376731739
ì	0.0113181378715	0.036844480664	0.578214333099	0.319748854065	0.0517261175569	0.0015800866884	0.000360676670231	3.34446213145e-05	0.000173912544913
s	0.0059665049905	0.025301966888	0.588928601033	0.346412744688	0.031301902519	0.00150392134947	0.00031759771341	0.000116700489705	0.000150133832638
o	0.00326278873017	0.013000786196	0.478061922344	0.465536908229	0.033239267173	0.00616189000316	0.00041292629447	0.000154992896568	0.000168562234213
n	0.00227971797672	0.00636760966533	0.210586722781	0.651662112743	0.118261861058	0.00922813926772	0.00108095557816	0.000183894192189	0.000349011901404
t	0.00595932135891	0.00259337762844	0.10736902246	0.509261580914	0.347555820353	0.0202914616892	0.00454466155939	0.00069274708073	0.00173202290047
a	0.0112220681196	0.00403034124948	0.0367790037533	0.366082780305	0.480764400118	0.0911758782297	0.0069453464198	0.000824586553577	0.00217559398016
e	0.00929010003987	0.00463260430316	0.0129523925511	0.251241316768	0.402901346706	0.308046082743	0.00901913337327	0.000488209601192	0.00142882890672
m	0.00984251901329	0.00313173648772	0.00510077541703	0.135209352256	0.507568388902	0.322551796248	0.0121530771244	0.0011370015904	0.00330536886891
a	0.116616970338	0.00634415032924	0.00242183663901	0.078004348252	0.513216292967	0.266088314083	0.0121977433748	0.00137285177347	0.00373750756964
n	0.148365162279	0.00602162062308	0.00084805171167	0.0343961379173	0.503931450989	0.270699746028	0.0225404431249	0.00237801510116	0.0108194031365
t	0.0512814237263	0.00202193040516	0.000290109070723	0.0176472716058	0.605259396996	0.235742230009	0.0559511957083	0.00654586883372	0.0252606177122
e	0.0177280276088	0.000715059931187	9.87036339743e-05	0.00630523396193	0.386883798999	0.483286030003	0.0750765052361	0.00723855337791	0.0226681437707
ì	0.00652379313627	0.000288817915729	3.56109457248e-05	0.00217294031231	0.145193962	0.733334243334	0.0891907117454	0.00749395522597	0.0157659961236
t	0.00233796113486	0.000107670438643	2.73791674083e-05	0.00178365430244	0.123949786333	0.561722554445	0.153714030582	0.097956991742	0.0583999657079
s	0.000795699303053	3.73749010143e-05	2.33188902361e-05	0.00163337938281	0.134758728778	0.328218898148	0.253748830194	0.151276207247	0.129507585236
e	0.000543178803018	0.000138957965071	2.52856878454e-05	0.000680473409603	0.068822800926	0.391589119383	0.311916210065	0.0905081604157	0.135775865079
r	0.000547471344339	0.00033160143169	0.000101376785948	0.000563048286534	0.038946319642	0.316744776128	0.297076370022	0.129981308139	0.215707741693
e	0.00039180687478	0.000393966003897	0.000125995799983	0.000465919462178	0.0262375305473	0.141532371709	0.273115123341	0.21729237938	0.340444880564
k	0.00039046115826	0.000279703527966	7.01067713277e-05	0.000265002704059	0.0105294260824	0.077587665603	0.20841983778	0.294105983127	0.408351793521
a	0.00105206400275	0.000739918502655	6.74743904426e-05	0.000274991701353	0.0053334128608	0.0428510645677	0.12973321926	0.377985154376	0.441962664507
v	0.00119592752092	0.000883765356552	6.15094831475e-05	0.000260072992451	0.00291892542027	0.0308964676226	0.08822266642	0.407099051459	0.468461568169
r	0.00048084250564	0.000311190592684	2.77076583825e-05	0.00012865985115	0.00193969159676	0.0112542634742	0.0461491314733	0.362790220486	0.57691826939
è	0.00252630331388	0.00565954824906	0.000428071623794	0.00470416051205	0.00947128912225	0.0171052429914	0.0220700071578	0.299287216829	0.638748156463
c	0.00320420916138	0.00746527441802	0.000698293091265	0.00627337630068	0.0119460823974	0.0186785611638	0.0208068630526	0.40136956561	0.529557785488
h	0.00109733681055	0.00252878420234	0.000381400063755	0.00222697956689	0.00478890452247	0.00669702248793	0.0174442951509	0.447609528537	0.517225761829
i	0.00067458023685	0.00317847899545	0.000823138371252	0.00408214552563	0.00513870287416	0.0392905054293	0.011933988517	0.304162496179	0.630715953943
</S>	0.000756962418425	0.00506902429773	0.00143905818563	0.00694801876281	0.00700201843708	0.0748172427146	0.0141129532585	0.235653368089	0.654201326971
