 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.98591702	0.0127089602	0.000548075555	0.000612123605	0.0001887189105	2.226110165e-05	2.620513585e-06	8.2293039e-08	4.74116485e-08	2.4708389e-08
d	0.873471506667	0.109911761867	0.0118920667883	0.003623236305	0.0007791746205	0.00023963567965	7.8876142085e-05	3.19173983567e-06	7.16510285e-08	4.32367902333e-07
e	0.797471982222	0.175900273956	0.0203756392628	0.004842027315	0.000988219712167	0.000312648529883	0.000104303936278	4.22474300389e-06	7.702082825e-08	5.64617753328e-07
r	0.609883214074	0.350300721319	0.0294343724209	0.007388198985	0.00219235134272	0.000591804679961	0.000198043954343	8.26075305996e-06	1.61675154833e-07	2.88769343699e-06
f	0.257443919358	0.513569797106	0.12367848314	0.085021572995	0.0163442539809	0.00343174939332	0.000479974871448	2.109306002e-05	2.28217123494e-06	6.93089414566e-06
ì	0.0909561428527	0.472531522369	0.302375727713	0.109536563665	0.0201981933603	0.00393877567111	0.000434588113816	2.00144782067e-05	2.87418608498e-06	5.61816266855e-06
m	0.0318061075842	0.44122074079	0.277160809238	0.162354153888	0.0362757414868	0.0188516364304	0.0264759153613	0.00429739125594	0.00107935740887	0.000478203053843
m	0.0120051211947	0.58562235693	0.111336530413	0.180461849629	0.0428722021623	0.0245227844768	0.0353677068038	0.00573419133631	0.00143972746416	0.000637622359281
u	0.00488496003157	0.547034565643	0.312653594138	0.0922902682097	0.0192589627208	0.00921678875893	0.0120396923806	0.00192475239387	0.000481527660573	0.000214882144694
e	0.00223591611052	0.273963865214	0.567878911379	0.131211952737	0.0147789779069	0.00491849975298	0.0041283584562	0.000649489126723	0.000160681380428	7.33023474647e-05
n	0.00129852786017	0.149771288905	0.467388007126	0.258670517579	0.084477165969	0.028326721151	0.0093384483854	0.000534695193574	8.0666395726e-05	0.000113959298122
è	0.0166710002101	0.0540659190017	0.430358312375	0.337355029193	0.11263735199	0.0368118312503	0.0114086997285	0.000507851753191	5.5696768142e-05	0.000128329471707
e	0.02619397007	0.0234219508672	0.427033807458	0.418142999731	0.07096780733	0.0269654579501	0.00680655784283	0.000367974686397	2.60633802807e-05	7.33963329023e-05
r	0.0132477109087	0.0111253362557	0.249305157486	0.462699033244	0.176959965777	0.0654519459834	0.0196994369476	0.00112513529547	0.00010968419476	0.000276526397634
t	0.00444130089077	0.00406155579357	0.106850067495	0.373561184415	0.359369438592	0.114473638661	0.0345950613159	0.00184392949849	0.000209770178253	0.000594016595878
o	0.00218503543279	0.00140946433286	0.046746641165	0.248589288138	0.477553989531	0.188447179554	0.033009828772	0.0013888979395	0.000155496767084	0.000514172925293
m	0.00159839643426	0.00056529585762	0.0198185547883	0.159922192713	0.527129753177	0.244248053185	0.044453987924	0.00151967525317	0.000129895133361	0.000614201355098
è	0.0100639146681	0.000375132485873	0.0124324411628	0.105667637571	0.512091207726	0.303234251062	0.0535331026413	0.00176200818439	0.000144450977787	0.000695838951699
n	0.012720137135	0.000269482877958	0.00972142042093	0.0908147625237	0.472212659242	0.321322417021	0.0868725008804	0.00375313172813	0.000542378602596	0.0017711008839
a	0.00434423451067	0.000104852381986	0.00425259269364	0.0796060434079	0.332420311414	0.444021725674	0.12670944696	0.00550817657604	0.000692653890865	0.0023399832613
m	0.00164473489022	6.61426089953e-05	0.00180076421788	0.027789203836	0.161674682138	0.585336295225	0.207426628987	0.00924295019201	0.000755789486955	0.00426283542043
à	0.00241413659674	8.77932213318e-05	0.00110926193929	0.0101566400453	0.0800539228793	0.607015931742	0.278900182996	0.0135534487307	0.00108992149565	0.00561875677348
i	0.00316174659891	0.000116701127111	0.000671776063097	0.00366701693843	0.0333124862264	0.591606033914	0.334785454332	0.0247415212436	0.00123565633188	0.00670160505783
e	0.0024357318663	0.000144018319037	0.000317342514366	0.00134261958614	0.0133752527755	0.398640531305	0.456573084777	0.101589541415	0.00455865411063	0.0210232246859
t	0.0016121272391	0.000116239528346	0.000169665073122	0.00052641553938	0.00559001962517	0.213070533768	0.505840294926	0.190884310472	0.0317614623702	0.050428889562
t	0.0005400951027	4.18204218287e-05	6.6599984374e-05	0.000197250209127	0.00251824542839	0.116149259589	0.422325621642	0.253033590157	0.0912316541234	0.113895841854
ù	0.000211741710233	2.61278376562e-05	0.000278730029791	0.000718719938376	0.00354288712946	0.11852485153	0.406547130547	0.247892163386	0.0957770213745	0.126480610618
k	0.000102767445411	2.11726884521e-05	0.000350191324597	0.000911914426125	0.00422163850982	0.12147123451	0.446158296849	0.227160037795	0.0937404904582	0.105862236873
ù	0.00018029082047	7.9445475384e-05	0.000389974422866	0.000983695788708	0.00305978723661	0.06432423117	0.322265705616	0.282234769265	0.147377266819	0.179104812291
n	0.00020976708049	0.000100592556895	0.000402367715289	0.000992795728236	0.00227757667887	0.03859524139	0.226607958539	0.313165563088	0.191023222273	0.226624884097
d	7.67119124967e-05	3.65849477983e-05	0.000156518172763	0.000373488791412	0.00128084762629	0.0197661963633	0.161211227513	0.277733054363	0.257025917424	0.282339454699
