 	sul	muro	vuole	uno	specchio	</S>
s	0.84383312	0.1545263075	0.001587648175	3.086132525e-05	3.16861895e-06	1.8933549235e-05
t	0.830650933333	0.167596963167	0.00169815203167	3.18892994167e-05	3.0235758e-06	1.90539649683e-05
o	0.597000761444	0.383674965056	0.0192491395172	2.29905151389e-05	1.366215075e-05	3.84314502128e-05
t	0.212674218815	0.742100571685	0.0445013841724	0.00064657980938	1.972670325e-05	5.74429844043e-05
ì	0.0917117342717	0.839371277228	0.0672164480575	0.00097797123646	0.00035484401075	0.000367685832468
c	0.103657784757	0.823162659076	0.0709145510192	0.00110664647882	0.000502697963583	0.000655659944156
h	0.310924851586	0.646703156359	0.0406313297731	0.00108961146961	0.000212306855194	0.000438782254719
o	0.316726799862	0.56487834212	0.115842567691	0.0012065895332	0.000269011409065	0.00107674852491
t	0.108574350954	0.588985330707	0.27443466923	0.0257433152444	0.000518704139688	0.0017436756083
è	0.0477782619847	0.465287936902	0.44373365641	0.0366136734148	0.0038203567999	0.00276613270277
l	0.0268119751616	0.268575834967	0.626991918803	0.0625909644716	0.0069172881333	0.00811203656759
i	0.0120858780205	0.112637968322	0.782789072934	0.0722550618239	0.00766883257777	0.0125632008559
o	0.00768555614017	0.0452915813407	0.599778750978	0.310113080941	0.0199982011926	0.017132854952
j	0.00685629104672	0.0158807455802	0.234050878326	0.69058742698	0.0226045880642	0.0300200673173
a	0.0246375410156	0.0056657736934	0.0855077464953	0.54534029066	0.298455833688	0.0403927664391
l	0.0285883040052	0.00205639254113	0.0306859806518	0.478556301887	0.398719178229	0.0613938001464
ì	0.0203509106684	0.00129871052371	0.0123598287939	0.446933141396	0.430157259743	0.0889000880488
</S>	0.0254067488342	0.00147025471186	0.00624309811195	0.223657396848	0.646045829871	0.0971765890244
