 	non	so	cosa	stai	scrivendo	</S>
e	0.92588292	0.03194331625	0.04199890149	0.0001581450737	9.7841713e-06	6.94972995e-06
n	0.77957144	0.16979761375	0.0503455804967	0.0002522296079	1.70498394333e-05	1.60798599833e-05
e	0.448804367333	0.20897544125	0.341126136832	0.00101220045263	5.66928214778e-05	2.51855766611e-05
t	0.174885601111	0.270170800417	0.552025902277	0.00240295861754	0.000205234723826	0.000309550427887
s	0.0893062337037	0.303654260139	0.596524524092	0.00689118173918	0.00197348640461	0.0016503638093
è	0.0432420125679	0.12866229758	0.807677858031	0.0159650499131	0.00253727803487	0.00191558056977
r	0.0212887821893	0.24328183006	0.71225118601	0.0184719763044	0.00206109457829	0.00264514175659
o	0.0120343075631	0.28179864602	0.62243842867	0.0751525491015	0.00330525809276	0.0052707647522
e	0.00661526202103	0.09845662024	0.607932549557	0.2680525497	0.00724461859759	0.0116983472507
s	0.00418187297368	0.03508848998	0.466246339852	0.3954706499	0.0375788565325	0.0614337344169
ù	0.00374916895789	0.0123693311067	0.287700753951	0.552922796633	0.0568842331775	0.0863736654723
t	0.00303070592263	0.00445020690223	0.225963021984	0.570594132211	0.0702693053925	0.125692609157
i	0.00176881167754	0.00164723720074	0.197377554461	0.488311577404	0.103679725131	0.207215109719
s	0.00135659778251	0.000791982856913	0.0680879999537	0.503210159135	0.146627355044	0.279925916573
t	0.000476229574903	0.000404470656971	0.0246611884772	0.340353844712	0.228072978348	0.406031312191
e	0.000700092749034	0.00016418029699	0.0082681658184	0.163831632237	0.310961706116	0.516074237397
g	0.000872486006345	0.000230510575663	0.00284656663947	0.081527982079	0.364525928705	0.549996529132
r	0.000391022162348	0.000227605724854	0.00100624795549	0.0439691360263	0.365691229568	0.588714749711
à	0.00443510749102	0.000233752181251	0.000659221327497	0.0202873080088	0.416629606523	0.557754973237
f	0.00578301170277	0.000236329363917	0.000561045243832	0.0115218850029	0.589372578841	0.392525124412
i	0.0306871507734	0.000888401791472	0.000776871749277	0.0072815093343	0.522731882947	0.437634151471
</S>	0.0584811803867	0.00165730024574	0.00123725637464	0.00571985216715	0.354601576473	0.578302790735
