 	lo	sentii	ee	che	arrivava	</S>
t	0.920319225	0.0787128995	0.000787534265	0.0001490082675	1.5759962e-05	1.5525599e-05
o	0.640433375	0.332321219833	0.023576291965	0.00345331793917	0.000163269973	5.25158663333e-05
n	0.281482795	0.669259426611	0.043674880655	0.00525442477972	0.000229476724333	9.89827487778e-05
ì	0.110636949833	0.75959910887	0.122707033552	0.00670385739324	0.000256672868111	9.63634295926e-05
k	0.0836451114443	0.765478062957	0.139424195351	0.0102747464644	0.000435376722704	0.000742543529864
u	0.0742991856481	0.760250200986	0.107247849284	0.0559282298215	0.00101923607423	0.00125534577662
s	0.0299749550494	0.760062346995	0.118238066428	0.0849693392738	0.00154843532474	0.00520686439221
a	0.0175130490165	0.566144698998	0.115727488809	0.265764925758	0.0159882238416	0.0188616151307
e	0.0161866876722	0.221197777566	0.118532519603	0.538899175253	0.0667083029472	0.0384755497102
e	0.0224235558907	0.074716537622	0.0759377718677	0.527429125084	0.223338624316	0.0761544055701
k	0.0186828557636	0.0273080993073	0.0341651929559	0.370598075028	0.288623948105	0.260621848523
a	0.0333394193879	0.0124034308358	0.0156777319853	0.219548611676	0.395773466035	0.323257359508
è	0.0367175942626	0.00547144859527	0.00872183332843	0.0924538646253	0.596504602012	0.260130679836
s	0.0125521299682	0.00192046342176	0.00310282590748	0.0408565669418	0.504432530671	0.437135476612
t	0.0041936679074	0.000661849140253	0.00108132031383	0.0231190090639	0.355059773557	0.615884345537
a	0.0020392809398	0.000534894906418	0.00140372038461	0.0083078755713	0.300197684519	0.687516521846
z	0.00142658997327	0.000665196835473	0.0015385614782	0.00322057918043	0.246416461506	0.746732593949
z	0.000589241084223	0.000403099035491	0.0006122748994	0.00123292192348	0.341298297169	0.655864137983
e	0.00158223426121	0.0011618338355	0.0040602420898	0.00122014388116	0.315177607056	0.676797919328
</S>	0.0028690966306	0.00211740441775	0.0077394200449	0.00177402879058	0.176484580528	0.809015459664
