 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.982021315	0.015491022	0.00167003085	0.000682728885	0.0001074157222	4.0275754e-06	2.13954229e-05	1.457021775e-06	1.83475721e-07	2.8470531095e-07	6.51267795e-08
m	0.703204268333	0.269993173667	0.0252594946167	0.001382815285	0.0001259986322	5.64051023333e-06	2.51879104667e-05	2.907207275e-06	2.04201231e-07	1.24593737617e-07	1.36597446167e-07
à	0.341860782778	0.608024091222	0.0478700008722	0.00201118386167	0.0001636080574	3.41069147444e-05	3.17322886556e-05	3.930937325e-06	2.49270213667e-07	8.95271558723e-08	1.72173183389e-07
n	0.230028260926	0.692492553741	0.0676799996241	0.00658087385389	0.0006344345158	0.000194239608248	0.00223708621522	0.000129907218775	8.65966264122e-06	3.93622680196e-06	9.9957062958e-06
a	0.135590483309	0.624973007914	0.222619589875	0.0120641442846	0.0010790207486	0.000392148429416	0.00307015481507	0.000180728906592	1.19725324471e-05	5.32467572399e-06	1.34116620586e-05
m	0.0533336737697	0.537295702638	0.388901306625	0.0167417587615	0.00195279889287	0.000400776229805	0.00122562611502	0.000129387449197	8.72994838237e-06	2.65557116466e-06	7.57498147953e-06
u	0.0236249272566	0.355830217213	0.544207302208	0.0682410385872	0.00677556086429	0.000523966329935	0.00064031243834	0.000140761624732	8.03788296079e-06	1.73584346489e-06	6.13425342651e-06
c	0.0111678855189	0.146711600071	0.705949454069	0.121711379529	0.0127650476214	0.000781890546645	0.000620366956113	0.000258193749911	1.55191951536e-05	2.86207453163e-06	1.57709279088e-05
e	0.0073947160063	0.0696148926903	0.740920871356	0.162558739843	0.0172172718738	0.00119927029888	0.000710752995371	0.00034069437997	1.93045812179e-05	3.36386732388e-06	2.00832113029e-05
o	0.00515653956877	0.0257366659468	0.530615395785	0.306571103281	0.0908850796246	0.0166722475663	0.0198066620651	0.00434989920999	0.000165134753239	5.61653982129e-06	3.56373924343e-05
c	0.00403535092292	0.0100459321989	0.276934663928	0.46274165776	0.177891749875	0.0293220751888	0.0293980245217	0.00860613307	0.00051009679108	0.000102303527274	0.000411987590811
i	0.0230889492076	0.00586238863297	0.191114517976	0.562968942587	0.174192679958	0.0209795875629	0.0143998160406	0.00626796122333	0.000477958440027	0.000133022669425	0.000514181800937
ù	0.0287328602425	0.00325292210232	0.102109911459	0.452790570862	0.131672529986	0.0297712373543	0.244257416047	0.00665317694111	0.000353478259676	6.5985042475e-05	0.000339946304312
r	0.009619455913	0.00109999512877	0.0356821105197	0.311330653621	0.213460939995	0.0493480704514	0.350752602016	0.0232363573137	0.00274816320323	0.00170973003316	0.0010119509681
i	0.0037699642965	0.000389943422923	0.0132722991999	0.230864547874	0.365335529998	0.135817624817	0.199413564005	0.0435778881046	0.00408620153441	0.00227466478439	0.0011977747227
m	0.00184613370883	0.000168299564308	0.00572552285997	0.115811747625	0.469382139999	0.185042071606	0.143332674668	0.0656191103682	0.00651074481147	0.00293596370146	0.00362557120757
u	0.0181955751796	0.000124184951436	0.00315562472766	0.0706070765417	0.476123126666	0.213612467202	0.0955531982227	0.105758908789	0.00874137277049	0.00321947523382	0.00490894773586
e	0.0249756993932	0.000107642640479	0.00107930713822	0.0254253948706	0.310485672222	0.290095895734	0.151681212741	0.179447506263	0.0119930035902	0.00130998246461	0.00339864924529
p	0.00971903838573	7.0864163493e-05	0.00063358050074	0.0107689932135	0.178570710741	0.255943571911	0.194086844247	0.267658265421	0.0383195191967	0.0153697192082	0.0288588987484
ì	0.00899106271658	7.76440644977e-05	0.000500232396913	0.00605699901783	0.12473126358	0.263695297304	0.169299241416	0.319861338474	0.0479777177322	0.0211887697027	0.0376204453495
t	0.00871500696566	7.06662001992e-05	0.000199780552304	0.00318911965261	0.08923026786	0.229860279101	0.322279377139	0.287339012825	0.0283002524107	0.0100846073342	0.0207316132165
t	0.00290726947069	2.49372443997e-05	7.70749251013e-05	0.00197433620087	0.07233528862	0.140873963034	0.32710502438	0.331694887608	0.0611136426369	0.0215843832447	0.0403091434055
a	0.0017029213789	6.55891504332e-05	4.50877260338e-05	0.000740535676957	0.0365691722067	0.102482025345	0.14028482546	0.504333095869	0.137691407546	0.0255381101816	0.0505471598018
n	0.00131765600297	8.97677348111e-05	3.87330000113e-05	0.000303508705652	0.0136352385356	0.0468782594483	0.08875045382	0.491590181956	0.194901579182	0.0733686324939	0.0891259552673
e	0.00120174374432	0.00011682811627	8.55285280038e-05	0.000213206955217	0.00573155587853	0.0238200106494	0.0561755692733	0.331183447319	0.327377336394	0.103092714831	0.151002061756
m	0.00119377979144	0.000128232865423	0.000127862779335	0.000329181028406	0.00353652235951	0.0118280560498	0.0238290840911	0.23117555244	0.371737038798	0.10812151561	0.247993183919
à	0.00428033280715	0.000334330225141	0.000364981093112	0.000937773719469	0.0048985962865	0.0114266003499	0.0124987400304	0.151051569147	0.355475616266	0.14502407187	0.313707381306
i	0.00800435826905	0.00095090770838	0.000799607564371	0.00132778813982	0.00481718296217	0.01125801295	0.00962699501013	0.079707292049	0.415946998755	0.148198480623	0.319362360435
s	0.00542970881135	0.000887678987127	0.00065665440479	0.000794316405273	0.00222365053406	0.00520177643333	0.00617685327004	0.041217609683	0.357716069585	0.249885816874	0.329809853478
i	0.00386553632545	0.00100674654671	0.0014811694516	0.00162567149376	0.00248709162469	0.00365717596111	0.00359636442335	0.0219076874943	0.251634836528	0.307498065625	0.401239637826
n	0.00333338892615	0.0010405097289	0.00175489951727	0.00190156473525	0.00256329293756	0.0031001938237	0.00228060114178	0.0107180536314	0.189373222176	0.349807548542	0.434126699275
G	0.00111886284188	0.0003503710345	0.000586582169023	0.000636225758083	0.000868010454853	0.0010954377279	0.000787809418927	0.0047410386238	0.129208479059	0.425620366181	0.434986799758
r	0.000374348658293	0.000117663977267	0.000199213772874	0.000231100269028	0.000399138837951	0.00111769729263	0.000335120830642	0.00252967262127	0.081511655353	0.342285618727	0.570898779919
è	0.0064739448816	0.000942112379989	0.00185492824429	0.00709673139701	0.0232565554527	0.0188216846642	0.00451673486355	0.0167135174071	0.0808769257843	0.203109386242	0.636337473306
c	0.00852643308187	0.00122840129533	0.00242112379476	0.009428549819	0.0308781786942	0.0240471277214	0.00611670720452	0.024307218969	0.101827341928	0.209092068747	0.582126824435
i	0.00816977981529	0.00384433960044	0.00930778197825	0.0175807089597	0.0457159897747	0.0461810834071	0.0169052406515	0.0284214454897	0.145939120643	0.206551552916	0.471382928145
a	0.0191104466051	0.0110150132001	0.0239933489928	0.0319635303199	0.0624989405916	0.0598522688024	0.0222276360172	0.0302772018299	0.154489886881	0.113027610972	0.471544096048
</S>	0.0261742983026	0.0149733216001	0.0306078784964	0.0335718071599	0.0491650412958	0.0394332039012	0.0141093067086	0.021247288415	0.12909722844	0.095071710486	0.546548898024
