 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a	0.489142059	0.4898774025	0.0208343801	0.0001380009895	7.1210878e-06	7.924991e-07	2.2601915e-07	3.08887245e-08	6.9579035e-09	9.957877e-09	1.490234925e-08
n	0.182549719	0.775333034167	0.0416889020333	0.000341288649833	6.76795838e-05	1.42839742333e-05	4.66965987333e-06	3.572133715e-07	4.68798905e-08	2.09154266667e-08	2.03901470833e-08
ì	0.0678986048667	0.868301678056	0.0600597403444	0.00361481361661	9.60144232667e-05	2.16023457444e-05	6.93798655778e-06	5.22572633833e-07	6.03490738333e-08	1.92639472556e-08	1.48330088278e-08
c	0.0914142968222	0.734387749352	0.167534391781	0.00614966273887	0.000405573456422	6.94320115815e-05	3.12488617859e-05	5.34779045461e-06	1.18344064494e-06	8.81539878785e-07	2.44612234076e-07
h	0.177407422274	0.479538013117	0.332420483927	0.00678909211296	0.00316808601881	0.000520072467194	0.000127350253929	2.17821651515e-05	4.75948888165e-06	2.27561645959e-06	6.74765164692e-07
e	0.137781522808	0.256778134706	0.583621181309	0.017172754371	0.0038445459996	0.000635027532398	0.00013582391931	2.34703910505e-05	4.95390319388e-06	1.90912699986e-06	6.71629168231e-07
n	0.046229895006	0.100982805235	0.816636580436	0.0286410237903	0.00599423832653	0.0010613320208	0.000414737774437	3.14026580168e-05	4.67579063129e-06	2.12185444662e-06	1.21505420274e-06
d	0.037157927022	0.047704614745	0.764638773479	0.0835850012634	0.0495247614422	0.0134669470736	0.00318133262481	0.000515844866006	0.00012550306421	5.68868356822e-05	4.24749471676e-05
ì	0.0341578235873	0.0179133130817	0.662181604493	0.199692370421	0.0632781831474	0.0180103521912	0.00379375958494	0.000679235512002	0.000163834923137	7.37606736741e-05	5.58039392559e-05
s	0.0123794977758	0.00842079466057	0.680002918164	0.241317966807	0.0448000350491	0.00980492639707	0.00273599157165	0.000396949227334	7.23049561123e-05	4.04719486714e-05	2.81667642853e-05
o	0.00539487219193	0.00716164892019	0.517334842721	0.404893072269	0.0545353923497	0.00785976029902	0.00240640675722	0.000322481699111	4.24187865708e-05	2.95397704571e-05	1.95776049951e-05
n	0.00254485696398	0.00573604204006	0.31216055424	0.524004890756	0.128774496783	0.0196170510997	0.00643201348574	0.00056797745637	7.33673600569e-05	5.21530053857e-05	3.6590867565e-05
t	0.00331574095466	0.00324618561335	0.194670986247	0.382067833585	0.320337325594	0.0729992270332	0.0203716784952	0.00220221428546	0.000390361930019	0.000151287461795	0.000247129072522
a	0.00734738181822	0.0104239433044	0.0691303755823	0.387354797862	0.403001688531	0.0983953776777	0.0205837114984	0.00287004879515	0.00045421441534	0.000143465781498	0.000294973422174
