 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.49329236065	0.50378566	0.00271779161	0.00016723628	3.16879425e-05	2.8277215e-06	1.792169536e-06	4.090529235e-07	2.128088195e-07
c	0.178299703317	0.809038706667	0.01186480877	0.000650364506667	0.000137411700833	6.55442183333e-06	1.82319493867e-06	4.07955961167e-07	2.25310562167e-07
h	0.107057333772	0.860976455556	0.0239392932567	0.00714868433556	0.000846089216944	3.02433872778e-05	1.40572817289e-06	2.54626440389e-07	2.53631886389e-07
r	0.0894300622573	0.876691818519	0.0235044439189	0.00930943627852	0.00102725563898	3.53219851926e-05	1.25382825096e-06	1.99139611463e-07	2.6592060113e-07
ò	0.0505248187524	0.89092387284	0.0501384341396	0.00731122459284	0.00098851197966	0.000101846711164	1.06274840437e-05	2.38068491821e-07	5.13738539377e-07
n	0.0725639532508	0.79272583428	0.12065511138	0.0110820788643	0.00224830182655	0.000668358210388	4.20386560146e-05	6.11724983061e-06	8.21771544646e-06
o	0.0781884341969	0.486661338093	0.331540607127	0.0885437422881	0.0132516967422	0.00171662527013	7.41899753382e-05	9.53093084354e-06	1.37793818155e-05
k	0.0275611529123	0.194497122698	0.607719222376	0.141388837429	0.0245315995807	0.00398490045671	0.000200835115113	5.97259248478e-05	5.65724819385e-05
a	0.0118735675041	0.0950671208993	0.644584907459	0.215700769143	0.0275385255269	0.00484963018557	0.000240018105038	7.57057184159e-05	6.97579964128e-05
m	0.00598824486803	0.0476702002998	0.626791602486	0.271485403048	0.0395086168423	0.00791445756186	0.000379482635013	0.000122999646272	0.000139039994571
b	0.00284058457601	0.0181828203666	0.467631606829	0.400663361016	0.0986470556141	0.0111028945206	0.000564385411671	0.000153918371091	0.00021343532819
è	0.0104005882453	0.0282020270555	0.258573764943	0.540720873672	0.132527035205	0.0271770175069	0.00208911923722	9.25942093637e-05	0.000217012499397
n	0.0137496325818	0.0342663506852	0.401734688314	0.405181731224	0.0995546084017	0.0412674398356	0.00341148441241	0.000429358449788	0.000404729629799
n	0.0092790323606	0.0151146533617	0.479982209438	0.320089943741	0.115279166134	0.0554944382785	0.00306543813747	0.000778767416596	0.000916378093266
i	0.0096301356202	0.00640207978723	0.277806596313	0.28451141458	0.258438948711	0.149655319426	0.0108253447125	0.00108811963887	0.00164206969776
è	0.0101538183734	0.00325840396241	0.0937224824943	0.162864802527	0.40858459957	0.271521539809	0.0434343455708	0.00272152864629	0.00373849226592
n	0.0073947775285	0.00142120455867	0.0316082775414	0.0892839071757	0.41341613319	0.312620906603	0.108590738524	0.0255763734488	0.0100876812553
a	0.0044555515802	0.00070363130409	0.0108592641758	0.0557636972919	0.29720222773	0.437896418868	0.145120392841	0.0331716868163	0.0148271344184
f	0.00362764776673	0.00048404003803	0.00380097959393	0.023187064664	0.19894144591	0.579912776289	0.13101862428	0.0320486936054	0.0269787371395
à	0.0171824208289	0.00407176656934	0.00159630230131	0.012918092988	0.129075267303	0.562295078763	0.19445947476	0.0368039612018	0.0415976407132
o	0.021658227443	0.00531490889645	0.000716299867103	0.006378531896	0.0550806087677	0.418114159588	0.41674306492	0.0256440427339	0.0503501819044
p	0.00738223496767	0.00186281224548	0.000303792265701	0.002476061172	0.0230332509892	0.233650173196	0.475898654973	0.124691387578	0.130701657301
o	0.00335761614256	0.00119831308849	0.0002110124319	0.00121976218067	0.0100494270631	0.115057608399	0.487145451658	0.183871889193	0.197888932434
d	0.00200600124752	0.000971579663497	0.000153907108967	0.000712030943557	0.0049754540477	0.047070597133	0.443116810553	0.237306466398	0.263687144145
d	0.000712180170807	0.000346333634832	9.62048423223e-05	0.000536540047852	0.00195411162257	0.0179359562343	0.221454690184	0.370246432133	0.386717521382
h	0.000238025601469	0.000124126228444	6.86415217741e-05	0.000696141982617	0.00098055174419	0.0064682290681	0.121937956728	0.415119154044	0.454367167127
à	0.0565760310234	0.0357349192133	0.00231860918392	0.00857018706087	0.0038367128714	0.00476883905603	0.0767843622427	0.349557051348	0.461853295709
g	0.0753553223342	0.0476037365338	0.00305465357364	0.0109133947653	0.00463222770713	0.00437973648534	0.123670497414	0.382152417116	0.348238015236
l	0.0251207857549	0.0158716821944	0.00102404779445	0.00367139507177	0.00163322167904	0.00201998750178	0.136363378138	0.517934672372	0.296360831745
i	0.00853721249547	0.0062612099519	0.000771755555717	0.00303595532892	0.00672326358635	0.00358513094059	0.0651034227127	0.443537577457	0.462444467248
c	0.00359394465849	0.00317426516397	0.000713851985239	0.00286321894631	0.00861593844878	0.00425067581353	0.0347916994709	0.262242045819	0.679754369083
è	0.0054601731195	0.0205271089013	0.00804447692841	0.0728051782521	0.10799940207	0.0215911134378	0.0174383703903	0.12967737194	0.616456803028
a	0.00725758937317	0.0456689916338	0.0185840169761	0.106419672084	0.15977838969	0.0313816674793	0.0195474731301	0.09175787398	0.519604314343
</S>	0.00627192918658	0.0520473468169	0.0214771014881	0.068760305042	0.108250988345	0.0220986882396	0.023216716565	0.10878827699	0.589088657171
