 	la	casa	la	costruiscono	i	muratori	</S>
t	0.9754916	0.022431252	0.00092599988	0.00112694262	2.01569935e-05	3.59014118e-06	4.3243923e-07
o	0.748376076667	0.249637550667	0.00148981368	0.000482616763333	1.06327032667e-05	2.78787181333e-06	5.0762083e-07
s	0.486418578889	0.504146950222	0.00817187546	0.00121614963111	4.00782608556e-05	3.66086837111e-06	2.68557107667e-06
p	0.30379652463	0.678017566741	0.01457579782	0.00355089677704	5.28988309519e-05	2.81378419037e-06	3.54729259222e-06
ì	0.116442765543	0.86508060558	0.0137629721067	0.00466417075901	4.5496330984e-05	1.66716823012e-06	2.38808959741e-06
t	0.098021044181	0.808745735193	0.0657777232022	0.0250520335863	0.00195059751366	0.000152376203177	0.000300516019699
i	0.0839620103603	0.696877758398	0.178845831067	0.0369061625288	0.00276638889122	0.000229827701059	0.000412025597566
t	0.0285374638868	0.539985039466	0.358677150356	0.0647598638429	0.00715782058374	0.000211546763686	0.000671117846855
o	0.0107258710956	0.280458239822	0.579087016785	0.118730217948	0.00989520072791	0.000315992641229	0.000787465098952
f	0.00679794283187	0.123422719941	0.703260858928	0.152140209316	0.0128518981093	0.000518087693743	0.00100829298298
a	0.00634524041062	0.0564811053137	0.567751356309	0.352012809772	0.0157365573698	0.000602557171248	0.00107039992566
b	0.00418505343687	0.0245692754046	0.471399212103	0.473637629924	0.0236703127899	0.000849610663749	0.00168896850655
b	0.00184582080029	0.0088179556682	0.379800794034	0.580273536641	0.0249465692633	0.00147821148792	0.00283719093552
r	0.000666869738097	0.00313513460607	0.191279921345	0.78841297888	0.0126505080878	0.00136898978264	0.00248565717851
i	0.043587887696	0.00257589068536	0.146793647115	0.645327626293	0.157393431696	0.00199047938088	0.00233103999284
k	0.0580571352187	0.00238646162845	0.157946119038	0.539329648764	0.235102897232	0.00332181536029	0.00385587249761
è	0.0196626069996	0.00110023014282	0.126402757679	0.578065269588	0.266924135744	0.00334169555343	0.0045032423992
o	0.0080392154732	0.000797771847607	0.0512290357597	0.375394609863	0.529179378581	0.0263100187178	0.0090499083664
n	0.0040410142214	0.000484544596136	0.0202147664532	0.148916020621	0.74976634286	0.0460170529059	0.0305602521221
e	0.0016690433708	0.000174568416312	0.00750223177007	0.0583534738603	0.810284730953	0.072786454302	0.049229507374
i	0.00181177799027	0.000227413352771	0.00257928235569	0.0197302714201	0.693890110318	0.202668998101	0.079092122458
f	0.00155532995676	0.000234934517257	0.00104625571523	0.00696585572003	0.507474196773	0.3027819927	0.179941407486
a	0.000975028512253	0.000108230140752	0.000492739281743	0.00265474286001	0.362053062258	0.4228713709	0.210844785829
b	0.000783794539418	6.89563409173e-05	0.000399069887248	0.00119618634	0.271679767419	0.484585866967	0.241286331943
b	0.000278006244593	3.10781016391e-05	0.000370560912416	0.00080444428	0.17334771334	0.551739065656	0.273429140648
r	9.3282939951e-05	2.1473120213e-05	0.000182879110805	0.00123147846	0.06440386098	0.670101678552	0.263965366883
i	0.00217861604228	0.000116702173738	0.000475981693602	0.00203051518667	0.0419241813267	0.618116969517	0.335157022294
k	0.00288053375743	0.000141722687579	0.000550160482534	0.00156880037222	0.0354166637756	0.587182076506	0.372260007431
a	0.00760243576248	0.000397975705526	0.000608342145511	0.00179775373407	0.0281532585919	0.605380478835	0.356059749144
t	0.00917334023116	0.000483785717642	0.00061432407217	0.00184629095302	0.022449292864	0.658776346278	0.306656619715
ò	0.00555175038739	0.00177372268835	0.00137445278106	0.00383071609267	0.021159368288	0.721851182093	0.244458796572
r	0.00456320656246	0.00223571895612	0.00185798616035	0.00456062873089	0.024843546096	0.744536670698	0.217402235524
i	0.0346302686208	0.014540944212	0.0186003368868	0.0253993236103	0.0469584273653	0.665999353566	0.193871348508
</S>	0.0666445443104	0.027912939106	0.0359229649434	0.0483934618052	0.0716572716827	0.578240856783	0.171227974254
