 	il	ladro	è	entrato	da	qui	</S>
o	0.4973597605	0.501477706	0.000744300165	0.00040612316	6.66971885e-06	3.1884483e-06	2.2419274e-06
l	0.383624127167	0.594330918667	0.016817151555	0.00503579113333	0.000142725589617	2.66158785e-05	2.27309596667e-05
à	0.364124635722	0.603405122889	0.025369586185	0.00663838034444	0.000364156629872	5.57544111667e-05	4.24327905556e-05
d	0.157162803241	0.781222920963	0.0315554867283	0.0136092927481	0.00517189734329	0.00778485314872	0.00349274872419
r	0.238125232414	0.634371966988	0.0816544622428	0.022895254916	0.00729856684776	0.0107383379829	0.00491619887473
o	0.250480364871	0.410877402329	0.293258267414	0.0309942136387	0.00676942668259	0.00514603312763	0.00247432545824
i	0.086040681457	0.246413477443	0.599934275805	0.0525970478796	0.00983161522753	0.00337982054254	0.00180306935275
m	0.0344872492523	0.0965537571477	0.674339738602	0.176130312627	0.0128615227425	0.00284209014751	0.00278528645092
b	0.0149940013821	0.0342565998892	0.485334776201	0.446557290876	0.0131371192475	0.00225217722584	0.00346797011697
ì	0.0093568027587	0.0214864828031	0.285462758734	0.436441340292	0.162575627749	0.0663330595853	0.018343873339
k	0.00746735570857	0.0172108830844	0.170759387911	0.324740656764	0.291269985916	0.136334706528	0.0522170164463
e	0.0101406270252	0.0243550138448	0.0887639059703	0.262016506921	0.245826858639	0.283049708843	0.0858474158154
a	0.0146580396751	0.0269447491483	0.0358562638334	0.098168167307	0.296552706213	0.401542756281	0.126277353605
p	0.00854126539337	0.0092804883211	0.0123225953545	0.0399301894357	0.295600088738	0.416427702094	0.217897691202
ò	0.00807089863279	0.0041830942787	0.00445322988483	0.0166929812952	0.157975687913	0.553398417365	0.255225693734
t	0.0078874939937	0.00246045317957	0.00164905377494	0.00647162191507	0.106657527638	0.653640372455	0.221233467911
t	0.00263587471433	0.000826024406723	0.00057737458498	0.00339817627169	0.100279839213	0.615626057485	0.27665664597
u	0.00180571737178	0.000433219552441	0.00045280272166	0.00257518749056	0.058910923071	0.486903312495	0.448918845323
</S>	0.00228497198589	0.000452324361221	0.00061115758083	0.00258063339528	0.0356061865355	0.397647396248	0.560817342661
