 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.99181378	0.0078986034	0.000209844767	3.69019741e-05	2.756456341e-05	1.334434803e-05
c	0.977947613333	0.0201873730667	0.00139039218033	0.0001042411291	1.64913937433e-05	0.00035397991803
h	0.971220717778	0.0263618614556	0.00180553284878	0.000128212961633	1.27644960578e-05	0.00047098069801
a	0.979489252593	0.0165321682519	0.00348444490493	0.000246976252478	3.02678264959e-05	0.000216924588003
n	0.700538150864	0.288995830084	0.00965784013498	0.000429909874159	4.6514929832e-05	0.000331791682668
a	0.330739650288	0.582403543361	0.0850112897117	0.00122632670139	0.000174095480944	0.000445086560889
v	0.158238154583	0.715768447787	0.123111756571	0.0017212797338	0.000233760006981	0.000926602130296
o	0.061949511681	0.752325232596	0.182078278857	0.00218145297793	0.000393721248994	0.00107184735677
r	0.0298098905237	0.733500277532	0.226427599619	0.00386870539264	0.000691439492998	0.00570211956559
à	0.0104547901046	0.542249842511	0.41167940654	0.0224810161309	0.003797676041	0.0093372556552
s	0.00424937413487	0.470929830837	0.476425955513	0.030938262377	0.004832105057	0.0126244620184
o	0.0165817925116	0.437451814279	0.415113831838	0.083905279459	0.016702454729	0.0302448616728
t	0.0205238074872	0.171730145426	0.573766990613	0.132093296486	0.0235585879097	0.0783272105576
s	0.0071349445524	0.0777646122287	0.446163960204	0.163712805495	0.0580441546366	0.247179550186
o	0.00909829292413	0.0261869696529	0.181733672735	0.300330958498	0.138329534879	0.344320576729
m	0.119120897641	0.0154201393743	0.0703449089117	0.303695472833	0.130700764293	0.36071780891
ì	0.209614499214	0.0117258338981	0.0299144003239	0.212456544278	0.216982747431	0.319305976303
k	0.130307225101	0.0040343794627	0.0112472336613	0.288696031426	0.251735217477	0.313979915434
u	0.043950137697	0.00145125695157	0.00483781600377	0.269553583809	0.347903040826	0.332304141811
à	0.015227355399	0.000486950008457	0.00165215734526	0.12455443727	0.630925670275	0.227153430604
i	0.00535865581967	0.000169550841752	0.000584116889087	0.05637249509	0.761799163425	0.175716056868
m	0.00511712875989	0.000154355635584	0.000263357053029	0.0242101153633	0.586303734475	0.383951325623
è	0.0121642755866	0.000180917783195	0.000375103504343	0.0142407184544	0.455412494825	0.517626501874
r	0.0458761511955	0.00203539446573	0.000694085211448	0.0105296086848	0.440755474942	0.500109313958
i	0.0549864120652	0.00295573372191	0.00240017753715	0.0215892324283	0.327721414981	0.590347071319
</S>	0.0352824310326	0.00198761606095	0.00395936451857	0.0363777962142	0.315901707491	0.606491135659
