 	la	casa	la	costruisce	il	mastro	</S>
o	0.568405175	0.430495976	0.000690800565	0.0003980549	6.9103185e-06	1.311716e-06	1.71594995e-06
s	0.405658341667	0.587069092	0.006727334165	0.000514613786667	2.16634035e-05	1.6456211e-06	7.30664781667e-06
p	0.313101942222	0.672757997333	0.013218061555	0.000882227348889	2.92985331667e-05	1.64895622333e-06	8.83991110556e-06
ì	0.134305780741	0.850052412444	0.0137781830183	0.00180592514963	5.10904363889e-05	1.77834676444e-06	4.79602320185e-06
t	0.142114465247	0.792656184148	0.0570634906728	0.00703875804988	0.000505569078796	6.33523317548e-05	0.000558162065734
i	0.125687934332	0.698491628049	0.164460680224	0.00957848634996	0.000920749892932	0.000100580120585	0.000759971371911
o	0.0432589507607	0.499110756016	0.441994216741	0.0134750337833	0.00170574383098	0.000134421306862	0.00032091118397
f	0.0194324319869	0.234435862005	0.710030902247	0.0312317699278	0.00354299737699	0.000331099752287	0.00099494753799
a	0.0127554209956	0.142864237335	0.646839280749	0.190774449309	0.00515457279233	0.000358941044096	0.00125309332266
b	0.0075038210652	0.079473829445	0.638053526916	0.26485033977	0.00749649026411	0.000494672124699	0.00212734725089
b	0.00338435425507	0.029109941015	0.563412642305	0.383398979923	0.0155965037547	0.000739025708233	0.0043585692503
r	0.00131529411169	0.010930196105	0.355425280768	0.603048136641	0.0239083695849	0.000612738002744	0.00475995881677
i	0.0896717855639	0.008197055935	0.288029380256	0.53435573888	0.069988578195	0.00389975073425	0.00585766783892
k	0.119422109021	0.00666571251167	0.296860123419	0.46339169296	0.0961999017317	0.00699678924475	0.0104636482796
è	0.0403541881503	0.00269516675722	0.239937019473	0.53662258432	0.162682036244	0.00607355931492	0.0116354210932
i	0.0162962343601	0.00180859950574	0.089479763491	0.408920852107	0.453387258748	0.0149674793383	0.0151398143644
o	0.01171979112	0.00130323587191	0.0320078017503	0.156258848369	0.670326332916	0.0938082031128	0.0345758027881
m	0.00753225759867	0.000514658980637	0.0116146771701	0.0563432317897	0.550315744305	0.173157354371	0.200522064263
à	0.0235101770916	0.00133144381355	0.0050613076767	0.0271349202632	0.460287281435	0.203389741457	0.279285114754
s	0.0288074426392	0.00158862464418	0.00200936461557	0.0154940127544	0.422912287145	0.238776770486	0.290411478251
c	0.0098031093884	0.000747817287727	0.00173268860852	0.00711537031813	0.244508166382	0.316200820162	0.419892006084
i	0.0198748780295	0.00149449009591	0.00196024046951	0.00305444238604	0.103111901127	0.479238170054	0.391265868695
a	0.123510902677	0.014706769032	0.00357035662317	0.00212221384201	0.0467557363757	0.547143286685	0.262190746232
</S>	0.212470386338	0.027121335516	0.00559973006158	0.002231119671	0.0313489696878	0.514268313343	0.206960158116
