 	avete	fatto	già	le	verdure	</S>
i	0.97787755	0.01708695865	0.0048406399	0.00012785668	4.6664040725e-05	2.036263865e-05
k	0.699040463333	0.28218399865	0.0164615874667	0.00221261295667	6.6475800725e-05	3.49392702167e-05
à	0.373821367778	0.59924073955	0.0235308044889	0.00314046285222	7.3143797775e-05	0.000193529650072
m	0.228450382593	0.61203118985	0.096959510163	0.0519919653841	0.00277405536012	0.00779289563336
a	0.0834821872977	0.592854033283	0.221212153388	0.0873967244614	0.00367967949004	0.0113752232778
t	0.0308858639659	0.506736991094	0.369602971129	0.0841060524871	0.00287438836668	0.00579375905927
o	0.0132577735553	0.275242173365	0.614282267043	0.087734305829	0.00261461918689	0.00686888991976
g	0.0086001069851	0.131198439122	0.738828279014	0.0986832352763	0.015132549627	0.00755740987325
i	0.0109711873284	0.0846210870407	0.766148373005	0.0945981650921	0.0193495906223	0.0243115871911
à	0.00898209820947	0.0341786870802	0.589203664335	0.213752468364	0.00691717502077	0.14696586573
t	0.00356924330769	0.0115495238867	0.345928864778	0.404662749455	0.0562821097403	0.17800745091
a	0.0034716414071	0.0039530965789	0.220299664259	0.362680353152	0.0745365782468	0.335058622637
l	0.00347554529703	0.0014102254963	0.0878149064197	0.320499687717	0.199503201082	0.387296398879
à	0.00291246742701	0.000522348228767	0.0400688240532	0.248969339239	0.239487343261	0.468039644293
c	0.00270021505134	0.000211854612922	0.0143056554977	0.19098673308	0.286642240654	0.505153318098
h	0.000914999253047	8.23514999407e-05	0.00564585634323	0.170568304193	0.622444826885	0.200343671033
a	0.00744889307795	0.000481781675614	0.00391802385841	0.0596293114977	0.542697940962	0.385824038678
n	0.00963091951898	0.000618564807038	0.00334711336147	0.0210956767726	0.523053842321	0.442253914226
a	0.233797623333	0.00506111101751	0.00263032339582	0.0082019212642	0.557897814107	0.192411239409
</S>	0.462772011667	0.00980689400876	0.00356515969791	0.0056965851321	0.362929592054	0.155229769705
