 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.636267425	0.361674652	0.00172232885	0.0002888241935	3.67022701e-05	8.95295728e-06	8.56601955e-07	5.42676745e-08	3.2246668e-08	3.6712803e-08
n	0.338936915	0.652696564	0.00770121498333	0.000549073826833	8.78756351e-05	2.376475728e-05	4.282925255e-06	1.27184127833e-07	4.51236243333e-08	5.0758413e-08
è	0.145477431333	0.842542788	0.00964383064111	0.00208561284228	0.0002143957517	2.93678478267e-05	6.12613395167e-06	2.81745019278e-07	6.24626697778e-08	6.41568043333e-08
g	0.0587890954443	0.805101362667	0.13049985186	0.00486678218076	0.000528200850567	0.000132015211342	6.48078141839e-05	7.91660344976e-06	5.22467737659e-06	4.75975921478e-06
r	0.0251383540814	0.621555054222	0.34774639062	0.00470684099359	0.000558639120189	0.000183774248114	8.71925980613e-05	1.03830881666e-05	6.98456580886e-06	6.38819012493e-06
a	0.0116957206938	0.385476420074	0.388884730207	0.184327520598	0.0285715638767	0.000667270467038	0.000336152239354	1.67651747389e-05	9.67082628629e-06	1.41844867616e-05
t	0.0063567070646	0.165413787691	0.436185866736	0.324885126866	0.0507221512922	0.0141423519557	0.00215239653645	6.20955142463e-05	3.34514430954e-05	4.60681222539e-05
s	0.0024580418882	0.070007525897	0.372812895579	0.327202248955	0.0852117404307	0.128715523985	0.0129969467122	0.000308205378082	0.000110768942698	0.000176082729418
a	0.00341137916273	0.0293421916323	0.142133225993	0.442075629652	0.205621930144	0.158215771662	0.0184164495707	0.000447210256027	0.000124728100899	0.000211467713139
m	0.00421618315424	0.0171715642108	0.0579984347977	0.540746576551	0.235217770048	0.128709907554	0.0152501778569	0.000369930808676	0.000103383793633	0.000216043347713
à	0.0261986897181	0.0133187047369	0.0307413349326	0.54441947885	0.251116370016	0.119802850851	0.0137246022856	0.000350369266225	0.000114078269544	0.000213482235238
i	0.033489296206	0.00922183297897	0.0124282815709	0.354030562283	0.514148943339	0.057063968617	0.0180642610952	0.00122297710874	0.000101355378181	0.000228464624413
è	0.011954905602	0.00336506319966	0.00439220063697	0.126057115561	0.75302144778	0.0530285448723	0.0389815283651	0.00523449936958	0.00044749655606	0.0035171655548
n	0.0041609733468	0.00124538247322	0.00160992630032	0.10394739732	0.661381095927	0.136280443624	0.0707405027884	0.0101027296232	0.00236118921869	0.0081703678516
a	0.0016916255284	0.000463058471073	0.000594437728107	0.0954836344733	0.551356545309	0.209919887875	0.119628287596	0.0110412725411	0.00287515808956	0.0069460891172
g	0.000873819792467	0.000211415278691	0.000385803776036	0.0345726086244	0.425548545103	0.390970962625	0.132585434199	0.00848278768037	0.00224749054652	0.00412113753907
r	0.000297299280856	9.13828888503e-05	0.000285773099812	0.0141294191848	0.218300401701	0.616442220875	0.129496519733	0.0100297038935	0.00394322791551	0.00698402817969
à	0.00142801179399	0.000116794823903	0.000144826561071	0.0050675155216	0.126371511234	0.523424113625	0.308458653244	0.0216160809645	0.00488529007184	0.00848716459323
m	0.0018059558281	0.000149927202968	0.00010623229169	0.00650592042387	0.171008491078	0.332531807875	0.403246334415	0.0454700683215	0.0211582811239	0.0180169733977
m	0.000619403734467	0.000227426755989	0.000275135541897	0.00691733315129	0.167135191959	0.300585349292	0.377766091472	0.0660574027738	0.0470418070413	0.0333748487992
a	0.00123700300649	0.00038600308533	0.000339034492299	0.00240883354976	0.0571642761863	0.223701579764	0.458713557157	0.171628554258	0.0446046713471	0.0398165305997
s	0.00143804095883	0.000295491914777	0.0003824453891	0.000826557359587	0.0206028673288	0.178060463255	0.409512955719	0.263645458086	0.034979469449	0.0902563201999
o	0.00219517837628	0.000220496977926	0.000408266833033	0.000312261696862	0.0077745511896	0.156299903485	0.232379806573	0.456052236029	0.0272060099497	0.117151320067
n	0.00244334252209	0.000193822741642	0.000393879647678	0.000139234391621	0.00289952394987	0.069990797895	0.124492062191	0.60942081201	0.0297990934499	0.160227400022
a	0.0028878412707	0.000124842676214	0.000391250104226	0.000146612939874	0.00125659112329	0.0408667695317	0.0760134710637	0.67700329067	0.03083400715	0.170475258341
d	0.00303588108757	0.000102466250738	0.000234583833075	0.000148148995958	0.000692946201097	0.0266383450772	0.0569251770212	0.607852343557	0.110131768383	0.19423829778
e	0.0136507101599	0.000340358952246	0.000289560191025	0.000372798674653	0.000544024217032	0.0220791840257	0.0483219096071	0.557221074519	0.141601599461	0.215578767593
r	0.0171843898166	0.000415130622082	0.000247319708675	0.000448192534218	0.000428263145677	0.0171320623419	0.0405135921357	0.53923129484	0.175494193154	0.208905554198
f	0.00573297785453	0.000142598951761	9.55451450583e-05	0.000161762387406	0.000343833291892	0.015529088514	0.0361249574452	0.27429188328	0.383508607718	0.284068754733
ò	0.00929121277051	0.000721731666987	0.000455981902186	0.000582351595802	0.00142747259063	0.008405550338	0.0172971308817	0.127874889427	0.595533135906	0.238410533244
m	0.0104752973913	0.000929690559662	0.000575850556395	0.000717756967934	0.00169039144021	0.00621254087933	0.0200820299606	0.160871609809	0.620032878635	0.178411902748
m	0.0034949367389	0.000326966059821	0.000199445285465	0.000248349586311	0.000642328906737	0.00503550295978	0.0170499401202	0.15530148427	0.639006642878	0.178694374249
u	0.0074538207203	0.00250922388921	0.00219689713949	0.0077110787231	0.0118756841522	0.0127038989866	0.0163978621734	0.0918709324233	0.598083374293	0.249197218083
</S>	0.0131563603602	0.00485254544461	0.00428336686975	0.0152900758615	0.0233672105761	0.0197116369933	0.0234302060867	0.100148551212	0.465528202146	0.330231834042
