 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.53814133	0.4616977745	6.73286385e-05	3.72991575e-05	4.899712415e-05	7.0771299e-06	1.95570205e-07
s	0.43649604	0.5610335515	0.00233271612383	6.81963991667e-05	6.12065847167e-05	7.09607176667e-06	1.273142925e-06
ù	0.389630225667	0.607149403833	0.00309240164628	6.93649197222e-05	5.19488232389e-05	5.11177105556e-06	1.60615886833e-06
p	0.177900632556	0.748490267944	0.0207587753538	0.0122165169332	0.0364906308861	0.00337220259802	0.000770986056883
ò	0.090634683052	0.810415762648	0.0275930539179	0.0165854291777	0.0492430073287	0.00449863110801	0.00102946737096
s	0.055526532884	0.887650574216	0.025165093106	0.00853566925923	0.0201009678096	0.00234832111134	0.000672901308987
e	0.0429261681613	0.877862578072	0.059085459702	0.00722706541974	0.0106323444032	0.00169848790378	0.000567907090996
b	0.0159748685871	0.642049049357	0.318978646567	0.0135730171399	0.00774845060107	0.00088505710126	0.000790870718332
o	0.00825707836237	0.272324108619	0.673726148856	0.03713299238	0.00658403340036	0.000878061867087	0.00109756687278
t	0.00426434021412	0.096129108573	0.851719882952	0.0413460601267	0.00434879183345	0.000758707129029	0.00143317242426
t	0.00202743019804	0.0351650261243	0.727390140984	0.203752939376	0.0141995627778	0.00651952348301	0.0109454194748
ì	0.00497415693268	0.0136303141081	0.495703860328	0.430590526459	0.0249781262593	0.0151394198277	0.0149836088249
g	0.00543315817223	0.00549437786937	0.394204663443	0.35480200882	0.183116755086	0.0474538486092	0.0094952096083
l	0.00200088795208	0.00235373206646	0.498920814481	0.190217979607	0.231283538362	0.0641676782031	0.0110553875361
i	0.0158465930174	0.00103825076549	0.491109074827	0.293007093202	0.0971593577873	0.077932041401	0.023907617512
e	0.0271973446725	0.00128011702183	0.218564285509	0.539589554401	0.0697056262624	0.104381550467	0.0392815698373
ì	0.0162727146908	0.00124385526061	0.074593661868	0.472674138134	0.246862230754	0.146721433489	0.0416320266124
s	0.0057135489134	0.000530645430237	0.0255971921543	0.245444482711	0.435646223585	0.235203054496	0.0518648928708
e	0.0029095599876	0.000235095863446	0.0092834250681	0.143117930904	0.347467481195	0.365737484832	0.131248997624
g	0.0020417495292	0.000139534696482	0.011582402306	0.0639802843013	0.180043469732	0.435324404944	0.306888105875
l	0.000748908173	5.26812898273e-05	0.0124197949153	0.0232186643671	0.0763583445773	0.503865678315	0.383335915292
a	0.0142144986543	4.13861339424e-05	0.00442047379177	0.0086517739557	0.0316239061924	0.530603992772	0.410443985097
m	0.0187156428871	3.60756344141e-05	0.00244004693726	0.00385237961857	0.0180352617308	0.428238977591	0.528681628366
m	0.00626191132903	8.97948429047e-05	0.00162310425375	0.00218734890619	0.0106456250769	0.359905939197	0.619286296122
è	0.106144719807	0.0011773781143	0.00574997535925	0.00501938326873	0.00525859432563	0.250785417732	0.625864565374
n	0.139489071336	0.0014674269411	0.00753689048642	0.00549533854291	0.00849986324188	0.352663443911	0.484847945125
a	0.0487881997453	0.00133166815003	0.00311085681214	0.0135045466343	0.0159432250806	0.405158974637	0.512162458375
d	0.0187034146951	0.00129571821068	0.00145824958738	0.0161756138548	0.0131853017502	0.234061698212	0.715119939458
è	0.038501998445	0.00289027846423	0.00160469696246	0.0650690605949	0.0126190203067	0.146181929404	0.733132953153
k	0.0449086289993	0.00341859164008	0.00161148165415	0.0813574629716	0.0132794735022	0.309628179801	0.545796137718
a	0.0573546558508	0.0145708267987	0.00520104815138	0.164395493764	0.0352943542341	0.3653375766	0.357846019239
</S>	0.0922314129254	0.0274169268993	0.00930452007569	0.288046606882	0.0624418521171	0.2051338833	0.31542476962
