 	Valeria	legge	il	giornale	</S>
e	0.997978765	0.00181226605	9.69226265e-05	9.87208328e-05	1.327096e-05
V	0.991885105	0.00768338875	0.0003268402865	4.75993578e-05	5.70671943333e-05
a	0.972419485	0.0269135385833	0.0005327882055	4.28257492667e-05	9.14044481111e-05
l	0.720002581667	0.268883282861	0.0100826923352	0.000373883868089	0.000657552122704
è	0.322515697689	0.63967117762	0.0359126667784	0.000658782222696	0.00124164790757
r	0.14614434303	0.789200959207	0.0581055455928	0.00343306610757	0.00311607433586
i	0.0867979041433	0.851973919736	0.0533153505309	0.00433493873586	0.00357791191195
a	0.0433285968478	0.885423723245	0.0638672455103	0.00458126194529	0.00279921740398
m	0.0431037392826	0.782169324415	0.156311361837	0.00680952964843	0.0116060242347
e	0.0352872924275	0.534212788138	0.381431560612	0.0323015842161	0.0167667427449
l	0.0171601955758	0.266141866046	0.621752196871	0.053641973072	0.041303768915
e	0.00840936729193	0.117113987682	0.76115555229	0.0619353643573	0.0513857279717
t	0.00524147044464	0.0466217294273	0.739577164097	0.0665915007858	0.141968102657
à	0.00264163409555	0.0158925349891	0.601751201366	0.170666719595	0.209047840886
o	0.00212672593185	0.00552970559303	0.396927253789	0.350513889865	0.244902380295
g	0.00111824488062	0.00224652461434	0.24652513793	0.447783426622	0.302326636765
i	0.00313335089687	0.00112224468211	0.15903831441	0.636051402207	0.200654623922
o	0.00471427849896	0.000417484418037	0.05376911232	0.835769380736	0.105329656307
r	0.00254749926965	0.000175715124346	0.01876703019	0.788854536912	0.189655152102
n	0.000865231371883	7.0561797682e-05	0.0069264213	0.689406755637	0.302731024034
à	0.00445143050263	9.57753671273e-05	0.00267958015667	0.742776685212	0.249996562678
l	0.00565739147288	0.000112618870709	0.00144405720556	0.844242675071	0.148543297559
e	0.0294755621296	0.0011518402219	0.00310721926852	0.79540689169	0.170858531186
</S>	0.0561052210648	0.00223376411095	0.00512913743426	0.710333325845	0.226198600593
