 	forse	non	li	ha	a	casa	</S>
f	0.989842805	0.009710252	0.00041808506	2.6626769e-05	1.78855447e-06	2.3995754e-07	2.37911685e-07
ò	0.877300135	0.097237768	0.0239290313267	0.00138087332167	0.00014515013849	5.07507506333e-06	2.002943135e-06
r	0.550790135	0.224739819333	0.105704207109	0.0731202661072	0.0289942164662	0.00220768794935	0.0144436488199
s	0.321119345	0.385861733111	0.133790725703	0.0982955842024	0.0386989973687	0.00294463321312	0.0192889330266
i	0.221078162333	0.52939466437	0.189104915234	0.0393761805675	0.0135542426696	0.00100815412104	0.00648367619887
e	0.148275991444	0.422054498123	0.383992595078	0.0370070985225	0.00602098838987	0.000436341860347	0.00221250938629
t	0.106357327181	0.431981819374	0.416019008359	0.0406846378408	0.00369388549662	0.000280324406782	0.00098302374543
u	0.0457189390937	0.437601326458	0.47769014612	0.0352581922803	0.00295189503221	0.000199553238927	0.00058001219381
s	0.0365993830312	0.295999502153	0.54914320204	0.105777080093	0.00828534001074	0.000510809829642	0.0036847182766
è	0.0362449990104	0.218007349051	0.451567177347	0.244971653364	0.0416666866702	0.00186771984321	0.0056744280922
c	0.0239600135401	0.102222521584	0.385094535782	0.364666097788	0.0986822502234	0.00771346774774	0.0176611003641
h	0.01002055905	0.0390144779947	0.311533275261	0.417418512596	0.139240383408	0.0227185489159	0.060054208788
i	0.0245935316833	0.0194251552316	0.188915119754	0.401408870865	0.256539694469	0.0362492103053	0.072868409596
è	0.0354544228944	0.0109232726439	0.0692199869013	0.311286370288	0.465053964823	0.0487758701018	0.059286116532
s	0.0198210708154	0.00412355773963	0.0241179570838	0.248742503429	0.521936488274	0.0669713567006	0.114287032177
s	0.00661814554237	0.00141162276388	0.0088347486446	0.185027884476	0.420103162758	0.101969372234	0.276035007392
u	0.00379665270079	0.00061495724696	0.00310328727153	0.0776833759253	0.325031804253	0.226247800745	0.363522092464
</S>	0.0042686110004	0.00051226477348	0.00173955449576	0.0416589846127	0.285675727127	0.324543600372	0.341601246232
