 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.47767808	0.516268593	0.0059848834675	6.3239814e-05	4.2249786e-06	7.2828948e-07	1.53896178e-07	1.748020515e-07	1.12956128e-08	3.4634386e-09	1.609797525e-08
n	0.165636520333	0.810614151	0.0230164869892	0.000557285208	0.000147459294467	2.08011070467e-05	3.458272536e-06	3.69848211817e-06	1.68584030267e-07	1.10280907e-08	3.37563520833e-08
è	0.0603214679443	0.805524770333	0.118722933996	0.0147091280693	0.000624543081489	8.53985876822e-05	5.77094194533e-06	5.41610960606e-06	5.05577286756e-07	2.54260092333e-08	3.69166100278e-08
r	0.0221218406814	0.656627610111	0.288635634665	0.0271315413564	0.00443370982716	0.000833419329227	0.000203975205415	4.03998323535e-06	2.88315920559e-06	1.09917659808e-06	4.23711086768e-06
k	0.0761268840938	0.455624490037	0.422155924888	0.0318965257855	0.0105757942757	0.00208105670974	0.000677512901805	0.000778445791878	6.59134977352e-05	7.35140053269e-06	1.00924922892e-05
e	0.0923451309279	0.228848591679	0.602594998296	0.0608362699285	0.0111185407586	0.00241084266991	0.000693923030602	0.00104927718396	8.59223711451e-05	8.45791019423e-06	8.04187707973e-06
s	0.032571116406	0.095114967893	0.800421699432	0.0615532423095	0.0075686836862	0.00177044770664	0.000423188083534	0.000535332814653	3.29485589484e-05	3.12341761474e-06	5.26926650991e-06
e	0.012782259252	0.0482060570977	0.860200466477	0.0687171564365	0.00745800566207	0.00186225351888	0.000383447281178	0.000369528382551	1.51521831161e-05	1.36311167158e-06	4.3339685533e-06
k	0.00629856190067	0.0212449941659	0.836265822159	0.105526487146	0.0240186128874	0.00403331990629	0.00102578417039	0.00150140150518	4.6130833172e-05	9.05964849053e-06	2.98529214011e-05
a	0.00465224926689	0.0133069573886	0.674700007386	0.259514887382	0.0386383149625	0.0058735877021	0.00125954183346	0.00194537986839	5.90736493907e-05	1.17004950068e-05	3.83274873837e-05
i	0.00470649348896	0.0076569778962	0.397533429129	0.471996989127	0.0845544089875	0.0276881568007	0.00456411688782	0.0011766760228	9.28818761302e-05	8.90999317893e-06	2.09708110446e-05
m	0.00742352649632	0.0085437240654	0.246985353043	0.496508966376	0.175162399662	0.0473056142669	0.00874609012927	0.0088822797076	0.00027866786871	3.65092650596e-05	0.000126846177015
è	0.00969484633211	0.0122245703551	0.167380121014	0.572983712125	0.180377428554	0.0388998597556	0.00640517041976	0.0115456712692	0.000292055181237	4.16072723532e-05	0.000154951585138
r	0.0163714802774	0.00854735679837	0.085375830338	0.622251604042	0.195717144851	0.0502234262519	0.0119179098499	0.00903192612307	0.000297664618746	5.12505514511e-05	0.000214413501179
i	0.0180170780925	0.00616904161279	0.0508549517793	0.416355008014	0.260728118284	0.197663048751	0.0392881162833	0.0100328854744	0.000521518196249	8.10448604837e-05	0.00028919485706
è	0.0115017040308	0.00512419156093	0.0217514128098	0.193258048338	0.270323882761	0.424359782917	0.0602484920944	0.0119504135915	0.00103879777875	0.000120955520161	0.000322335595687
s	0.0060702088883	0.00175456884044	0.0073835153466	0.091359843446	0.384090914254	0.422470937639	0.0711346973648	0.0105467780305	0.00231851535958	0.000840800653387	0.00202923786523
s	0.00214984628747	0.000586972435347	0.0025663775103	0.052776769682	0.383685971418	0.291471189213	0.0801813624549	0.174683386177	0.00642311111986	0.00160879065113	0.00386624562174
u	0.00156421797582	0.000370282870182	0.000887879311533	0.0205001203273	0.188759605473	0.374149896404	0.147051937485	0.254130350726	0.00829023937329	0.00129043551704	0.00300505769058
m	0.00198242775861	0.000396938943394	0.000469728177178	0.0080208690091	0.098880523491	0.425406598801	0.240346452495	0.210560458909	0.00811359645776	0.00124015170568	0.00458229604686
u	0.0075601585862	0.0023817832678	0.000305494285726	0.0035429754557	0.0592597752803	0.261035188267	0.406247404165	0.229137536303	0.0209720571526	0.00275839320189	0.00679925168229
a	0.0088569495454	0.00306562433593	0.000123282505242	0.00119815611057	0.0201427323768	0.125242348089	0.640257214722	0.158719037434	0.0328121543842	0.0035947150673	0.00598778156076
v	0.00363382499847	0.00120713353198	9.5957488414e-05	0.000585535442857	0.0075836463256	0.075132000363	0.592076938241	0.237724041145	0.0380157947947	0.0117730796891	0.0321720198536
ò	0.00348445379949	0.00093583015066	7.6015559138e-05	0.000453606617619	0.00367974470853	0.059051035121	0.447818762747	0.355821640382	0.0704843282649	0.016459678563	0.0417348422845
r	0.00294069090383	0.000822009173553	4.88663793793e-05	0.00028008078254	0.00218406156951	0.0507465670403	0.420804184249	0.400993840127	0.077430321755	0.0132976551877	0.0304516640948
a	0.00109833850528	0.000436051587851	4.90661604598e-05	0.000206408147513	0.00149273693317	0.0309058120134	0.386441541416	0.353303436709	0.155507866252	0.0285629860626	0.0419957190316
s	0.00051687255176	0.00027105138095	2.99835206533e-05	0.000134149697971	0.000746230578057	0.0127948052711	0.317382747139	0.31092583557	0.242645245417	0.0493973620209	0.0651557196772
o	0.000274461050587	0.000215340565317	1.88684947178e-05	9.3815051457e-05	0.000321501576352	0.00504041180037	0.207260855713	0.252570573523	0.350960915139	0.096612575007	0.0866306765591
t	0.000214991360196	0.000197937328439	1.52510980726e-05	8.0574950819e-05	0.000176089965784	0.00209722339679	0.142821220238	0.164272042841	0.437912125046	0.133987211669	0.118225298853
o	0.000190046423399	0.000285066456146	1.85738178575e-05	0.000148626060606	0.000175635102261	0.00103921354226	0.0930243904127	0.127914102747	0.417021635015	0.220888947223	0.139293736284
t	0.0001494219878	0.000312282464882	1.95147085858e-05	0.000170957329735	0.00017374682622	0.000592423020753	0.0554012088042	0.0842099527157	0.428588631672	0.268757465741	0.161624358761
s	8.61151906e-05	0.000107649086961	6.8689792286e-06	5.95348277783e-05	6.20331666733e-05	0.000267479054584	0.0361387656014	0.0691026065719	0.378401153891	0.28891542858	0.226852296254
o	4.12514602e-05	0.000112232001487	1.17233944762e-05	0.000146070024259	0.000244793621358	0.000448979315861	0.0196402165338	0.0280329228573	0.264703207964	0.435809289527	0.250809248751
m	0.000445564092067	0.000137165067162	1.44883749921e-05	0.000176961388086	0.000309893616119	0.000538287355287	0.0150380505113	0.0176968779524	0.180180785988	0.447005783176	0.338456099584
ì	0.000676859707356	0.000895551769054	9.3491754164e-05	0.00117940412936	0.00142689631437	0.000926732401762	0.0104668238371	0.0168475596508	0.117137775329	0.490329614392	0.360019279861
</S>	0.000495535518678	0.00168615968453	0.000177873187082	0.00226504671468	0.00269018425718	0.00152871480088	0.0109057879186	0.0175761523254	0.0747639926645	0.606544057196	0.28136650993
