 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
f	0.9742625	0.0247134875	0.000764744215	0.000238646855	1.7522729e-05	1.267972335e-06	1.216682545e-06	6.5041752e-07
è	0.967331833333	0.0320266688333	0.000497754875	0.000130338869667	1.08902209333e-05	1.761693435e-06	4.75132074e-07	3.20804098667e-07
o	0.653962867111	0.336465540611	0.00911452935167	0.000394545204556	2.45253315778e-05	3.43279263783e-05	8.02573387e-07	2.86397767822e-06
p	0.250624392704	0.58941652687	0.131296618784	0.0257278735349	0.00227802706053	0.000387376088793	9.70165936957e-05	0.000172151332559
p	0.119531604235	0.605829465623	0.211035672928	0.0571181491783	0.00544458835351	0.000603683446264	0.000146268779565	0.000290577724186
ò	0.0638739560783	0.753498031874	0.131859360976	0.0432346958594	0.0054562389845	0.00184524983209	6.8354623855e-05	0.000164127778862
r	0.0297087586928	0.636465077291	0.274410090325	0.0478295817531	0.0073246038615	0.00334200704403	0.000447650123618	0.000472201603754
k	0.0115257585476	0.317226229097	0.559703650108	0.0931892655844	0.0122895939538	0.00402035441468	0.00105883317454	0.000986283301251
e	0.00556908283253	0.146611360699	0.666628236703	0.134766975195	0.0204452443179	0.0239489676049	0.00101033116818	0.00101976940042
t	0.00328363438418	0.062796312733	0.710184645568	0.165083271732	0.0245431624393	0.0299885084016	0.00114145459939	0.00297898290014
e	0.0105877195681	0.0237006625443	0.618153015189	0.272309100577	0.0436070601464	0.0258596066672	0.00156258476646	0.00422023813338
e	0.026957429856	0.00939966121477	0.35128051173	0.478782683526	0.0826426433821	0.0439698968891	0.00189630128882	0.00507087771113
t	0.0229584944753	0.00373954547826	0.164470680577	0.617376644509	0.120306657794	0.0452699306297	0.00789744146294	0.017980657237
r	0.0076715983439	0.00126180354274	0.0815425817257	0.634724464836	0.192973882598	0.0320224468766	0.015112143821	0.0346911474123
ò	0.00276202892677	0.000449931110903	0.0303470156086	0.476962004945	0.372508834199	0.0746098872922	0.0127503162737	0.0296100558041
o	0.00140724850559	0.000203254778301	0.0109666567362	0.239105540315	0.523278858066	0.174233715764	0.0135300857579	0.0372746966014
p	0.00075911604453	0.0001045996941	0.0048795063454	0.126520458772	0.485101719355	0.195246728588	0.054197510586	0.133190397534
ò	0.00408423951084	0.000160623268033	0.00278596914647	0.073296287924	0.408196849785	0.262883246196	0.0862037635287	0.162389059178
s	0.00518557875145	0.000169609611844	0.00110136068349	0.0316487229747	0.320160419928	0.392364772065	0.0850175611762	0.164351973059
s	0.00173293837498	6.01843653147e-05	0.000518777892497	0.0160838835582	0.180914211309	0.298000000688	0.253320190392	0.24936978102
a	0.00305183510166	0.000311480233972	0.000289808532166	0.00658054518607	0.0801673487697	0.118727686063	0.449680530131	0.34119075034
t	0.00350982868722	0.000401592411324	0.000214681820722	0.00305512720869	0.0308130752566	0.0462578428543	0.50278715671	0.41296067678
è	0.0158683524491	0.00140443128711	0.000250162143574	0.0014833799829	0.0119863737189	0.0188775882848	0.51124364557	0.438886055593
l	0.0199688157944	0.0017470130057	0.000303612324525	0.000977356250967	0.00857029353963	0.109310815095	0.438542928523	0.420579165198
o	0.0121584579095	0.0027135649119	0.000820441351508	0.00209641847366	0.00734623517988	0.138984345965	0.296003106174	0.539877441733
</S>	0.0143281939548	0.00453054595595	0.00141962532575	0.00358568773683	0.00492757008994	0.0698977093825	0.212398798087	0.688911900867
