 	le	ragazze	vogliono	guardate	</S>
t	0.98374346	0.0153652745	0.00075579635	0.0001257978285	9.651259e-06
a	0.9585301	0.0408484041667	0.000556224076667	5.61193362333e-05	9.13237233333e-06
k	0.836013943333	0.158588454722	0.00501082738556	0.000275347599811	0.000111408664444
o	0.530217227778	0.462354758241	0.00693424316185	0.000348395510237	0.000145350434148
r	0.307983215926	0.675105002747	0.0159972680873	0.000524791097046	0.000389693740716
à	0.197853287242	0.747212217582	0.0529411596958	0.000702029552349	0.00129127471357
s	0.080700073014	0.803998562527	0.107279011232	0.00559649363745	0.00242580190452
i	0.0413506205047	0.768712630842	0.178690093744	0.00826456537915	0.00298204290151
a	0.0153429544349	0.561638743614	0.406285184581	0.0125042542931	0.00422884033384
t	0.00608458166163	0.257532154538	0.683689941527	0.043748526431	0.00894477321128
è	0.00223805173721	0.0943487889127	0.842380103842	0.0486090001437	0.0124240797371
l	0.000926996652403	0.0559832170376	0.873585757947	0.0506771047146	0.0188269639124
o	0.0018059581908	0.0435379191459	0.836243489316	0.0856369882382	0.0327756413041
n	0.00205719683707	0.0157656597286	0.822139396439	0.120776322746	0.0392614134347
e	0.00343147905249	0.00557079517953	0.714461442146	0.183384187582	0.0931520768116
k	0.0039052592535	0.00237821336651	0.499451100715	0.357522745861	0.136742638937
a	0.0123138439872	0.00207477223884	0.321961986905	0.49710806862	0.166541279646
n	0.0151020673941	0.00171986321761	0.209582802302	0.50847580954	0.265119439882
o	0.0066851545297	0.000696519930537	0.108883792434	0.511852969847	0.371881586627
n	0.00388030958723	0.000353414315512	0.046813863478	0.577087756616	0.371864668876
i	0.00935358527308	0.000653155423837	0.0231176924927	0.576713838872	0.390161729625
m	0.0111801082737	0.000758227349612	0.0119476600642	0.605236566291	0.370877453208
m	0.00373337242427	0.000263073404671	0.00597907467473	0.475393369764	0.514631141069
è	0.0787906722918	0.034253282448	0.00980043297824	0.223719470921	0.653436160356
n	0.103816308054	0.0455884354117	0.0111254803461	0.448923136974	0.390546618452
a	0.0409883569747	0.0157931367996	0.00926555380203	0.529657825658	0.404295124484
</S>	0.0300581739874	0.0087831264998	0.012694951901	0.359419062829	0.589044712242
