 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.48672929625	0.508697931	0.0027056731	0.0018394392862	1.9756475e-05	5.04785795e-06	2.20204855e-06	5.6275278e-07	1.0932345e-07	2.85950385e-08	1.89351235e-08	7.89617075e-09	5.1598557e-09	1.18546809e-08
n	0.169766251917	0.779595333667	0.0471916787	0.00315205392873	0.000146200118667	6.909737675e-05	5.84774933167e-05	1.62092192133e-05	3.37936012333e-06	8.01703887833e-07	1.45056107833e-07	3.8456656625e-07	8.60160223333e-09	2.40635013e-08
è	0.061714543159	0.861469067889	0.0673040205667	0.00868192574291	0.000259635546222	0.000440617178917	9.38616911056e-05	2.68574694044e-05	7.39492087444e-06	1.08300359594e-06	4.07949635944e-07	5.36795257083e-07	1.20228074111e-08	2.56698851e-08
r	0.021631203973	0.72772931263	0.127490651189	0.115460994248	0.00139380576874	0.00576369179297	0.000258944693702	0.000187851882801	6.28980181248e-05	1.71871218986e-05	1.04015527865e-06	4.26025787361e-07	3.9525249247e-07	1.6106856047e-06
t	0.008530441991	0.37740507421	0.437191207063	0.156121756749	0.00985775328958	0.00876438326432	0.00153364024457	0.000435800034267	0.000120328652708	3.09706459662e-05	3.08159259288e-06	2.38048236245e-06	6.9192419749e-07	2.5314644349e-06
i	0.00337195282367	0.142897510403	0.470426070354	0.362910910916	0.0120446873965	0.00533235142144	0.00246814791486	0.000414904321422	0.000101931847569	2.01968346554e-05	5.87916986429e-06	3.78964015415e-06	4.3787268583e-07	1.32019639163e-06
s	0.00130921855789	0.053631100801	0.504199591451	0.428228142972	0.0068739347655	0.00319985467381	0.00209635870495	0.000344637853807	8.0009722523e-05	2.53274448851e-05	5.97315982143e-06	4.34084955138e-06	2.49295635277e-07	1.33846337721e-06
e	0.000794628309297	0.0224156244337	0.499052522484	0.456039216991	0.0101765542552	0.0064507134246	0.00431467270165	0.000578866941269	0.000131814770841	2.91005789617e-05	8.29327980714e-06	6.35044808379e-06	2.13495318426e-07	1.45604151574e-06
s	0.000745964023099	0.00965684724457	0.463589052828	0.47406060233	0.0306421480851	0.0103104494749	0.00872497890055	0.00176230108042	0.000331297376947	0.000101889722321	2.74509416024e-05	4.04117556946e-05	7.69554526142e-07	5.85311099525e-06
e	0.0072655195277	0.00729071734819	0.453014854276	0.35181985411	0.0674360693617	0.0772693821583	0.0273155196335	0.00623286559347	0.00201711545898	0.000167945090774	7.32887305341e-05	8.65163305649e-05	1.37816314205e-06	8.99188099842e-06
t	0.00972848650923	0.00630884781606	0.268334124759	0.348686378037	0.179166056454	0.120306248719	0.0474878202112	0.0146982481978	0.00413319025299	0.000691936496925	0.000183709590178	0.000221326383522	8.31294084735e-06	4.53083083328e-05
t	0.00537490583641	0.00218305897702	0.19484847092	0.171272927379	0.319067672151	0.194921740906	0.0510982960704	0.0458182853993	0.012688860951	0.00159241069898	0.000491309686726	0.000413353207841	5.06571876158e-05	0.000178041179444
à	0.0097487862788	0.00216957116401	0.0704314719733	0.159021773826	0.295009470717	0.340053106969	0.0478601293568	0.0543986307998	0.0187832796503	0.00140939756633	0.000525940352242	0.000343301522614	5.86957505386e-05	0.000186458030815
a	0.0155481564263	0.00297291215467	0.0380314513244	0.181964367942	0.172604350239	0.43123704899	0.0645338037856	0.0556850242666	0.0345608242168	0.00166700678878	0.000543121750747	0.000524755080871	2.67139981795e-05	0.000100467334605
n	0.0111297589568	0.00180668348779	0.0236124260081	0.125832357314	0.237598116746	0.384175709663	0.0885203445952	0.0775213480889	0.0420961424056	0.00505440676293	0.000934119350249	0.00135634789362	0.00010948423606	0.000252757654868
d	0.0037649095016	0.000604791483317	0.0086836162727	0.0804929933047	0.314615802249	0.300805543221	0.0944325448651	0.106983069363	0.0610666368019	0.0126817975876	0.00558848691675	0.00549836673121	0.00193063232869	0.00285078008496
e	0.0105692872019	0.00238046091226	0.00332835909423	0.0284260719682	0.194505007416	0.291892754407	0.174997434955	0.173925649788	0.0867367722673	0.0128096956292	0.00786213783892	0.0065090708104	0.00245912526856	0.00359812416165
m	0.0207838504006	0.00309741963742	0.0310193209981	0.0128102056561	0.116892865805	0.280608311469	0.224605208318	0.212544083263	0.0733231140891	0.0118109446431	0.00518825847964	0.00445700550347	0.00093788744852	0.00192150312055
i	0.0330303738002	0.00938439661247	0.040129490146	0.00743557148537	0.0860233832683	0.23985648049	0.241607389439	0.244232004421	0.075643081363	0.0118491900144	0.00500865315988	0.00395206880116	0.000443094151173	0.00140481056018
n	0.0299364742667	0.0113567883616	0.0150875563953	0.00327900029512	0.0879895924228	0.188738480163	0.283480519813	0.267846854807	0.0833168404543	0.0171850041381	0.00567349831996	0.00318869463372	0.000422099035391	0.00249859194006
d	0.0108320567356	0.00379764140633	0.0068016529851	0.00212750676504	0.0884319388076	0.140320785721	0.191006878604	0.255842358269	0.199055233485	0.0523076447127	0.01778383204	0.0152387852779	0.0051331558618	0.0113205171467
è	0.0128041372252	0.00652388359711	0.00303048824837	0.00119272698835	0.0380296009359	0.0905369362403	0.0788241775347	0.254630492756	0.398230774495	0.0561330122376	0.0224554565133	0.0185534473593	0.00652029245727	0.0125345336156
l	0.0134022699797	0.00742543813437	0.00149350524946	0.00131563482945	0.0166660894453	0.17788598408	0.0396454351782	0.257423404252	0.384593494832	0.0638462580792	0.0110995228044	0.00896443938643	0.00603459098909	0.0102038961052
a	0.0051297341312	0.00281107284679	0.00056112079982	0.00122976842862	0.0063580782351	0.18174459236	0.0181053183927	0.218804654751	0.445348438277	0.0811851626931	0.0146092950681	0.00791547846214	0.00602085409636	0.0101764347351
p	0.00258507694373	0.0012842207676	0.00289352608327	0.00086387992834	0.00930394036503	0.06711012812	0.0116232321309	0.18823676825	0.511244016092	0.142404370898	0.0244297396894	0.0175864398207	0.00569608679879	0.0147385942784
l	0.00107552660194	0.000442751833567	0.00365590005509	0.000745382786113	0.011559275355	0.0279012313067	0.0079334093103	0.136790045083	0.404674672031	0.211203066966	0.0577332865631	0.0616932049402	0.0289282699329	0.0456639714261
è	0.00560412615468	0.0241612272369	0.0015875385457	0.000414301072038	0.00947020335167	0.0105841765689	0.0049602878701	0.0581004130277	0.468682070677	0.168362662322	0.0953669741877	0.0693093979801	0.0344035966443	0.0489929884754
o	0.00713969085156	0.032112616589	0.000897803592233	0.000299873657346	0.00740186166056	0.00485328553963	0.00474830279003	0.0335460433426	0.536676746892	0.175350664107	0.112910548063	0.0437193223267	0.0139791113481	0.0263641024918
k	0.00245989691385	0.0107556172787	0.000526858027744	0.000120127853782	0.00531124276352	0.00187068739654	0.00337763499668	0.0217808791142	0.397033632297	0.301743944702	0.105346169354	0.0735444174422	0.0249355662494	0.0511933324973
a	0.00111810061795	0.0040528755319	0.000404483277915	6.48708689273e-05	0.00471616885451	0.000947336665513	0.00451861406556	0.0153234810381	0.241015574099	0.357496191567	0.163382389785	0.0985544824807	0.0338093874165	0.0745960441658
e	0.000678745629317	0.00192243162063	0.000162606941305	3.73627319758e-05	0.00183604653484	0.000599905068504	0.00612428568852	0.0108450464794	0.154149732366	0.356877417189	0.254104889928	0.100767615827	0.0266494271388	0.0852444847219
m	0.000344501203106	0.000752108081877	8.4066911435e-05	2.37032488253e-05	0.00107305746161	0.000271856172168	0.00466181609617	0.0065534001598	0.0746501997887	0.353799512396	0.211731996643	0.121189846942	0.0650792017129	0.159784754907
è	0.000913601154369	0.00223923812563	6.26340648117e-05	7.88641284418e-05	0.00119220795387	0.00141505949339	0.0111163932321	0.00791445691993	0.0472886922629	0.272007947465	0.155683662214	0.137198662314	0.100015500571	0.262873078302
c	0.00104673747782	0.00274340241188	0.000121063951604	0.000134969246147	0.00119613985129	0.0019870667178	0.0127340705207	0.00839316673998	0.0401619730876	0.241733605822	0.106854143738	0.103173577438	0.120158633524	0.359561439434
h	0.000356990934307	0.000927005594293	0.000139933970535	8.8424427049e-05	0.0040315773171	0.0009094407926	0.00498670938357	0.00401667996999	0.0244051049292	0.182663344274	0.042912797246	0.0578492218127	0.174090744508	0.502622046478
i	0.000209810006769	0.000938034151764	0.000117072863512	0.000163853260683	0.00531516927237	0.00242527259753	0.0144718418945	0.00804217594666	0.0118487055431	0.0738747550913	0.033715952082	0.0422968122709	0.160607948169	0.645972602159
