 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.907254025	0.08902707	0.00358016615	9.4178385e-05	2.42210225e-05	1.9264827675e-05	1.13372935e-06
i	0.773570375	0.22280604	0.00349780851667	0.000104243675	1.37988255e-05	6.890879375e-06	8.84536733333e-07
k	0.480010506667	0.449295263333	0.0695376663056	0.000994816468333	0.000140186158167	1.25645571583e-05	8.99607879444e-06
à	0.206658252889	0.689425854444	0.0992538857685	0.00406539658944	0.000567416739389	1.44192567294e-05	1.47751729315e-05
n	0.0927959466297	0.766920118148	0.129186572256	0.00900777519648	0.0015661752798	0.000290986809253	0.000232456647644
n	0.0439215315632	0.608690506049	0.311642994085	0.0274024997322	0.0068587019266	0.000805638626418	0.000678161032548
i	0.0155722496077	0.364223890683	0.529206888028	0.0776298119107	0.0118840269755	0.000735651095473	0.000747517994183
e	0.0062449938359	0.158976091561	0.720007006009	0.103528220637	0.0103533084585	0.000422773871824	0.000467671044728
A	0.00313467531197	0.0571663705203	0.740308745336	0.160333676879	0.0359560992862	0.00132387641061	0.00177659551158
n	0.00169827835566	0.0265026441734	0.684440135112	0.193033582293	0.0852183430954	0.00546330213687	0.00364371660386
n	0.000589724618887	0.0150030597745	0.719570631704	0.156098637431	0.0928030110318	0.00853415737896	0.00740078220129
a	0.00334178325496	0.00805721730817	0.510568460568	0.33093440581	0.126821213677	0.00820769145965	0.0120692400671
o	0.00532108008499	0.00565317575939	0.188112381289	0.47840408527	0.299554714559	0.00748411748655	0.0154704553557
s	0.00285219492	0.00211953672213	0.075501429863	0.394469781757	0.436959558186	0.0460695141622	0.0420279671186
à	0.00502296153167	0.000786603926377	0.0361087749643	0.267838117252	0.536810466062	0.0820913433874	0.0713417187062
m	0.00574348126602	0.000370241038792	0.0140714238648	0.203745605751	0.557110918687	0.157368084462	0.0615902279021
b	0.00214392341081	0.000504475536264	0.0080236028216	0.14777152825	0.372229952896	0.388399241487	0.0809272659674
a	0.0225989907036	0.00180399031209	0.00446710257387	0.0567422360833	0.218541474299	0.446964153829	0.248882065322
p	0.0292271390712	0.0021003865207	0.00459728299129	0.0221317943278	0.127741485766	0.30068986461	0.513512065107
o	0.0454342118604	0.0013587127569	0.00434036534376	0.00835776719593	0.0489514048553	0.313142828203	0.578414711702
r	0.0508096916591	0.000937800815633	0.00211275582792	0.00310233173864	0.0204906138851	0.318223136068	0.604323660567
n	0.0169523381307	0.000344422097544	0.00135598228664	0.00130187307288	0.0106794844117	0.202764728689	0.766601153522
ò	0.0284622359156	0.000935170528181	0.000559161759547	0.000908789797627	0.0051726547539	0.18649894623	0.777463001174
</S>	0.0484413179578	0.00169495316409	0.000419406159773	0.00113593764881	0.00456175312695	0.226117763115	0.717628825587
