 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.98614092	0.0108344449	0.00251472158	0.00048557969	1.726811495e-05	6.06730535e-06	7.55714265e-07	1.9472629e-07	2.990574165e-08	3.55354365e-08
d	0.8467022	0.138783713567	0.0124765594467	0.0015639693	0.000371024966283	7.336882435e-05	2.77711293317e-05	8.90463763333e-07	9.80409883167e-08	4.03910802167e-07
r	0.77672147	0.204798527856	0.0159139937489	0.00194014705	0.000490840362961	9.64069073833e-05	3.68364388672e-05	1.10617328278e-06	1.19884567439e-07	5.23638995222e-07
e	0.65955286	0.333299555952	0.0061846730163	0.000735939456667	0.000176835497854	3.67350723944e-05	1.27646500791e-05	4.06193265927e-07	4.1194290713e-08	1.82358436241e-07
f	0.322890229333	0.626407898651	0.0437544265054	0.00543785267556	0.00123249370195	0.000196724498131	7.29443780597e-05	4.16695493198e-06	8.28774847138e-07	2.45606492208e-06
f	0.120255010311	0.544220392884	0.238261982168	0.0878598243919	0.00739644973398	0.00178554466604	0.000189907072687	1.97537689773e-05	3.75710861571e-06	7.40020464069e-06
ì	0.0413266239037	0.545178924295	0.281805099389	0.119336645131	0.00966756457799	0.00244804578868	0.000204143097562	2.22640369924e-05	3.9272478259e-06	6.78038749023e-06
m	0.0146015795679	0.539569681432	0.285891321796	0.11140339871	0.0305136148593	0.00696471932956	0.00765825580585	0.00245415426533	0.000592261389563	0.000351009161107
m	0.00560904845597	0.494048420477	0.332162573932	0.10668862957	0.0381432648531	0.00853899410985	0.010264009402	0.00328283240044	0.000791993401854	0.000470197665369
u	0.00271001351866	0.513676806826	0.384705357977	0.06875377319	0.0205979515177	0.00434228343662	0.003663833894	0.00111888119081	0.000267854542935	0.000163194111956
f	0.00140955858622	0.272325966275	0.565523085992	0.117560991063	0.0339110571726	0.00548875987887	0.003008825258	0.000537166395603	0.000121379699962	0.000113211409152
ù	0.00507641584207	0.104313375758	0.642389275331	0.198041573688	0.0410318573909	0.00583006172629	0.00280861609267	0.000340987920201	7.24457370873e-05	9.54051500507e-05
e	0.00726118691402	0.0388110340193	0.591914458444	0.298752867896	0.0506061241303	0.0107525696754	0.00168497593756	0.000151430265067	2.51568288624e-05	4.01696756836e-05
p	0.00346398567967	0.0147931551731	0.554501519481	0.334258562632	0.0734374147101	0.0152736242251	0.00364933521252	0.000386147778356	8.27819776875e-05	0.000153439330561
p	0.00117939916372	0.0057094701877	0.433777789827	0.442312674211	0.08892164157	0.020521454075	0.00593097050417	0.000930460826119	0.000275156482563	0.00044092505352
ò	0.0460379319167	0.0027562764259	0.224976669942	0.55353145807	0.134693383857	0.030736760025	0.00572628636806	0.000858752168706	0.000267376246188	0.000415049423173
r	0.0610548894056	0.00341007960863	0.191145726647	0.512118986023	0.187781657952	0.032620976675	0.0102468472227	0.000916973616235	0.000205357857396	0.000498473369724
k	0.0204894980685	0.00345661733621	0.153871645549	0.472546122008	0.255134805984	0.0564275188917	0.0292627837409	0.00603123490541	0.00128882885913	0.00149091145657
e	0.0204155805228	0.00190501163874	0.0621502507997	0.316895828336	0.342779561995	0.193035509631	0.0510731979136	0.00836111763514	0.00157239002304	0.00181154531886
t	0.0203247416746	0.00077486023458	0.0222567932166	0.180579297112	0.408931770665	0.27846543321	0.0784333426379	0.00608650897838	0.00102186021101	0.00312539620629
e	0.00723946309187	0.000283607506527	0.0088274642362	0.119091707037	0.354783056888	0.404397824403	0.0953900108793	0.00565705795946	0.00084097251367	0.0034888182221
e	0.00320404609729	0.000116920169842	0.00296072588273	0.0419788022457	0.209223422296	0.619953764801	0.11291215696	0.00706401551982	0.000424087194557	0.00216199822737
t	0.00139933850326	5.58371799473e-05	0.00100554166458	0.0163525934486	0.144725517432	0.608064558267	0.175996798987	0.0316546321733	0.00859385781152	0.0121512550758
è	0.000921336005253	3.69628346491e-05	0.000361140886193	0.00752907578287	0.108625693811	0.563861916089	0.239993592996	0.0496284980578	0.0120145216372	0.0170272387919
l	0.000762205495084	2.73232467164e-05	0.000229119916398	0.0107477074276	0.126257662604	0.43580328203	0.256189420999	0.123699505353	0.0206872562457	0.0255965190306
i	0.000424120925028	3.08781750721e-05	0.000200912752133	0.0116069138592	0.122295371868	0.262147440677	0.370103447	0.174395243451	0.0250217915819	0.0337738650102
n	0.000317108900343	3.79998866907e-05	0.000105029296711	0.00409640722307	0.0542032722893	0.213704186892	0.492488199	0.154631359484	0.0304381640273	0.0499782736701
a	0.000353284105448	5.80046438969e-05	0.000116769414904	0.00158579609436	0.0286343468964	0.151131888964	0.470823806333	0.235809989828	0.0404623160091	0.0710238212234
d	0.000374029853149	6.89382346323e-05	0.000142716284968	0.000795194854787	0.0116046654321	0.085403800988	0.376143025444	0.290702503276	0.0871839366697	0.147581183741
i	0.00146689222238	0.000149314828211	0.000221661234989	0.000591765491596	0.0056510547107	0.041156809996	0.247805258481	0.382403077759	0.12639927889	0.194154881247
v	0.00182911954579	0.000173804188737	0.000248765271663	0.000486167620532	0.00277885167023	0.0243626461653	0.169814162827	0.406450002586	0.157236396297	0.236620110416
e	0.00240391732026	0.000292682005579	0.000436497360554	0.000706571213511	0.00206380862341	0.0194129255551	0.121068146276	0.342274974195	0.218787252099	0.292553260139
n	0.00258512470042	0.00032475084586	0.000473402849385	0.00070124905297	0.00120151654614	0.017034946085	0.0825134707587	0.330689614732	0.264206967366	0.300268966713
t	0.000865618330073	0.00011038760422	0.000160621858662	0.000238427568457	0.00042377213238	0.00669063527167	0.0514915235862	0.251470244911	0.343509822455	0.345038948904
è	0.000603568146291	0.00015141578634	0.000587638099221	0.000763401925152	0.000578195456127	0.0102892247672	0.0249390185287	0.19017296497	0.417643547485	0.354271052968
s	0.000517788062697	0.00016512363658	0.00072855076474	0.000937369839617	0.000638148152042	0.0114266066491	0.0192166481762	0.249058271657	0.395513495828	0.321798037656
s	0.000175143909499	5.600330496e-05	0.000244265487413	0.000315579702439	0.000227173217114	0.0039955805997	0.0122531908587	0.235519567219	0.453706238609	0.293507272552
i	0.0010246290445	0.00053039013662	0.00160431932997	0.00182735199215	0.0014246486388	0.0147777718566	0.0106627364196	0.126314329073	0.531204979536	0.310628830851
m	0.0014414493815	0.000749656152207	0.00207900901999	0.00234761567238	0.00188002281293	0.0186614502855	0.0113676528065	0.0784141183577	0.458955066512	0.424103933617
e	0.00546805682717	0.00275193852407	0.00541158311666	0.00562154463246	0.00212058087098	0.0104001490952	0.0066284731355	0.0525847357859	0.503184462171	0.405828484539
s	0.00668498650906	0.00336148575536	0.00650137532605	0.00669645993915	0.00214623350266	0.0074226310184	0.0047675905785	0.068018676262	0.57083358739	0.323567001513
s	0.00224256580635	0.00112819611145	0.00217678756418	0.00224078478938	0.000722052490553	0.0026426513728	0.00311336259283	0.0599744720873	0.59782052913	0.327938600504
è	0.00425102733878	0.00298556164948	0.0118466680231	0.0104758065111	0.00274458907418	0.0123864255043	0.00336576726428	0.0497340540291	0.630821376377	0.271388743501
r	0.00496900226293	0.00362164887149	0.0150737484834	0.0132343497004	0.00345120912806	0.0156548920414	0.00368751285476	0.0489670116764	0.628922792126	0.262417867834
a	0.0181707499043	0.0137075026122	0.0478946359701	0.0412910944301	0.0108979138127	0.0460135595538	0.00678789805159	0.0516207442255	0.545353810709	0.218262125945
</S>	0.0337760959521	0.0255727278061	0.088234212985	0.0759338247151	0.0200166369063	0.0840953417769	0.0111992180258	0.0678596021127	0.445269725355	0.148042652972
