 	è	facile	che	stanno	ancora	svegli	</S>
è	0.5585730125	0.441094376	0.00026368047	2.795375285e-05	3.7390779265e-05	3.238035795e-06	3.04712555e-07
f	0.343379179167	0.636093278667	0.01502015413	0.00519781747618	0.000135245865932	4.49035561283e-05	0.000129401941345
à	0.240078331056	0.725212659556	0.0271623273767	0.00714399464539	0.000169813765644	6.00774402094e-05	0.000172752145015
c	0.091018808352	0.852979243185	0.0486016907922	0.00702112003513	0.000229296678881	5.55384762365e-05	9.4240552905e-05
i	0.034025115784	0.848173637728	0.104158273597	0.013088866345	0.000397092579627	8.29714934122e-05	7.40080493017e-05
l	0.0131368440947	0.594611392576	0.316784517866	0.0665406297817	0.00791209799321	0.000868618284471	0.000145923301434
e	0.0060044928649	0.316192137525	0.557289325955	0.108068406594	0.0109471310644	0.00130195826149	0.000196580387145
k	0.00357581322163	0.191096679842	0.687612498652	0.104778942198	0.0116802854215	0.0010524239205	0.000203337869048
a	0.00287992120721	0.112902163947	0.720168359551	0.141133904066	0.0188033721405	0.00379221440683	0.000320026629683
s	0.00237444659907	0.080413385649	0.74392771985	0.145698881355	0.0224559650468	0.00464414090228	0.000485379133228
t	0.00088648781969	0.030514982393	0.628668126617	0.204095890452	0.125547285682	0.00691083073409	0.00337632189441
è	0.00250551489656	0.011201463541	0.333392562206	0.428492413484	0.187012610227	0.0323442352447	0.0050511749648
o	0.00670448529885	0.007899034247	0.211717640735	0.609848071161	0.119070418409	0.0409731127482	0.00378720755493
n	0.00596068845975	0.005937567814	0.181079103578	0.592476897054	0.182080362803	0.0282614145827	0.00420391708498
e	0.0224962951801	0.002091293203	0.102946208393	0.452589949018	0.334154577601	0.0747723375276	0.0109493040283
a	0.0326893183934	0.001516698401	0.0357286432977	0.380047946339	0.4165774392	0.103851855843	0.0295881296761
n	0.0155804810958	0.00123105005773	0.0134505748992	0.29054779878	0.562130613067	0.081362295281	0.0356972382254
k	0.00519436259799	0.00041200824791	0.00477757455973	0.134883068593	0.582545214356	0.115438895094	0.156748921075
ò	0.00723617246739	0.000168912017237	0.00160935642358	0.055858908531	0.499509781452	0.235004671698	0.200612237025
r	0.00793048157246	9.9226349079e-05	0.000903621251527	0.0673389528437	0.600188037151	0.238289313899	0.085250384675
a	0.00693572460749	9.6880349693e-05	0.000688632503842	0.0675918607146	0.51004629905	0.280223694633	0.134416910558
a	0.0104850408692	0.000191747963231	0.000289461964614	0.0240987270049	0.266522269683	0.326197001544	0.372215726853
t	0.00739219115317	0.000172347719134	0.000138580792538	0.00918423313497	0.293291863228	0.267372713848	0.422448035618
s	0.00246734473456	5.78687327247e-05	5.29820162793e-05	0.00349615392166	0.315474157743	0.227941349283	0.450510121873
ù	0.00129101999825	9.43558691982e-05	5.72615198598e-05	0.00217811625055	0.169697275914	0.218353884428	0.608328073958
n	0.00090848445475	0.000202274076399	0.00016045229662	0.00230301618352	0.122387791971	0.302673814809	0.571364177986
n	0.00031442880585	0.000163469493113	0.000155973501973	0.00139653099651	0.123030815324	0.30803710827	0.566901669329
i	0.00134315086755	0.000127174648684	0.000107352650424	0.00119626390084	0.073687629108	0.198865370757	0.72467301311
t	0.00173368728918	0.000119453748895	0.000101059318141	0.00120260858028	0.0617344557027	0.156842658252	0.778266051037
i	0.0273902942964	0.0011504760823	0.000358359380714	0.00178609920676	0.0606928359009	0.129505369084	0.779116563679
</S>	0.0538406571482	0.00223439784115	0.000650736920357	0.00283850250338	0.0420821339505	0.069885784042	0.828467781839
