 	il	muro	vuole	uno	specchio	</S>
o	0.541312693	0.45152777025	0.007009233175	3.26298685e-05	4.34112126e-05	7.42998056e-05
t	0.307053883	0.68103387675	0.011653700725	0.000139474582833	4.28587863667e-05	7.62694563667e-05
ì	0.201433068667	0.781151998917	0.016975019575	0.000194554427611	0.000148182320956	9.71962866222e-05
c	0.216741157222	0.766115242972	0.0166704491917	0.00015442159587	0.000188743408652	0.000129988023874
h	0.472589329074	0.518382934324	0.00873504983057	0.000143585676623	7.0827430884e-05	7.83144246247e-05
o	0.412236027358	0.487661808108	0.0980603930435	0.000707009983541	0.000303208526628	0.00103156132987
t	0.139429762119	0.612473869369	0.227633031014	0.0182813574612	0.000519019778876	0.00166295830996
è	0.0510758327063	0.519890043123	0.397844843671	0.0263139834871	0.00288844061963	0.00198690490332
l	0.0214930537354	0.310459841041	0.60542484789	0.0510107494957	0.00552393037321	0.00608761890111
i	0.00914892724513	0.14761919268	0.768434015963	0.0596615313319	0.00611883885774	0.00901749696704
n	0.00430350890171	0.0580657870933	0.724240698654	0.198032555277	0.00546548485258	0.00989195598901
a	0.0379529629539	0.0215450418978	0.443712642885	0.356980695092	0.0772240462842	0.0625846269963
n	0.0492193804513	0.0090050060606	0.205970946962	0.541193408364	0.106754421095	0.0878568239988
g	0.0165040182803	0.00302756864087	0.078728623654	0.593574722788	0.134221462698	0.173943553
h	0.00550354379607	0.00101469560796	0.0294462903513	0.351350360929	0.260101824233	0.352583251
i	0.00256157307146	0.000359623759653	0.0113719818704	0.167707772643	0.500140311411	0.317858723667
a	0.00791322079049	0.000269767031884	0.0038682779368	0.0771225955477	0.692115587137	0.218710541222
l	0.00904518951683	0.000264748253961	0.00167736663893	0.252900684183	0.515194622379	0.220917353741
ì	0.00833510275894	0.00029846387132	0.000907819624643	0.294632429528	0.520033034126	0.175793129914
</S>	0.0120359223795	0.00039611938566	0.000475528979821	0.147668166964	0.708883167063	0.130541102957
