 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.501273212	0.4982932335	0.000328500655	9.674632565e-05	6.874716125e-06	1.3475833695e-06	1.0575604875e-07	2.59635755e-08
p	0.411499365333	0.525959327833	0.0568675066517	0.00440951454898	0.00120169657712	5.54358475695e-05	3.62221998875e-06	3.6078794855e-06
e	0.418756608444	0.493354659278	0.0803247242172	0.00587475119633	0.00160619062571	7.35274843098e-05	4.79266872845e-06	4.79758723817e-06
t	0.411456656148	0.533024033093	0.0479819490724	0.00582941474544	0.0016275228419	7.12476098899e-05	3.43007894168e-06	5.76458265572e-06
à	0.368417520149	0.369652581031	0.251219082024	0.00810385604848	0.00251650091397	8.08640719633e-05	3.33666641389e-06	6.26091233524e-06
c	0.140703251483	0.54612049701	0.305571140675	0.00542331968283	0.00202572590466	9.82229826544e-05	3.72120237713e-05	2.06681142284e-05
i	0.0645547587843	0.53461096367	0.381588636892	0.0176860500943	0.00136288533489	0.000121124867551	4.87194822571e-05	2.68846466428e-05
a	0.0219886083514	0.223896609557	0.717196488964	0.0358125976981	0.00098481426163	9.1027112517e-05	1.7895728219e-05	1.19401794476e-05
k	0.00876928335047	0.080161552019	0.747286462988	0.122590814566	0.0372687305705	0.00318408445751	0.000428639609206	0.000310426779816
è	0.00410192640349	0.0285922666063	0.741544320996	0.150012650522	0.0704899385235	0.00428242622584	0.000566705391902	0.000409759969272
c	0.00141482712283	0.0179331413021	0.781562606999	0.105957969174	0.0780851628412	0.00644228381528	0.00481693071947	0.00378706434576
c	0.00167139750928	0.012970799774	0.504735717333	0.262542043058	0.18642405428	0.0190362456051	0.00717146673982	0.00544828114859
i	0.00186069780309	0.00444026045133	0.217507687444	0.544633377686	0.205676059427	0.0200982679684	0.00336984439327	0.00241378547286
a	0.0031208735677	0.00182652108044	0.128492139148	0.747841729229	0.103894146809	0.0123760504228	0.00127739525442	0.00117111902762
u	0.0092409438559	0.00163309463681	0.061907268716	0.75038401641	0.133771624603	0.0387621504743	0.00134120179481	0.00295971782254
s	0.00891895435663	0.00127553655854	0.0258265632287	0.518626348803	0.366331444868	0.0693572168248	0.0038392488316	0.00582469814085
e	0.00410928652354	0.00050374136578	0.00901848929957	0.286660902934	0.617109181623	0.0727170856083	0.00443153334387	0.00544979258028
n	0.00249507821318	0.000246383676103	0.00326742726319	0.187625857645	0.711633227208	0.0801909298694	0.00650719051462	0.00803393686009
d	0.000834466167117	8.2654195611e-05	0.0012308589444	0.118224560548	0.640743542403	0.155090274623	0.0380101618382	0.0457834989534
ì	0.0027719182131	0.000261038614604	0.000528313586467	0.057758892516	0.681555180801	0.159215665874	0.0445039127794	0.0534050628078
n	0.0034213879597	0.000323392063868	0.000268787107156	0.0662393818387	0.785994676934	0.0978034362913	0.0210313134265	0.0249175994259
n	0.00114573845257	0.000111134658736	0.000147496213819	0.0696767936129	0.735148895645	0.13817860543	0.0265469068088	0.029044414142
u	0.00156817059486	0.000120976298025	0.000160772549373	0.0298238415376	0.537910998548	0.348724655143	0.0305219279363	0.051168648714
n	0.00171503324229	0.000124600505108	0.000166713301791	0.0148027605459	0.403155012849	0.475892551714	0.0422928329788	0.061850455238
e	0.00131103452476	0.000102149644136	8.5819987597e-05	0.00629081644863	0.300672786283	0.551786973905	0.0629045076596	0.076845850746
i	0.00283504907492	0.000426613151379	0.000132784014199	0.00397742181621	0.106859378661	0.696510657968	0.0745485558865	0.114709498582
g	0.00263051420564	0.000475923808793	0.000129305937066	0.00285342883874	0.0483097394537	0.593867932656	0.175565831962	0.176167289527
e	0.00319821318255	0.000655498261264	0.000135314094689	0.00262201907958	0.0278471740512	0.470413290885	0.287025227321	0.208103243176
n	0.00337616389752	0.000714757646488	0.000130119142396	0.00226704185986	0.0210989869171	0.448340940295	0.302675815774	0.221396194392
i	0.00179278646917	0.000597164641563	0.000188812774965	0.00224608345329	0.017946673439	0.348510986765	0.357087255258	0.271630288131
t	0.00127073417706	0.000557972225554	0.000207378883155	0.0021461850131	0.007969260613	0.284705285588	0.422768851753	0.280374349377
ò	0.00163860144635	0.00177229365355	0.000296486552552	0.00182767393303	0.00453409990433	0.225960231863	0.494460840584	0.269509723126
r	0.00176945909545	0.00218055546518	0.000339638087517	0.00185941191101	0.00532858466811	0.202749427288	0.520805566861	0.264967314375
i	0.00245509827848	0.00164355826906	0.000861079915839	0.00365017417034	0.0055179838227	0.186909189096	0.461873452287	0.337089434792
</S>	0.00399258813924	0.00219043693453	0.00153163915792	0.00612892108517	0.00350061031135	0.125202654548	0.438068291143	0.419384817396
