 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a	0.46729076	0.482176243	0.048230935785	0.002265936026	3.04937895e-05	4.16845845e-06	9.9558752e-07	2.86561625e-07	1.07351615e-07	7.743915e-09	2.7806881e-09	4.057747485e-09	2.606508635e-08
n	0.164302872667	0.698355264333	0.132412809928	0.00457329100867	0.0002500029375	7.85301811167e-05	1.98156884533e-05	5.41451680167e-06	1.789704675e-06	1.12711168333e-07	3.00811787e-08	6.46364306167e-09	3.185096445e-08
ì	0.0573342643123	0.529076288111	0.405364043309	0.00646065266956	0.00142442797917	0.000300333483706	2.90795784844e-05	7.78332753389e-06	2.84436839167e-06	1.96666722778e-07	4.12038432333e-08	7.24382135389e-09	2.379728115e-08
c	0.0350830328608	0.36610728937	0.581861414436	0.0140869692232	0.00221828319306	0.000489090827902	0.000106913235161	2.62898394446e-05	1.62254706306e-05	3.18817524093e-06	8.76946014744e-07	1.92922395118e-07	2.21981747717e-07
h	0.0373907099536	0.388580883123	0.539918051479	0.0291430390744	0.00332806743102	0.000952425442634	0.000452345665054	0.000156355036482	6.08279895435e-05	1.1721110747e-05	4.38317973825e-06	6.10812331706e-07	5.64707649239e-07
e	0.0223908075112	0.260199467241	0.664190543826	0.0483085890248	0.00323156531034	0.000943190220878	0.000478370678351	0.000178009851627	6.18641390812e-05	1.1627399589e-05	4.72274520942e-06	5.88838993902e-07	6.3834228308e-07
n	0.0076199029404	0.094161491947	0.807019627942	0.0856494230083	0.00361854777011	0.00105568234696	0.000620049482784	0.000177883723342	6.80430222604e-05	6.222544703e-06	2.13585569981e-06	3.08354864634e-07	6.5822499436e-07
d	0.0068679235568	0.038186198649	0.554638539314	0.211340264336	0.128371362923	0.0323660302157	0.0179080574276	0.00841931265111	0.00135506599075	0.000344866585068	0.000138196500233	2.66955988715e-05	3.74311036981e-05
i	0.0068569832856	0.014189717283	0.210791888771	0.372141931445	0.290276254308	0.0648036534052	0.0265989711425	0.0118315061837	0.00176186438225	0.000475804628356	0.000184481425178	3.56338272238e-05	5.12666918994e-05
s	0.00291749196187	0.005778249761	0.261207075257	0.410137687148	0.241872734769	0.0533410268017	0.0160642290475	0.00703573026123	0.00133308637942	0.000201872602785	6.88641674927e-05	1.30958756079e-05	2.88574556331e-05
ò	0.0236633594206	0.008019584187	0.273522684419	0.320648995716	0.279652994923	0.0719720879339	0.0149862353492	0.00581500952041	0.00151105355981	0.000142280427595	3.50969471642e-05	6.56932680263e-06	2.4077663711e-05
n	0.0304157075669	0.00843664490233	0.111833826473	0.370433481905	0.347211584974	0.095486925978	0.0264987664497	0.00678066637347	0.00256317661994	0.000247491709198	4.93045463881e-05	1.12572289342e-05	3.11715254037e-05
t	0.014181386949	0.00309425458078	0.044982154091	0.350732127302	0.371880201658	0.114573891993	0.0620962368166	0.0309743681245	0.00646925637331	0.000648724403066	0.000175650162129	4.66549603114e-05	0.000145086861801
a	0.0109269152163	0.00255297730026	0.016046452997	0.145658055434	0.473390620553	0.214007770664	0.0890462722722	0.0405049733748	0.00655550292444	0.000885370324355	0.000199206933043	5.19914885371e-05	0.000173920489267
o	0.00764180563877	0.00246424286675	0.00607805462233	0.0509892845613	0.360802736851	0.470012556888	0.0689825130907	0.0263296687916	0.00487632787481	0.00155823129812	0.000145848110014	2.24774936124e-05	9.62985364223e-05
a	0.00795344721292	0.00120809025558	0.00212004666411	0.0173019246638	0.165848644617	0.724760852296	0.0379302136969	0.0255291809305	0.0135413963916	0.00332894133271	0.000305991290005	2.67102675375e-05	0.000144564610141
d	0.00801685673764	0.000816574698527	0.00100862030804	0.0096064926146	0.150238203872	0.615414384099	0.127850728232	0.0563253266435	0.0246703717972	0.00442114734424	0.000807581563335	0.000236652753179	0.000587038316714
e	0.0392442542459	0.00161640657951	0.000607204721013	0.0069833938682	0.142654777957	0.561097181366	0.157527786411	0.0631194035478	0.0213987942657	0.00394170434808	0.000833746807778	0.00029786364806	0.000677483822238
r	0.0484088393153	0.00163611227317	0.000260554172004	0.00291901688607	0.114871962652	0.554018340455	0.174450379137	0.0744528938493	0.0238284577552	0.00334699101603	0.000640951739259	0.00026256563302	0.000902964490746
f	0.0165485570944	0.000573631830057	0.000135411939101	0.00160474749536	0.110684052884	0.364776473485	0.320104436379	0.133072471283	0.0333904795851	0.0113462230053	0.00361976942975	0.00151349685101	0.00263026313025
ò	0.00662703388747	0.00461483653569	0.00121052386147	0.00118654276512	0.0787433129613	0.260207164495	0.46912915546	0.131241323761	0.024369939195	0.0139377178684	0.00432656141658	0.001797693857	0.00260818022342
m	0.00331185933609	0.0059681914319	0.00164297064382	0.00306059635504	0.0765537543204	0.237055894832	0.492104785153	0.0803746959203	0.060274727065	0.0285488974895	0.00548244341219	0.00257820459233	0.00304296892114
m	0.00110619083756	0.00199893437843	0.000624714644873	0.00310764721568	0.0505526108735	0.180822965611	0.408406908384	0.188726003307	0.095847034355	0.0463063064965	0.0127976221374	0.00455588753078	0.00514716374038
u	0.00162497996445	0.00140224124061	0.000262172548558	0.00105333657323	0.0175606652078	0.0710755182037	0.317361929461	0.382557014436	0.0768066501183	0.106572226165	0.0140426877125	0.00363677431026	0.00604378768013
o	0.00297496288815	0.0027542168802	0.000325007142853	0.000382296415077	0.00596673886593	0.0298225307346	0.18510952782	0.316923678145	0.157265313373	0.263612748722	0.0197172135708	0.00307857110342	0.0120671812267
n	0.00244108164272	0.00247620126007	0.000296172984618	0.000177569438359	0.00207706716531	0.0151872689115	0.09309875394	0.155193016048	0.367724694458	0.285315762907	0.0417150311903	0.0104971219011	0.0238002730756
ì	0.00314970569424	0.00101608587002	0.000107847043539	9.3506679453e-05	0.000834510558437	0.00965083353717	0.04660704298	0.0901275946827	0.504855431486	0.238928384302	0.0592417270634	0.0163432043004	0.0290441336919
c	0.00311539272551	0.000523148622293	4.39146068463e-05	4.34964014843e-05	0.000464675536146	0.00787399107906	0.0519771559933	0.130444047561	0.423802213829	0.268767261434	0.0707791556878	0.0167497047668	0.025415816564
h	0.00104094526927	0.000175645317551	2.06037866154e-05	1.89744169281e-05	0.000292418315382	0.00671206779302	0.0561780226644	0.20669405252	0.24353617461	0.266562467145	0.123727335229	0.0424050062556	0.0526362575213
a	0.000373337374423	9.4265695017e-05	1.93577538718e-05	1.97877094094e-05	0.000244280315127	0.00365557959767	0.0292688066881	0.149290135173	0.112871800537	0.391178335715	0.16615954841	0.0553533830852	0.0914713991738
